Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
445,-0.00034,-0.00013,-0.00013,-0.0143,-0.00372,-0.00477,-0.08476,0.04376,-0.04657,-0.00439,0.00483,-0.00177,-0.00293,0.00163,-0.00123,-0.00057,0.00088,-0.00028,0.00015,0.00235,-0.00216,-0.00133,0.0011,-0.00259,-0.00047,-4e-05,0.00065,-0.00934,0.00204,-0.00032,0.01742,-0.0348,-0.00941,-0.00859,-0.00052,0.00044,0.00047,-0.00118,0.00071,0.00047,-0.00118,0.00071,0.0,0.0,0.0,0.05506,-0.01597,-0.00411,-0.01268,-0.00537,-0.00066,0.0001,0.0003,5e-05,0.0001,0.0003,5e-05,0.0,1e-05,0.0,-0.89277,0.21191,-0.21
446,-0.0003,-0.00028,0.0001,-0.01256,-0.00979,0.00507,-0.08337,0.0522,-0.09149,-0.00597,0.00418,-0.00253,-0.00228,0.00098,-0.0015,-0.00094,0.0007,-0.00033,0.00285,0.00214,-0.00313,-0.00049,0.00126,-0.00328,-0.00042,0.00019,0.00022,-0.00494,0.00023,-0.00289,0.00892,-0.02378,-0.02275,-0.00543,-0.00262,-0.0018,-0.00013,-0.00067,5e-05,-0.00013,-0.00067,5e-05,-0.0,-1e-05,0.0,0.05534,-0.01468,-0.00018,-0.013,-0.00482,-0.00022,-0.00039,0.00027,-4e-05,-0.00039,0.00027,-4e-05,-0.0,1e-05,-0.0,-0.67865,0.30049,-0.36348
447,-4e-05,-0.0003,0.00035,-0.00158,-0.01199,0.01559,-0.07934,0.04062,-0.1278,-0.0059,0.00387,-0.00297,-0.00196,6e-05,-0.00197,-0.00082,0.00017,0.00019,0.00404,0.00152,-0.00377,0.0009,0.0016,-0.00387,-0.00094,0.0006,3e-05,-0.00014,-0.00226,-0.00446,-0.00654,-0.01475,-0.03402,-0.00227,-0.00347,-0.00404,-0.00047,0.00021,-0.00057,-0.00047,0.00021,-0.00057,-0.0,-1e-05,-0.0,0.05325,-0.01196,0.00942,-0.0132,-0.0028,0.00094,-0.00034,0.00025,-0.00059,-0.00034,0.00025,-0.00059,-1e-05,0.0,-0.0,-0.67054,0.12812,-0.43595
448,0.00031,-0.00017,0.00044,0.01282,-0.00811,0.01861,-0.07665,0.03605,-0.12584,-0.00425,0.00385,-0.00249,-0.00221,7e-05,-0.00198,-7e-05,-0.00013,0.00083,0.00282,0.00039,-0.00352,0.00209,0.00216,-0.00371,-0.00157,0.00102,0.00041,0.00052,-0.00399,-0.00346,-0.02057,-0.01352,-0.02478,-0.00019,-0.00259,-0.00351,-0.00019,0.00045,-0.00056,-0.00019,0.00045,-0.00056,0.0,-1e-05,-0.0,0.05369,-0.00586,0.0053,-0.01376,-0.00097,0.00034,0.0006,0.00021,-0.00067,0.0006,0.00021,-0.00067,-2e-05,0.0,-0.0,-0.80973,-0.19053,-0.36453
449,0.00047,-0.0,0.00027,0.01975,-0.00184,0.01096,-0.06958,0.05743,-0.08422,-0.00303,0.00359,-0.00174,-0.00259,0.0007,-0.00158,0.00061,-2e-05,0.00083,0.0005,-0.00025,-0.00252,0.0022,0.00254,-0.00281,-0.00167,0.00117,0.00094,-0.00109,-0.0048,-0.00018,-0.03163,-0.01322,-0.00071,0.00101,-0.00157,-0.00077,0.0002,0.00026,-6e-05,0.0002,0.00026,-6e-05,0.0,0.0,-0.0,0.05441,-0.00337,-0.00823,-0.01377,0.00015,-0.00124,0.0013,0.00013,-0.00014,0.0013,0.00013,-0.00014,-2e-05,-0.0,-0.0,-0.97199,-0.40743,-0.21682
450,0.00035,5e-05,-2e-05,0.01467,0.00136,-0.00104,-0.06489,0.08303,-0.03595,-0.00378,0.00281,-0.00165,-0.0028,0.00125,-0.00139,0.00049,0.00034,0.00027,-0.00149,0.00108,-0.00139,0.00107,0.00222,-0.00188,-0.00118,0.00086,0.00099,-0.00107,-0.00532,0.00212,-0.03639,-0.00916,0.0163,0.00089,-0.00181,0.00155,0.00013,0.0006,0.0003,0.00013,0.0006,0.0003,0.0,0.0,0.0,0.04803,-0.00772,-0.01164,-0.01269,0.00067,-0.00137,0.00073,4e-05,0.00019,0.00073,4e-05,0.00019,-1e-05,-0.0,-0.0,-1.09793,-0.37595,-0.11558
451,9e-05,0.0,-0.00025,0.00423,0.00107,-0.01054,-0.08007,0.08934,-0.01294,-0.00549,0.0014,-0.0021,-0.00321,0.00166,-0.00172,-0.00047,0.00085,-0.00022,-0.00337,0.00407,-0.00039,-0.00042,0.00118,-0.00136,-0.00059,0.00027,0.00047,0.00036,-0.00532,0.00127,-0.02984,-0.00507,0.01687,-0.00104,-0.00295,0.00227,-0.00027,0.00145,0.00031,-0.00027,0.00145,0.00031,0.0,-0.0,0.0,0.03754,-0.01383,3e-05,-0.01147,0.00014,0.00027,-0.00066,3e-05,-0.00016,-0.00066,3e-05,-0.00016,1e-05,0.0,0.0,-1.19277,-0.1762,-0.11333
452,-6e-05,-5e-05,-0.00039,-0.00193,0.00014,-0.0161,-0.11162,0.09059,-0.0243,-0.00608,1e-05,-0.0024,-0.00396,0.00172,-0.00231,-0.00174,0.00123,-0.00055,-0.00558,0.00598,0.00058,-0.00124,0.00031,-0.00086,-0.00021,-0.00011,-3e-05,-0.00023,-0.00353,-0.00096,-0.01493,-0.00565,0.0081,-0.00408,-0.00355,0.00197,-0.00049,0.00178,0.00023,-0.00049,0.00178,0.00023,0.0,-0.0,0.0,0.03485,-0.01718,0.01222,-0.01135,-0.00142,0.00173,-0.00166,9e-05,-0.0006,-0.00166,9e-05,-0.0006,1e-05,0.0,-0.0,-1.29639,0.04136,-0.17699
453,2e-05,-7e-05,-0.00039,0.00114,-0.00087,-0.01593,-0.12908,0.10351,-0.0579,-0.00572,-0.00018,-0.0024,-0.00443,0.00082,-0.00251,-0.00273,0.00111,-0.00117,-0.00733,0.00473,0.0014,-0.00101,0.00046,-6e-05,6e-05,4e-05,-0.0001,-0.00395,0.00032,-0.00206,-0.00304,-0.01176,-3e-05,-0.00655,-0.00273,0.00139,-0.00028,0.00079,0.00011,-0.00028,0.00079,0.00011,-0.0,1e-05,0.0,0.04142,-0.01631,0.01126,-0.01248,-0.00307,0.00144,-0.00161,-4e-05,-0.0002,-0.00161,-4e-05,-0.0002,1e-05,0.0,0.0,-1.41358,0.22818,-0.25437
