Unnamed: 0_level_0,Neck_Joint_Position,Neck_Joint_Position,Neck_Joint_Position,L_ANKLE_POSITION,L_ANKLE_POSITION,L_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,L_HIP_POSITION,L_HIP_POSITION,L_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1492,0.14662,0.36367,1.5096,-0.02639,0.58891,0.11441,0.25756,0.0936,0.07796,0.03671,0.52664,0.52234,0.27063,0.23112,0.47184,0.08635,0.31392,0.89839,0.25322,0.28351,0.90304,-0.01363,0.33379,1.42099,0.31856,0.34384,1.43444,-0.02893,0.45764,1.15916,0.38155,0.43607,1.16877,0.03052,0.58907,1.37886,0.27687,0.54398,1.37624
1493,0.14814,0.36064,1.50989,-0.02619,0.58945,0.11661,0.25753,0.09343,0.07805,0.03746,0.52578,0.52424,0.27172,0.22869,0.47267,0.0874,0.31132,0.89926,0.25415,0.2803,0.90395,-0.01191,0.33073,1.42131,0.31981,0.3398,1.43626,-0.02799,0.45488,1.15967,0.38395,0.43057,1.17035,0.03125,0.58852,1.37809,0.27911,0.53948,1.37722
1494,0.14989,0.35758,1.5102,-0.02577,0.58982,0.11874,0.25737,0.09334,0.07811,0.03823,0.52518,0.52617,0.27238,0.22676,0.47332,0.08821,0.30892,0.90014,0.25485,0.27728,0.90474,-0.01034,0.32812,1.42161,0.32019,0.33593,1.43763,-0.02692,0.45203,1.15989,0.38602,0.42542,1.1717,0.03146,0.5878,1.37723,0.28094,0.53488,1.37816
1495,0.15172,0.35447,1.51074,-0.02507,0.58982,0.12076,0.25707,0.09338,0.07812,0.03887,0.52478,0.52813,0.27267,0.22531,0.47381,0.08876,0.30653,0.90097,0.25529,0.27432,0.90541,-0.00907,0.32584,1.422,0.32008,0.33241,1.43833,-0.02602,0.44882,1.15986,0.38781,0.42092,1.17256,0.03111,0.58609,1.37659,0.28262,0.53013,1.37909
1496,0.15331,0.3513,1.5116,-0.02417,0.58918,0.12267,0.25659,0.09357,0.07815,0.03934,0.52454,0.53017,0.27272,0.22403,0.4743,0.08923,0.30407,0.90169,0.25567,0.27139,0.9061,-0.00818,0.32355,1.42257,0.32018,0.32912,1.43881,-0.02531,0.44556,1.15999,0.38928,0.41679,1.17311,0.03078,0.58375,1.3764,0.2845,0.52546,1.38013
1497,0.15441,0.34816,1.51268,-0.02318,0.58763,0.12448,0.25607,0.09382,0.07823,0.03968,0.52434,0.53229,0.27265,0.22271,0.47488,0.08978,0.30146,0.90235,0.25619,0.26864,0.90686,-0.0076,0.32093,1.42344,0.32084,0.32597,1.43934,-0.02471,0.44237,1.1606,0.39046,0.41313,1.1736,0.03101,0.58155,1.37648,0.28663,0.52119,1.38143
1498,0.15503,0.34522,1.51366,-0.02211,0.58509,0.12619,0.25576,0.09389,0.07835,0.04005,0.52392,0.53444,0.2725,0.22133,0.47546,0.09032,0.29877,0.90309,0.25678,0.26622,0.90757,-0.00712,0.3179,1.42455,0.32182,0.32297,1.43962,-0.02415,0.43894,1.16151,0.39152,0.41071,1.17409,0.03185,0.57954,1.37639,0.28861,0.51763,1.38296
1499,0.1554,0.34266,1.51432,-0.02089,0.58163,0.12776,0.25576,0.09364,0.0784,0.04065,0.52329,0.53651,0.27234,0.21989,0.4759,0.09067,0.29622,0.90402,0.25724,0.26414,0.9081,-0.00663,0.31487,1.42561,0.32269,0.32026,1.43939,-0.02368,0.43512,1.16222,0.39265,0.40983,1.17455,0.03304,0.57726,1.37589,0.28992,0.515,1.38439
1500,0.1558,0.34043,1.51471,-0.01947,0.57741,0.12913,0.256,0.09318,0.07831,0.04163,0.52294,0.53849,0.27226,0.21834,0.47617,0.09072,0.29407,0.905,0.25736,0.26231,0.9084,-0.00613,0.31255,1.42639,0.32334,0.3178,1.439,-0.02338,0.43136,1.16236,0.39379,0.40947,1.17501,0.03437,0.57459,1.37502,0.29048,0.51306,1.38535
1501,0.15645,0.33826,1.5151,-0.01785,0.57262,0.13033,0.2563,0.09277,0.07811,0.043,0.52346,0.5404,0.2723,0.21673,0.47635,0.09053,0.29239,0.90573,0.25719,0.26065,0.90858,-0.00572,0.31131,1.42687,0.32395,0.3153,1.43918,-0.0232,0.42835,1.16207,0.39478,0.40773,1.17555,0.03575,0.57204,1.3741,0.29079,0.5111,1.38566
