Unnamed: 0_level_0,FullBody_CoG_pos,FullBody_CoG_pos,FullBody_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_CoG_pos,Head_CoG_pos,Head_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2547,0.18502,0.25075,1.01009,0.09551,0.55367,1.44036,0.33109,0.46913,1.4754,0.02899,0.42799,1.27439,0.38276,0.33336,1.31543,0.00065,0.33131,1.3017,0.38955,0.21332,1.34559,0.19445,0.32885,1.65739,0.18353,0.27964,1.63301,0.18509,0.22803,1.27329,0.17873,0.1845,0.96837,0.11902,0.32705,0.76253,0.25295,0.14411,0.75789,0.13512,0.45538,0.33594,0.19705,0.11425,0.31547,0.15556,0.53806,0.03418,0.20163,0.11713,0.02244,0.15181,0.54738,0.03268,0.2185,0.11351,0.02139
2548,0.18495,0.24861,1.01012,0.09496,0.55102,1.44142,0.33061,0.46571,1.47656,0.02868,0.42575,1.27503,0.38313,0.3308,1.31616,0.00058,0.32904,1.30203,0.38999,0.21058,1.34594,0.19482,0.32561,1.65748,0.18381,0.27654,1.63289,0.18499,0.22532,1.2733,0.17866,0.18254,0.96815,0.11898,0.32551,0.7625,0.25263,0.1422,0.75777,0.13543,0.45484,0.33626,0.19653,0.11294,0.3153,0.15569,0.53812,0.03468,0.2017,0.11697,0.02246,0.15192,0.54744,0.03323,0.21858,0.11335,0.02147
2549,0.18493,0.24668,1.01011,0.0945,0.5485,1.44276,0.33001,0.46238,1.47747,0.02846,0.42394,1.27582,0.38365,0.32818,1.31683,0.0003,0.32707,1.3024,0.39054,0.20778,1.34616,0.1951,0.32252,1.65758,0.1842,0.27352,1.6328,0.18506,0.22292,1.27328,0.17866,0.18077,0.96788,0.1189,0.32413,0.76237,0.25232,0.14052,0.7576,0.13555,0.45429,0.33644,0.19599,0.11183,0.31511,0.15577,0.53822,0.03516,0.20193,0.1168,0.02258,0.15198,0.54754,0.03377,0.21881,0.11318,0.02169
2550,0.18485,0.24491,1.01008,0.09405,0.546,1.44435,0.32958,0.45931,1.47814,0.02833,0.4223,1.27676,0.38397,0.32572,1.3172,1e-05,0.32513,1.30288,0.39082,0.20517,1.34602,0.19516,0.31943,1.65773,0.18449,0.27042,1.63285,0.18504,0.22075,1.2732,0.17858,0.17917,0.96764,0.11876,0.32287,0.76218,0.25206,0.13902,0.75752,0.13546,0.4538,0.33651,0.19566,0.11093,0.31498,0.15572,0.53831,0.03544,0.20221,0.11668,0.02265,0.15189,0.54762,0.03408,0.2191,0.11308,0.02185
2551,0.18467,0.2432,1.01004,0.09369,0.54341,1.44597,0.32971,0.45652,1.47868,0.02813,0.42051,1.27777,0.384,0.32354,1.31719,-0.00014,0.32312,1.30349,0.3908,0.20284,1.34548,0.19507,0.31621,1.65792,0.18464,0.26717,1.63302,0.18486,0.21866,1.27307,0.17835,0.17766,0.96749,0.11857,0.32163,0.76198,0.25183,0.13757,0.75756,0.1353,0.45334,0.33653,0.19554,0.11018,0.31494,0.15548,0.53829,0.03544,0.20234,0.11663,0.02256,0.15161,0.54758,0.03407,0.21924,0.11307,0.02178
2552,0.18452,0.24147,1.01004,0.09342,0.54068,1.44738,0.33052,0.45379,1.47928,0.02763,0.41845,1.27875,0.38394,0.32154,1.31698,-0.00017,0.32113,1.30412,0.39086,0.20077,1.34473,0.19504,0.31294,1.65811,0.18483,0.26381,1.63328,0.18469,0.21652,1.27302,0.17808,0.17619,0.96744,0.11844,0.32033,0.76185,0.2516,0.13615,0.75763,0.13525,0.45277,0.33657,0.19549,0.10952,0.31495,0.1552,0.53809,0.03531,0.2022,0.11663,0.02234,0.15129,0.54736,0.0339,0.2191,0.1131,0.02151
2553,0.18452,0.23974,1.0101,0.09309,0.53795,1.44859,0.33154,0.451,1.48011,0.02687,0.41621,1.27969,0.38417,0.31977,1.31689,-0.00021,0.31926,1.30464,0.39143,0.19908,1.34402,0.1952,0.30975,1.6583,0.18516,0.26051,1.63363,0.18479,0.21436,1.2731,0.17787,0.17474,0.96745,0.11841,0.31897,0.76184,0.25143,0.13482,0.75767,0.13542,0.45201,0.33666,0.19535,0.10892,0.31494,0.15518,0.53775,0.03524,0.20179,0.1166,0.02212,0.15124,0.547,0.0338,0.2187,0.11309,0.02123
2554,0.18465,0.23809,1.01019,0.09278,0.5354,1.44972,0.33196,0.44835,1.48121,0.02615,0.41404,1.28066,0.38498,0.31849,1.31718,-0.00025,0.31754,1.30506,0.39267,0.19797,1.34349,0.19546,0.30675,1.65847,0.18546,0.25739,1.63401,0.18509,0.21224,1.27319,0.17775,0.17329,0.96746,0.11845,0.31762,0.76193,0.25131,0.13357,0.75767,0.13583,0.4512,0.33683,0.19514,0.10841,0.31491,0.15562,0.53746,0.03532,0.20131,0.11655,0.02197,0.15166,0.54669,0.03386,0.21821,0.11304,0.02104
2555,0.18479,0.23654,1.01025,0.09266,0.53309,1.45095,0.33128,0.44614,1.48243,0.02575,0.41215,1.28172,0.38635,0.31775,1.31793,-0.0003,0.31588,1.30552,0.39438,0.19737,1.34314,0.1956,0.30386,1.65863,0.18557,0.25443,1.63432,0.18527,0.21015,1.27315,0.17766,0.17187,0.96744,0.11857,0.31635,0.76205,0.25123,0.1324,0.75758,0.13641,0.45056,0.33706,0.19494,0.10802,0.3148,0.15645,0.53735,0.03548,0.20095,0.11658,0.02186,0.15248,0.54658,0.03398,0.21785,0.11304,0.02094
