Unnamed: 0_level_0,FullBody_CoG_pos,FullBody_CoG_pos,FullBody_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_CoG_pos,Head_CoG_pos,Head_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
915,0.08804,0.23596,1.01149,0.04224,0.55523,1.50476,0.25298,0.33158,1.54196,-0.02686,0.46993,1.31782,0.29343,0.24505,1.35242,-0.06929,0.3717,1.32494,0.27079,0.12793,1.3491,0.11536,0.25124,1.65414,0.08995,0.2076,1.62997,0.06789,0.19511,1.26834,0.06745,0.18674,0.96502,0.04954,0.35452,0.76434,0.13975,0.12858,0.75754,0.10483,0.50307,0.3486,0.09758,0.10622,0.31356,0.13961,0.58526,0.04283,0.11055,0.09685,0.0212,0.13578,0.59431,0.04026,0.12621,0.08955,0.02079
916,0.08819,0.23585,1.0116,0.0421,0.55501,1.50483,0.25254,0.33151,1.54175,-0.02658,0.4697,1.31786,0.29361,0.24462,1.3523,-0.0688,0.3717,1.32497,0.27101,0.12756,1.34894,0.11548,0.251,1.6541,0.0898,0.20745,1.63005,0.06818,0.19511,1.2685,0.06756,0.18677,0.96522,0.04961,0.35439,0.76445,0.13987,0.12832,0.75763,0.1047,0.50286,0.34857,0.09767,0.10591,0.31366,0.13931,0.58533,0.04284,0.11041,0.0968,0.02137,0.1355,0.59439,0.04029,0.12605,0.08946,0.02094
917,0.08838,0.2358,1.01164,0.0419,0.55489,1.50495,0.25221,0.33147,1.54153,-0.02657,0.46961,1.31788,0.29388,0.24417,1.35213,-0.06856,0.37164,1.32509,0.27138,0.12722,1.34876,0.11561,0.25077,1.65407,0.08981,0.20722,1.63017,0.06857,0.19527,1.26855,0.06766,0.18679,0.96538,0.04969,0.35433,0.7645,0.13996,0.12809,0.75769,0.10469,0.50268,0.34856,0.09777,0.10557,0.31374,0.13902,0.5852,0.04284,0.11029,0.09669,0.02151,0.13522,0.59427,0.04032,0.12592,0.08931,0.02104
918,0.08853,0.23577,1.01161,0.04168,0.55491,1.50506,0.2519,0.33153,1.5415,-0.02667,0.46961,1.31791,0.2942,0.2439,1.35211,-0.06857,0.37141,1.3252,0.27182,0.12715,1.34867,0.11565,0.25049,1.65408,0.08993,0.20685,1.63023,0.06881,0.19537,1.2685,0.06779,0.18676,0.96538,0.04987,0.35435,0.76446,0.14003,0.12795,0.75766,0.10487,0.50265,0.34856,0.09785,0.10538,0.31371,0.13881,0.585,0.04283,0.11025,0.09658,0.02146,0.135,0.59407,0.04033,0.12588,0.08922,0.02095
919,0.0886,0.23569,1.01154,0.04149,0.55501,1.50513,0.25166,0.33164,1.54171,-0.02674,0.46957,1.31802,0.29458,0.24378,1.35228,-0.06875,0.37109,1.32533,0.27224,0.12732,1.34866,0.11553,0.25011,1.65409,0.08998,0.2064,1.6302,0.06878,0.19525,1.2684,0.06794,0.18665,0.96521,0.05012,0.35444,0.76436,0.14014,0.12785,0.75757,0.10514,0.50283,0.34859,0.09794,0.10534,0.31361,0.13868,0.58496,0.04282,0.11032,0.09655,0.02124,0.13486,0.59404,0.04035,0.12597,0.08923,0.02072
920,0.08864,0.23556,1.01149,0.04134,0.5551,1.50514,0.25174,0.33149,1.54206,-0.02674,0.46943,1.31823,0.29497,0.24371,1.35258,-0.06899,0.37089,1.3255,0.27258,0.12748,1.34876,0.11534,0.24965,1.65409,0.08987,0.20593,1.63011,0.06864,0.19498,1.26831,0.06808,0.18648,0.96502,0.05036,0.35454,0.76428,0.14029,0.12773,0.75754,0.10537,0.50316,0.34868,0.09807,0.10535,0.31356,0.13864,0.58511,0.04286,0.11049,0.09659,0.02106,0.13481,0.59418,0.04039,0.12615,0.08929,0.02056
921,0.08871,0.23543,1.01154,0.04122,0.55504,1.5051,0.25216,0.33095,1.54241,-0.0267,0.46922,1.31842,0.29524,0.24353,1.3529,-0.06916,0.37087,1.32566,0.2728,0.12742,1.34896,0.11522,0.24919,1.65408,0.08976,0.20552,1.63002,0.06865,0.19473,1.26829,0.06819,0.18633,0.96498,0.05048,0.35462,0.76437,0.14046,0.12763,0.75762,0.10543,0.50349,0.34892,0.09818,0.10534,0.31363,0.1387,0.58525,0.04301,0.11061,0.09665,0.02106,0.13485,0.59432,0.04053,0.12627,0.08934,0.02058
922,0.08883,0.23533,1.01164,0.04113,0.55468,1.50509,0.25247,0.33031,1.54261,-0.02672,0.46897,1.31849,0.29525,0.24319,1.35315,-0.0693,0.37081,1.32571,0.27286,0.12714,1.3492,0.11526,0.24887,1.65407,0.08981,0.20523,1.62996,0.0689,0.19455,1.2683,0.06835,0.18623,0.96508,0.05049,0.35469,0.76464,0.14061,0.12757,0.75771,0.10533,0.50375,0.34929,0.09818,0.10533,0.31373,0.13881,0.58526,0.04326,0.11058,0.09667,0.02116,0.13495,0.59431,0.04073,0.12623,0.08935,0.02069
923,0.08895,0.23523,1.01171,0.04109,0.55417,1.50517,0.25221,0.32997,1.54268,-0.02692,0.46869,1.31848,0.29503,0.24277,1.3533,-0.06949,0.3705,1.32568,0.27278,0.12676,1.3494,0.11543,0.24875,1.65404,0.08998,0.20509,1.62995,0.06922,0.19437,1.26831,0.06857,0.18614,0.96518,0.0505,0.35477,0.76488,0.14071,0.12752,0.75769,0.10514,0.50396,0.3496,0.09807,0.10535,0.31372,0.13888,0.58519,0.04345,0.11047,0.09668,0.02118,0.13502,0.59423,0.04088,0.1261,0.08932,0.02072
