Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
817,-9.20706,-0.80329,2.90548,-3.33102,6.77381,-30.18993,-3.94042,-0.53299,2.96693,0.72317,4.40657,-30.58511,-3.94043,-0.53299,2.96693,0.72316,4.40657,-30.58511,2.59097,8.95946,-4.60701,-13.96425,3.06268,-25.02136,22.36472,7.47505,-7.56854,-6.68232,-0.51338,-25.17329,-7.44485,-0.16547,-12.63501,-0.84584,0.98499,-8.23098,0.03611,0.96055,-0.85675,-21.89615,1.21101,-0.436,23.89015,9.34896,-11.9742,30.04342,-13.04423,17.37957,153.91278,-15.13618,-96.54692,158.39209,21.58978,82.85752,156.8309,-17.42106,-95.67709,160.44724,17.33777,82.25389
818,-8.08479,-0.75425,3.15838,-3.3002,6.80931,-30.1921,-3.51765,-0.50012,3.2084,0.70611,4.4701,-30.58605,-3.51766,-0.50012,3.2084,0.7061,4.47011,-30.58605,2.45028,8.87493,-4.70537,-14.06515,3.04669,-24.74661,22.04336,7.42342,-7.62329,-6.86701,-0.5582,-24.88587,-7.4597,-0.28148,-12.48951,-0.65581,0.89659,-8.17954,0.11754,0.98233,-0.79231,-21.81506,1.20715,-0.36808,23.91507,9.26994,-12.0397,30.1296,-13.08309,17.25651,153.66266,-15.13748,-96.21696,158.27745,21.52241,83.64558,156.54021,-17.15518,-95.37372,160.07623,17.82759,83.10765
819,-7.35756,-0.7024,3.33885,-3.31391,6.85191,-30.18398,-3.04206,-0.44889,3.38222,0.73195,4.4902,-30.58403,-3.04207,-0.44889,3.38222,0.73195,4.4902,-30.58403,2.3426,8.77075,-4.73215,-14.15379,3.03261,-24.445,21.71681,7.36933,-7.59459,-7.07454,-0.60069,-24.57019,-7.52697,-0.37404,-12.31228,-0.51166,0.80712,-8.09007,0.23302,0.98697,-0.8354,-21.69951,1.22754,-0.40632,23.90344,9.25347,-11.97898,30.26425,-13.10556,17.1638,153.49716,-15.08361,-95.64136,158.29373,21.4657,84.3054,156.06551,-17.21518,-94.88543,159.06448,18.43298,84.07708
820,-7.28367,-0.67862,3.49766,-3.63263,6.98157,-30.11255,-2.49199,-0.38372,3.54211,0.78125,4.41029,-30.55095,-2.492,-0.38372,3.54211,0.78125,4.41029,-30.55095,2.32621,8.62584,-4.76308,-14.22336,3.01485,-24.2079,21.34326,7.34432,-7.55585,-7.28066,-0.62208,-24.32176,-7.65086,-0.39401,-12.14907,-0.40184,0.72014,-7.91638,0.33119,0.9511,-0.93103,-21.60077,1.22999,-0.50844,23.96406,9.24333,-11.82962,30.39941,-13.1109,17.1225,153.36578,-14.96743,-95.50316,158.30746,21.43815,84.57635,155.74091,-17.43941,-94.79134,157.91109,18.91603,84.71498
821,-7.492,-0.61364,3.71509,-4.16712,7.14836,-29.99599,-1.95121,-0.25156,3.75695,0.76419,4.28568,-30.48768,-1.95121,-0.25156,3.75695,0.76419,4.28568,-30.48768,2.42513,8.4068,-4.80933,-14.29933,2.99491,-24.05912,20.91517,7.36535,-7.51951,-7.45708,-0.62918,-24.16618,-7.76268,-0.32439,-11.98152,-0.30017,0.65603,-7.67858,0.38016,0.87657,-0.9696,-21.55108,1.17525,-0.57206,24.09762,9.17218,-11.72797,30.42542,-13.12985,17.15021,153.21318,-14.84769,-96.06796,158.19432,21.47272,84.54258,155.74413,-17.52511,-95.30397,157.2132,19.13696,84.86958
822,-7.26998,-0.37165,4.02857,-4.42315,7.12557,-29.91843,-1.54816,0.03251,4.04552,0.56983,4.2357,-30.41312,-1.54816,0.03251,4.04552,0.56982,4.2357,-30.41312,2.59814,8.11573,-4.74959,-14.41306,2.97122,-23.99121,20.47776,7.40638,-7.36548,-7.59279,-0.6449,-24.09484,-7.77733,-0.19584,-11.76583,-0.21336,0.62028,-7.44551,0.39536,0.77599,-0.89628,-21.53541,1.05457,-0.54162,24.18138,9.05534,-11.77283,30.28139,-13.16953,17.23601,153.0338,-14.80821,-96.90057,157.97998,21.56418,84.33931,155.92752,-17.29369,-96.04198,157.08197,19.17052,84.6401
823,-6.32925,0.00486,4.40452,-4.12092,6.8027,-29.92097,-1.31038,0.39092,4.38717,0.22786,4.28904,-30.34155,-1.31039,0.39092,4.38717,0.22785,4.28904,-30.34155,2.75856,7.81479,-4.46383,-14.56686,2.92515,-24.03053,20.09932,7.42759,-6.98289,-7.69897,-0.66779,-24.13401,-7.70971,-0.08125,-11.51272,-0.18082,0.58761,-7.25835,0.40652,0.62871,-0.71384,-21.52391,0.84981,-0.42738,24.18006,8.96856,-11.9179,30.02377,-13.20354,17.32256,152.87959,-14.86539,-97.64323,157.80663,21.65049,84.09879,156.03946,-16.77289,-96.73736,157.18532,19.23831,84.31023
824,-5.08335,0.27803,4.78136,-3.53333,6.32881,-29.9686,-1.15427,0.60574,4.75105,-0.08075,4.33304,-30.28952,-1.15428,0.60574,4.75105,-0.08076,4.33305,-30.28952,2.84388,7.57582,-4.00014,-14.72211,2.84531,-24.17224,19.80304,7.41547,-6.43237,-7.80953,-0.6737,-24.27847,-7.6291,-0.04841,-11.28721,-0.2164,0.53929,-7.11001,0.43214,0.41544,-0.45682,-21.4979,0.55598,-0.26861,24.22672,8.93696,-12.02292,29.77903,-13.22542,17.36841,152.81158,-14.92826,-98.20076,157.75143,21.69613,84.01753,156.04062,-16.29807,-97.30287,157.35652,19.44818,84.15381
825,-4.12809,0.29208,5.13554,-3.04667,5.85456,-30.01791,-1.0072,0.57197,5.112,-0.23935,4.23044,-30.26474,-1.00721,0.57197,5.112,-0.23936,4.23044,-30.26474,2.86949,7.41533,-3.53045,-14.83039,2.75308,-24.30167,19.54591,7.37421,-5.88458,-7.95849,-0.66126,-24.40899,-7.56408,-0.09531,-11.12327,-0.27548,0.48984,-6.97748,0.48664,0.18783,-0.20792,-21.44312,0.25189,-0.12273,24.40657,8.9007,-12.01704,29.63712,-13.27325,17.38075,152.85564,-14.90234,-98.26571,157.77716,21.73277,84.09491,156.05954,-16.23838,-97.37782,157.76212,19.67824,84.10102
