Unnamed: 0_level_0,Neck_Joint_Position,Neck_Joint_Position,Neck_Joint_Position,L_ANKLE_POSITION,L_ANKLE_POSITION,L_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,L_HIP_POSITION,L_HIP_POSITION,L_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1996,0.11478,0.30883,1.53025,0.05353,0.58764,0.10031,0.06476,0.23957,0.08423,0.08151,0.56156,0.51951,0.1738,0.30904,0.48115,0.01154,0.38538,0.89827,0.15084,0.24377,0.89674,-0.04776,0.38894,1.47633,0.21867,0.16596,1.46554,-0.05759,0.54513,1.23638,0.37467,0.26052,1.23764,0.0748,0.57745,1.45518,0.32261,0.42709,1.43365
1997,0.11506,0.30713,1.52917,0.05394,0.58835,0.10115,0.06527,0.23993,0.08395,0.08338,0.56463,0.52039,0.17572,0.31029,0.48033,0.01155,0.38613,0.89771,0.15071,0.24438,0.89569,-0.04729,0.38741,1.47564,0.21872,0.1646,1.46365,-0.05724,0.54529,1.23679,0.37577,0.25922,1.23649,0.07508,0.57541,1.45596,0.32418,0.42499,1.4333
1998,0.11539,0.30536,1.52808,0.05455,0.58965,0.10279,0.06584,0.24016,0.08366,0.08558,0.56895,0.52207,0.17759,0.31132,0.47953,0.01152,0.38695,0.89728,0.15042,0.24495,0.89469,-0.04673,0.386,1.47504,0.21876,0.16316,1.46161,-0.05679,0.54546,1.23725,0.37692,0.25791,1.23528,0.07549,0.57317,1.45676,0.32574,0.42267,1.43305
1999,0.11582,0.30356,1.52696,0.05541,0.59165,0.10541,0.06639,0.24023,0.0834,0.08816,0.57465,0.52473,0.17939,0.31215,0.47877,0.01143,0.38781,0.89701,0.14999,0.24548,0.89373,-0.04612,0.38464,1.47454,0.21882,0.16168,1.45953,-0.05626,0.54567,1.23782,0.37817,0.25663,1.23411,0.07609,0.57082,1.45759,0.32718,0.42018,1.43293
2000,0.11638,0.30178,1.52582,0.05656,0.59442,0.10919,0.06685,0.24016,0.08317,0.09117,0.58182,0.52851,0.18114,0.31279,0.47805,0.01129,0.38868,0.8969,0.14945,0.246,0.89281,-0.04552,0.38324,1.47412,0.21898,0.16018,1.45751,-0.05568,0.54596,1.23855,0.37952,0.25547,1.23309,0.07685,0.56837,1.4585,0.3284,0.41767,1.43298
2001,0.11703,0.30007,1.52463,0.05797,0.59796,0.11424,0.06715,0.24001,0.083,0.09464,0.59038,0.53352,0.18285,0.31332,0.47734,0.0111,0.38955,0.89694,0.14887,0.24652,0.89192,-0.04496,0.38171,1.47372,0.2193,0.15864,1.45564,-0.0551,0.54632,1.23947,0.381,0.25451,1.2323,0.07773,0.56581,1.45953,0.32935,0.41527,1.43321
2002,0.11774,0.2984,1.5234,0.05957,0.6022,0.12064,0.0673,0.23986,0.08286,0.09859,0.60017,0.53976,0.18455,0.31381,0.47662,0.01088,0.39043,0.89713,0.14833,0.24713,0.89103,-0.04445,0.38,1.4733,0.21983,0.15707,1.45395,-0.0545,0.54675,1.24056,0.38258,0.25379,1.23174,0.07862,0.56307,1.4607,0.33005,0.41306,1.43361
2003,0.11848,0.29674,1.52211,0.06125,0.60694,0.12838,0.06731,0.23975,0.08276,0.10294,0.61096,0.54724,0.18624,0.31437,0.47589,0.01067,0.39134,0.89744,0.14787,0.24786,0.89013,-0.04395,0.37814,1.47284,0.22058,0.15548,1.45239,-0.05387,0.54719,1.24176,0.38428,0.2533,1.23136,0.07941,0.56012,1.46203,0.33066,0.41099,1.43418
2004,0.11925,0.29504,1.52074,0.06286,0.61187,0.13746,0.06724,0.23971,0.08269,0.10762,0.62253,0.55588,0.18795,0.31505,0.47514,0.01047,0.39232,0.89787,0.1475,0.24876,0.88922,-0.0434,0.37616,1.47233,0.22153,0.15391,1.45088,-0.05317,0.54762,1.24302,0.38609,0.25299,1.23107,0.08008,0.55694,1.46348,0.3314,0.409,1.4349
