	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d
1202	-5.35167	-0.13772	0.07786	4.87126	-0.96631	-0.48595	7.44912	-14.03961	-0.05928	39.74701	-5.93583	-3.42891	0.17845	0.03410	-0.01676	0.87012	-0.14539	-0.16741	64.30608	-24.06533	-9.67103	12.35604	19.36931	-13.20053	6.51808	1.31255	3.10190	5.40194	-3.66742	-2.13246	3.86953	-3.50241	0.56811	1.70205	2.59985	0.03993	0.59658	-0.51182	0.03748	0.11671	0.20515	0.03356
1203	-3.50393	1.37987	-0.88946	5.04817	-1.00654	-0.40969	7.59432	-3.38808	-0.17005	41.12556	-4.43744	-1.84999	0.31439	0.17497	0.02849	0.63544	-0.17992	-0.20557	60.75458	-9.11031	-10.18235	38.45692	5.10359	-8.64336	8.25583	1.66560	0.99065	3.84793	-2.18646	-1.20222	1.77146	-0.73016	-0.03928	0.80857	1.68942	0.09347	0.08803	0.06224	0.01202	-0.10762	-0.02350	0.06183
1204	-4.43250	1.99695	-1.33134	3.77289	0.88130	-0.22984	-5.79565	2.70214	-2.02096	28.89590	2.88262	-0.20370	0.22465	0.06262	0.04871	0.53137	-0.07017	-0.07421	24.23027	6.12198	-9.76289	60.63309	12.82178	-0.94868	5.91837	-0.71506	-2.23837	3.13082	-0.13937	0.83399	-0.04911	1.65861	-0.63011	-0.36825	0.03205	0.08532	-0.38618	0.40697	0.03434	-0.31413	-0.23352	0.03047
1205	-7.12775	1.50659	-1.06188	2.66787	2.25119	-0.11510	-22.46735	2.26565	-4.28950	12.89102	6.97586	0.32330	0.05328	-0.21999	0.06302	0.70389	0.06237	0.04797	-17.97391	9.15079	-8.69032	65.59780	30.78438	-0.30530	1.91716	-3.86400	-3.65369	3.58103	0.65546	1.47721	-0.21155	1.48494	-0.60741	-0.29129	-0.23101	-0.01736	-0.33185	0.20397	0.04439	-0.18872	-0.12237	-0.03092
1206	-9.51643	0.07133	-0.10662	0.73380	1.48852	0.00915	-32.75382	-3.92779	-5.99036	-1.63735	2.36894	-0.26687	-0.01301	-0.44189	0.08711	0.83234	0.09756	0.05853	-47.27844	-4.48187	-8.61357	68.86575	40.13579	-11.49207	0.43922	-5.25938	-3.71411	3.90556	-1.10123	-0.57384	0.50888	0.72259	-0.51472	0.89386	1.19488	-0.21533	0.03673	0.01881	-0.02534	0.11553	0.17509	-0.09061
1207	-10.79205	-0.85474	0.57924	-2.07011	0.07041	0.22750	-34.77418	-8.67335	-6.43345	-8.00611	-5.35681	-1.08698	0.02712	-0.44355	0.09693	0.71866	0.08217	0.05912	-54.47915	-18.08270	-10.15002	75.40791	35.44070	-21.32976	2.55932	-4.50338	-3.07174	3.50865	-3.19426	-2.95975	1.03195	0.35232	-0.47756	1.91326	2.69542	-0.25814	0.21919	0.02346	-0.07418	0.29476	0.37046	-0.08880
1208	-10.70225	0.16330	-0.05718	-2.95020	-0.02709	0.33404	-30.30758	-4.68242	-5.19490	-0.17933	-6.71191	-1.39126	0.05155	-0.25502	0.05281	0.66098	0.09488	0.10325	-36.53337	-10.81106	-10.98158	74.45328	22.76531	-14.96866	5.34820	-2.55023	-1.41612	2.99554	-3.26510	-3.19401	1.20942	-0.45778	-0.22142	1.93666	2.94781	-0.06217	0.11032	-0.07695	-0.02286	0.27355	0.36348	-0.01099
1209	-9.06721	2.06498	-1.40550	-0.94921	1.03915	0.18378	-20.70917	4.10047	-2.96824	15.32925	-0.29928	-0.88367	0.01562	-0.06402	-0.04250	0.79828	0.11268	0.10212	-3.83415	11.49013	-8.89608	66.04723	13.35169	0.54783	6.20064	-0.66045	0.12504	3.10279	-2.38969	-1.99696	1.14485	-1.04842	0.03553	0.93584	2.11977	-0.03857	-0.03944	-0.19012	0.05231	0.11540	0.24140	0.03555
1210	-6.98227	2.21675	-1.66127	1.28476	1.61769	-0.01344	-11.28946	6.90312	-1.48882	24.06550	5.20385	0.00789	-0.05611	-0.05339	-0.14068	0.79983	0.08952	0.03115	19.63427	20.87074	-6.46086	58.66975	14.95913	6.39470	4.88124	0.33174	0.02636	3.39385	-1.99678	-1.07395	0.57483	-0.07781	-0.01582	-0.15140	1.16551	-0.28169	-0.13416	-0.00518	0.08690	-0.05487	0.14492	-0.01827
1211	-6.24716	0.33296	-0.49915	1.85638	0.44508	-0.07613	-9.87256	1.77009	-1.92532	20.76645	1.67624	0.04809	-0.15719	-0.19130	-0.19922	0.51196	-0.00112	-0.05539	16.55418	5.26334	-7.93137	51.86840	23.99741	-0.81205	2.25194	0.50987	-0.91643	2.92877	-1.47008	-0.57270	-0.31504	1.39848	-0.18485	-0.06516	0.72387	-0.25224	-0.24409	0.29273	0.09010	-0.09141	0.13198	-0.08376
1212	-7.00399	-0.98158	0.43580	1.91781	-1.80897	-0.14930	-16.01105	-3.08722	-3.29819	13.32739	-7.77370	-1.39725	-0.27327	-0.26299	-0.18806	0.26342	-0.14957	-0.14586	-3.76775	-16.32857	-11.81894	45.13568	32.62121	-8.93716	0.31262	0.18885	-1.33544	2.16847	-0.61013	-0.30042	-0.48293	1.54386	-0.37151	1.21046	0.95789	0.21537	-0.27156	0.35502	0.02089	0.03834	0.17113	-0.06843
1213	-7.89057	-0.29920	0.20764	2.34472	-2.75943	-0.31192	-20.81156	-3.11540	-3.19520	8.14980	-11.70136	-2.91660	-0.32873	-0.19429	-0.09039	0.43795	-0.24744	-0.19920	-20.20574	-20.15524	-11.20274	47.16169	35.02280	-9.63592	1.73604	-0.55082	-1.75139	2.23023	-0.29785	-0.53386	0.77419	0.82118	-0.84065	2.10853	1.53694	0.44825	-0.03369	0.27454	-0.15481	0.17945	0.20856	-0.03044
1214	-8.22122	1.24134	-0.55309	1.73288	-0.91418	-0.31492	-19.66054	-0.75482	-1.35661	3.23968	-3.94276	-2.37344	-0.27581	-0.06813	0.03577	0.90201	-0.17667	-0.11809	-25.76863	-2.60117	-4.21598	62.07798	27.70297	-4.93571	5.67050	-1.27094	-2.56956	3.24384	-0.46259	-0.92734	2.42533	0.56848	-1.37494	1.49354	1.86732	0.01397	0.33297	0.23276	-0.30179	0.18126	0.21075	-0.03926
1215	-8.35214	2.21206	-1.14284	-0.39283	2.05851	-0.03875	-16.30869	1.21173	-0.60907	0.13468	7.72964	-0.00363	-0.17283	0.06145	0.08918	1.01517	0.00191	0.05389	-22.32732	18.04230	0.61427	76.30952	19.50977	-1.61617	7.38020	-1.40656	-2.56563	4.52065	-0.57112	-0.81162	2.58344	0.62869	-1.20234	0.20711	1.71253	-0.48233	0.41316	0.11832	-0.21679	0.08978	0.13994	-0.01889
1216	-8.31417	1.89767	-1.15666	-0.91607	3.28610	0.18749	-14.99745	0.70949	-2.40355	7.52227	11.05368	1.53805	-0.08968	0.10125	0.06083	0.64071	0.13264	0.13945	-7.95162	19.70443	-3.94923	70.18369	25.09031	-3.99497	5.19926	-1.25899	-1.03826	5.14860	-1.12582	-0.83362	1.26668	0.00048	-0.15141	0.01134	1.69551	-0.33407	0.13061	-0.15345	0.08140	0.07524	0.05018	0.08846
1217	-7.47960	0.74564	-0.62467	1.60225	1.88644	0.10985	-15.10735	-2.08979	-4.43742	21.72371	2.97170	0.59546	-0.01751	0.02122	0.03361	0.32811	0.15790	0.07800	9.66887	0.71860	-12.07065	47.71515	38.99119	-8.55033	2.65286	-1.43929	0.75052	4.94880	-2.34402	-2.22087	0.65731	-1.36893	0.80022	1.65790	2.93127	0.21890	-0.07261	-0.41018	0.28932	0.27328	0.21148	0.15802
1218	-5.47344	0.22184	-0.26572	3.00177	-0.52171	-0.02111	-12.24232	-3.72171	-4.02528	23.59111	-7.87811	-1.23856	0.13196	-0.03840	0.05404	0.32167	0.10747	-0.01945	12.56864	-18.36936	-12.08689	37.96151	39.69975	-7.53100	2.07550	-1.56850	1.02817	4.54052	-2.90436	-3.89419	1.66527	-2.13515	0.56917	3.94691	4.77477	0.60841	0.03237	-0.39336	0.17580	0.57611	0.62158	0.09755
1219	-3.31279	0.96738	-0.62346	0.66971	-1.07743	0.09277	-5.65580	-2.20663	-1.83139	10.40954	-8.62421	-1.08118	0.34903	-0.01015	0.07348	0.40001	0.06130	-0.02220	2.21571	-16.68648	-3.47756	54.40620	19.52140	1.62457	2.17690	-0.90135	0.02569	3.60082	-1.72940	-2.97014	2.77082	-1.64000	-0.54344	4.63809	4.25331	0.85454	0.17779	-0.13666	-0.11884	0.62302	0.66870	0.01415
1220	-2.72191	2.16478	-1.40078	-1.84945	1.00430	0.30079	-0.84841	1.22597	-0.35575	2.88436	2.05241	1.02896	0.41367	0.03425	0.02852	0.45704	0.05777	0.06921	0.29638	4.25170	2.99935	74.14972	-2.72603	11.44744	2.39094	0.01688	-0.52580	2.11158	0.20315	0.38506	2.68991	-0.95651	-1.16252	3.00882	0.94532	0.97537	0.18568	0.02170	-0.27895	0.29922	0.12842	0.00253
1221	-4.38518	2.85497	-1.93646	-0.83183	2.94065	0.25936	-4.05516	3.63386	-0.73141	10.40422	10.84835	2.13390	0.16148	0.07245	-0.05253	0.66085	0.01679	0.11984	8.12140	21.68199	0.72040	70.14714	-1.34267	11.08082	3.39384	-0.17388	-0.38567	1.82341	1.08396	2.22210	1.62825	-0.69795	-0.68824	0.70375	-1.06871	0.54780	0.10365	-0.03403	-0.16025	-0.07719	-0.24463	-0.01345
1222	-7.54157	2.67640	-1.88051	2.27363	2.42713	-0.04825	-14.25891	1.57878	-2.36279	18.36929	8.82638	0.82689	-0.23468	0.10510	-0.09020	1.02175	-0.07465	0.05081	4.40466	17.76212	-5.84817	48.82336	22.45409	-0.00478	4.13604	-1.47391	-0.51689	3.07986	0.10435	0.58990	0.79526	-0.56189	0.08316	-0.06902	0.39114	-0.11540	0.01337	-0.13322	0.07844	-0.14933	0.00301	-0.05859
1223	-10.29699	1.80737	-1.45171	3.44146	0.63826	-0.34188	-21.72622	-3.98986	-4.02414	15.38477	1.39111	-1.61764	-0.41074	0.06788	-0.08613	1.19368	-0.08719	-0.05918	-11.40803	-0.48560	-10.14282	42.03761	39.44334	-10.69164	3.34518	-2.37560	-0.86953	3.63146	-1.94098	-2.05606	1.52235	-0.72262	0.15984	1.11478	2.45217	-0.08709	0.10321	-0.19809	0.15514	0.08956	0.30048	-0.01830
1224	-10.75121	1.01804	-1.21086	1.62104	-0.19137	-0.45141	-20.94256	-6.59518	-5.16916	9.28518	-2.79402	-3.71754	-0.20243	-0.04594	-0.10284	0.93252	0.02261	-0.10645	-18.02246	-12.36945	-12.76317	64.35738	32.95795	-12.30136	2.10410	-2.19973	-0.52745	2.34068	-3.01280	-2.82472	3.23665	-1.61198	-0.23774	2.75189	2.50247	0.63498	0.37734	-0.31489	0.04359	0.36273	0.18814	0.11441
1225	-8.29269	0.97127	-1.33964	-0.23248	0.70919	-0.37559	-15.20146	-2.88118	-5.36151	10.98870	-0.39596	-3.98495	0.23400	-0.14301	-0.12392	0.46654	0.15509	-0.05352	-6.02958	-5.94171	-14.39182	88.42323	18.39475	-6.83434	2.65669	-2.10227	0.24799	1.07102	-1.95386	-1.26129	4.07298	-2.73117	-0.30770	2.93530	1.09761	1.10982	0.58837	-0.46427	-0.06291	0.36398	-0.09066	0.19033
1226	-4.59118	1.37647	-1.38579	-0.08763	2.64245	-0.09732	-7.67068	2.02373	-3.37494	15.84545	6.70758	-1.24456	0.56844	-0.14811	-0.08986	0.23962	0.23317	0.09103	11.47155	12.78347	-8.88422	76.14925	14.05784	-0.72825	5.50487	-3.00389	-0.08922	2.54752	-0.00787	1.29003	3.36372	-2.71065	-0.15303	0.96565	-0.27832	0.67603	0.58203	-0.43614	-0.10068	0.02739	-0.21298	0.11753
1227	-3.29403	1.29077	-0.90309	-0.05879	3.25969	0.31306	-2.80294	0.34855	0.36230	10.28535	9.75928	2.45220	0.51995	-0.11792	-0.03572	0.38288	0.18267	0.20026	10.36343	19.35824	3.76540	34.62007	19.36157	1.73059	8.09629	-3.83725	-1.66909	6.75620	1.02245	2.55524	1.92760	-1.25257	-0.31220	-0.86362	-0.05469	-0.22175	0.36793	-0.18017	-0.12450	-0.15156	0.00681	-0.01366
1228	-5.93051	0.35023	-0.12987	-1.45020	0.73363	0.56130	-6.66172	-8.02737	2.35922	-2.53653	1.67732	3.34162	0.16589	-0.15865	-0.02276	0.65262	-0.04312	0.10568	-12.54637	-2.93740	10.46873	9.41465	28.41706	-1.54179	7.42615	-3.17606	-2.49216	9.30005	0.47231	0.40593	0.72366	0.10457	-0.56248	0.30663	2.66771	-0.71409	0.02919	0.03231	-0.09940	0.27329	0.61512	-0.08097
1229	-9.17258	-0.39501	0.08844	-1.76806	-2.48936	0.46812	-15.66039	-12.86046	-0.00044	-3.04643	-8.56414	1.65885	-0.09232	-0.22348	-0.01896	0.73964	-0.24051	-0.09352	-25.99656	-28.60374	3.65554	21.55863	38.15012	-8.46795	4.61583	-1.58748	-1.87000	6.72680	-1.19810	-3.80630	0.32033	0.43245	-0.56950	2.99665	5.67526	-0.61375	-0.21626	0.09247	-0.02918	0.80242	1.14224	-0.08831
1230	-8.75420	-0.43955	-0.26320	0.84234	-2.42850	0.17714	-16.77804	-9.15500	-3.85892	13.98337	-7.35734	0.72149	0.03016	-0.25311	0.01226	0.62346	-0.16642	-0.13693	-5.62202	-25.29724	-6.28798	46.85275	39.32602	-11.49320	3.74371	-0.80403	-1.15879	2.44009	-2.43609	-4.82758	0.72138	0.22451	-0.46692	3.22368	4.89619	-0.14983	-0.16210	0.11961	-0.00819	0.63982	0.86000	-0.03847
1231	-5.20027	-0.99940	-0.07918	4.28494	0.42502	-0.11304	-6.03993	-7.28616	-3.97764	28.70421	1.84450	0.99999	0.39161	-0.30456	0.02522	0.58621	0.04222	-0.03033	26.75628	-9.01667	-6.58710	58.21169	25.49140	-7.18308	5.22644	-0.99503	-0.58460	2.02843	-2.24693	-1.40264	1.14102	-0.31705	-0.20382	0.20806	0.90657	0.05083	0.05368	0.06428	-0.01513	-0.16820	-0.02235	-0.00135
1232	-2.96435	-2.61304	1.00981	4.59943	2.37608	-0.30198	2.49308	-15.15051	-0.26510	22.65941	6.26413	0.29348	0.59044	-0.37139	-0.01689	0.69549	0.10275	0.01081	28.91450	-11.82149	0.08835	56.50407	6.38303	-1.43594	5.33961	-1.01017	0.25982	4.12383	-2.10342	1.43622	1.22677	-1.06547	0.15918	-2.69219	-1.92981	-0.22691	0.15421	-0.10941	0.02405	-0.81293	-0.63679	-0.03430
1233	-3.79949	-3.48548	1.79681	1.24709	1.83136	-0.36020	-1.51846	-22.18154	2.95551	4.86249	2.56646	-2.14083	0.46810	-0.33783	-0.05754	0.76032	0.00068	-0.05885	1.14507	-26.73710	2.56809	54.56126	-1.78231	0.18820	3.10268	-1.02841	0.09048	4.08637	-3.00636	0.66828	1.80224	-1.16967	0.00939	-2.48669	-1.80030	-0.39137	0.18041	-0.20628	0.05115	-0.71192	-0.60542	-0.07039
1234	-5.69787	-1.93279	1.16833	-1.76746	-0.22147	-0.30169	-10.15600	-15.28793	3.16225	-2.20697	-5.41689	-4.93931	0.23389	-0.20707	-0.04336	0.75349	-0.11362	-0.10245	-17.03490	-30.07792	-2.25018	49.41705	7.01946	-0.89785	1.76203	-1.66330	-1.61122	4.00544	-2.88532	-1.17368	2.53838	-0.20376	-0.67121	-0.03310	0.41337	-0.35812	0.21045	-0.06255	-0.00244	-0.06327	-0.04807	-0.08990
1235	-5.75751	0.65578	-0.20960	-1.27941	-1.74511	-0.16787	-9.60993	-1.43593	1.54471	6.25687	-12.28384	-6.08064	0.19906	-0.14341	0.01318	0.75502	-0.13910	-0.03288	-4.98221	-22.18013	-7.09280	31.40310	19.26359	0.58514	3.10363	-1.93291	-2.30798	7.72625	-0.30076	-0.76528	1.87474	0.47434	-0.87769	1.84964	2.76741	-0.45001	0.11473	0.14871	-0.08479	0.52789	0.57308	-0.09605
1236	-3.11349	1.51072	-0.86027	1.09004	-1.14883	-0.03281	1.60262	1.74771	0.10880	16.26403	-11.85610	-4.56194	0.37683	-0.21812	0.07392	0.69022	-0.06231	0.09232	19.85920	-15.56604	-5.98029	15.83051	16.93767	6.26717	5.13153	-1.04993	-0.14774	10.79078	2.48091	1.08532	0.40590	-0.76626	-0.14130	1.90765	3.41396	-0.49979	-0.03179	0.05015	-0.11171	0.60375	0.73057	-0.07348
1237	-0.46652	0.10983	-0.42437	1.99540	0.45329	0.02006	10.64462	-8.17430	-0.47086	17.49390	-5.02321	-1.76744	0.48137	-0.34757	0.08714	0.52700	0.02332	0.11650	32.03083	-12.85623	-1.44285	28.41264	5.70666	10.55996	5.95467	-0.05058	2.57026	7.21676	2.69681	1.53731	0.45144	-2.97109	0.64529	1.01614	2.18525	-0.17680	0.05141	-0.37142	-0.05924	0.20228	0.39668	-0.03495
1238	-1.63111	-1.67545	0.24847	1.08663	0.97591	-0.00982	4.32354	-17.54515	-0.76150	13.88981	0.98607	0.28798	0.34784	-0.42974	0.00410	0.45199	0.04199	-0.02171	22.66478	-10.98026	0.45406	61.43154	4.46681	6.41206	5.95537	-0.07807	2.75520	0.13051	0.26004	-0.03114	1.74747	-3.49200	0.69071	0.58474	0.59150	0.34646	0.21453	-0.62513	0.05258	-0.17826	0.00768	-0.00662
1239	-5.70894	-2.20462	0.44702	0.51935	0.39553	-0.07387	-11.76361	-16.40044	-1.33001	14.04480	3.00520	1.03617	0.16985	-0.40296	-0.11774	0.55165	0.04553	-0.18119	6.18887	-8.49763	-2.03155	81.29362	13.75803	-6.81773	5.41692	-0.78458	0.50925	-3.20178	-3.44231	-2.69560	2.14076	-1.50675	0.14309	1.03010	0.21468	0.51822	0.13734	-0.32682	0.13349	-0.17483	-0.13617	-0.00801
1240	-8.11430	-2.50043	0.72506	1.04282	-0.11629	-0.15422	-20.77260	-11.32339	-1.15660	17.38261	3.14968	0.61074	0.17205	-0.34975	-0.16664	0.71619	0.06057	-0.20122	-1.36686	-8.31355	-4.87940	70.36869	21.95750	-20.67817	4.50812	-1.50877	-1.75735	-0.24631	-6.06041	-4.67911	1.36749	0.76575	-0.43757	1.91804	1.26754	0.26632	-0.05196	0.20300	0.07970	0.13696	-0.05670	-0.00652
1241	-7.53959	-3.86515	1.63334	0.93266	-0.07259	-0.16167	-18.98857	-11.85991	0.91138	14.70745	3.16702	-0.48188	0.27069	-0.37554	-0.12140	0.82935	0.02625	-0.09156	-6.44078	-12.01846	-3.06865	41.01646	25.79627	-23.93911	5.03596	-2.31711	-2.39418	5.55774	-4.90664	-3.62437	0.55233	1.10563	-0.57312	2.88047	2.47202	0.28240	-0.12866	0.37681	-0.04006	0.49921	0.09972	0.08204
1242	-5.53708	-4.36689	2.14555	-0.58673	0.72288	-0.00622	-11.27221	-12.40423	3.47483	4.78576	4.56084	-0.65601	0.31790	-0.40638	-0.02780	0.81216	-0.01062	0.04387	-12.51970	-9.47914	4.29417	21.74976	25.57946	-13.72851	7.73721	-2.99009	-1.48455	8.42237	-0.91580	-0.30069	0.82051	-0.45685	-0.26326	3.39857	2.70619	0.84193	0.03026	0.04332	-0.08230	0.62586	0.20643	0.22691
1243	-3.45138	-2.50045	1.46835	-1.78276	1.85928	0.14401	-3.67486	-6.94451	4.45120	-1.58173	6.47759	0.41115	0.36938	-0.39738	0.05654	0.71140	0.00159	0.07884	-10.78746	0.32311	10.91116	30.03554	17.08912	1.05911	9.36673	-2.47930	0.55047	6.16109	1.39139	1.08739	2.07385	-2.67478	0.29607	3.15514	2.50202	1.22938	0.37126	-0.52840	-0.00861	0.46836	0.28557	0.27138
1244	-2.39992	-0.47928	0.56080	-0.79000	2.25114	0.05236	-3.52166	-5.39549	3.91993	4.31176	4.08649	0.46896	0.49482	-0.38104	0.10646	0.65395	0.01044	-0.02076	-0.87057	-4.50032	8.91915	52.15855	-0.17346	9.07200	7.16243	-0.67849	2.50862	2.25229	0.28269	-0.83007	2.98207	-3.86166	0.69202	2.72328	2.69052	0.97124	0.58609	-0.81593	0.07391	0.33282	0.39642	0.17477
1245	-2.87902	-0.32101	0.26248	1.81153	1.73458	-0.18847	-8.60880	-13.96684	2.43627	19.48215	-1.89557	-1.16198	0.53952	-0.31358	0.11849	0.58759	0.01431	-0.10627	13.91443	-27.58974	-0.44153	57.50728	-12.77651	6.46086	4.12479	0.47255	2.12561	0.68471	-1.03910	-2.36847	2.86550	-2.68916	0.33174	2.46934	2.63071	0.48392	0.47473	-0.43468	0.02602	0.36169	0.43570	0.05079
1246	-3.29828	-0.84130	0.08986	3.26643	1.31279	-0.28520	-6.23767	-19.02553	0.02478	31.99880	-2.60067	-2.07285	0.43193	-0.21921	0.08309	0.45068	0.04066	-0.03486	34.24568	-34.01136	-7.54800	35.28449	-5.39875	-2.30769	4.57730	-0.34989	-0.68832	2.05500	0.04810	-0.54327	1.61810	0.17747	-0.45654	2.04774	1.42346	0.32389	0.08912	0.31834	-0.07985	0.35984	0.26884	0.00111
1247	-2.54549	-0.61363	-0.25630	1.88284	1.48751	-0.10118	3.62741	-10.70365	-1.79753	29.72846	4.37526	-0.91910	0.35689	-0.23107	0.00622	0.42358	0.05248	0.15397	44.20642	-7.46821	-5.66903	9.26785	13.64280	-9.14955	7.27731	-1.57411	-2.67336	4.86215	1.59390	2.44256	-0.39708	2.18660	-0.59950	1.42087	-0.04460	0.46429	-0.32846	0.72663	-0.06345	0.24740	0.01253	0.03206
1248	-2.63030	-0.27229	-0.24306	-1.31009	1.50545	0.31746	3.47380	-0.93482	-0.97536	10.66055	10.08694	1.42789	0.38254	-0.33411	-0.07278	0.56727	0.00363	0.28959	17.09205	18.11972	3.70078	8.97184	20.27579	-9.27161	7.97110	-1.30704	-1.48157	7.43753	0.57676	2.47892	-1.52924	1.45046	0.05567	1.09229	0.09318	0.40815	-0.44038	0.47571	0.04151	0.19232	-0.03124	0.07293
1249	-3.65260	-0.71194	0.32576	-3.92550	0.57957	0.76196	-8.61379	-2.18262	1.75336	-9.73528	7.87228	3.71858	0.42943	-0.36474	-0.07603	0.59602	-0.09192	0.23293	-29.52246	13.28694	13.51865	29.55071	8.72382	-3.81872	6.33999	-0.19120	1.37162	8.87307	-1.78480	-0.07588	-0.06098	-1.51504	0.53610	1.03680	1.71615	-0.09179	-0.05533	-0.15939	0.02731	0.21555	0.17649	0.03571
1250	-3.55742	-1.34863	0.80582	-3.67782	-0.83014	0.80332	-14.65643	-8.65751	3.47387	-10.56085	1.34830	4.18671	0.44950	-0.29855	0.00046	0.48915	-0.18123	0.00186	-41.81725	-5.81466	15.86300	40.12645	-5.57007	3.47811	5.88888	-0.18637	2.76229	9.46806	-1.76942	-0.97069	3.08744	-4.31850	0.27664	0.62281	2.61673	-0.69984	0.57282	-0.76375	-0.12677	0.11329	0.34421	-0.10504
1251	-2.78604	-0.93835	0.59120	-0.97758	-0.78769	0.33039	-9.02142	-8.61257	2.79557	6.39419	-0.80354	2.59796	0.45559	-0.25860	0.06870	0.57552	-0.16922	-0.20673	-11.18712	-8.51466	10.24098	32.84755	-10.15901	8.09969	7.83797	-1.90925	1.23238	9.46029	0.45286	0.99397	4.79649	-4.56190	-0.29207	-0.07857	1.69620	-0.88668	0.86389	-1.02961	-0.19286	-0.12873	0.24684	-0.23881
1252	-2.89829	0.64094	-0.16518	1.29773	1.27353	-0.10785	-3.34340	-1.94997	0.55420	20.56942	2.28323	1.18558	0.42111	-0.23607	0.09311	0.75179	0.00822	-0.19979	20.15703	3.56993	3.16669	27.21131	-4.77407	5.78769	8.96861	-3.62548	-2.13310	8.14873	1.00342	2.21611	3.36056	-1.58852	-0.75136	-0.36834	0.40796	-0.57676	0.52418	-0.68661	-0.08119	-0.26200	0.02430	-0.22268
