	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d
2170	-7.72202	-1.70149	0.33557	-0.02889	3.12719	0.00767	-11.93815	-7.22742	-1.79623	20.61860	7.68145	0.37538	-0.00529	-0.26756	0.11774	0.88537	0.27157	0.09154	9.81146	7.13979	-5.80606	44.71560	3.64197	-2.27267	5.30304	3.55268	1.21855	7.42684	1.11213	1.35314	2.54665	-2.26353	0.37243	-0.19606	0.23990	-0.01661	0.11764	-0.28019	-0.13231	-0.06342	-0.11680	0.11780
2171	-9.50981	-2.33237	0.67861	-1.27789	2.31417	-0.12541	-12.96534	-11.75338	-1.01667	13.69720	3.87552	-2.34430	-0.03436	-0.35627	0.16516	0.66162	0.29487	0.08216	-0.11742	-5.86273	-5.40153	56.81218	12.61460	-5.59223	6.90122	3.27210	0.99005	7.22180	-1.12265	-0.56241	2.66448	-1.57252	0.68169	0.63899	1.36732	-0.59208	-0.33232	0.05960	-0.03225	0.25038	0.09032	0.02870
2172	-8.50219	-1.88789	0.46470	-1.31483	0.61362	-0.34859	-3.39548	-13.88370	0.62042	8.80870	1.01041	-3.10394	0.16978	-0.19708	0.08982	0.38713	0.07317	-0.12617	6.90629	-14.59274	-0.40398	60.55471	21.49049	-2.71027	5.04060	2.06188	0.21079	7.55724	-1.85882	-1.58226	3.12014	-0.04368	-0.17650	2.33603	2.64706	-0.69763	-0.47735	0.52557	-0.13862	0.52520	0.23200	-0.00777
2173	-7.47958	-1.24567	0.11007	-0.22301	-0.82029	-0.34507	-2.38718	-14.12472	0.80401	8.98398	-0.84875	-1.32443	0.16975	-0.06255	-0.00745	0.42329	-0.15223	-0.31062	8.57650	-18.77168	2.82301	62.27259	31.11729	3.36394	0.63371	-0.82124	-1.50125	6.94862	-0.86814	-1.16705	2.49964	1.79058	-1.51419	3.17007	2.91990	-0.31783	-0.24736	0.63071	-0.19314	0.43901	0.20732	0.00565
2174	-7.22078	-0.29463	-0.44710	1.29390	-0.57471	-0.04480	-11.58053	-8.87721	-0.29848	9.42459	-0.23965	1.32875	-0.22959	-0.01936	-0.06427	0.82234	-0.11073	-0.20073	-5.16220	-11.90271	3.62002	61.51996	38.31295	3.05847	-0.51927	-3.10387	-3.73543	5.62881	0.34117	-0.84220	-0.01676	2.80784	-1.93599	2.69105	2.84673	-0.32591	0.02770	0.31117	-0.04737	0.11508	0.23759	-0.07752
2175	-6.55444	0.99736	-1.10520	2.26728	0.90292	0.24013	-15.01717	1.14140	-0.32548	9.33227	2.70435	2.60516	-0.67157	0.08261	-0.09636	1.17999	0.08024	0.09576	-12.16444	4.64434	4.72414	47.99043	31.30869	-3.48958	4.40130	-1.72794	-4.55202	4.91149	0.17923	-1.39862	-2.29239	2.16966	-0.91390	1.85479	2.98953	-0.83918	0.14852	-0.06298	0.20398	-0.09621	0.33145	-0.19916
2176	-5.74987	1.45973	-1.28803	1.74106	1.81585	0.23192	-7.58669	5.77348	0.58651	12.30140	4.44443	1.68344	-0.61179	0.19739	-0.10158	0.99059	0.14173	0.22268	2.88454	13.20135	4.57039	28.86382	10.35162	-6.55548	9.98380	2.01395	-3.11121	5.82748	-1.04478	-1.67121	-1.54690	0.71324	0.29072	1.53618	2.86276	-1.00681	0.19141	-0.11518	0.26134	-0.01115	0.28696	-0.14670
2177	-5.62085	0.54764	-0.84294	-0.23778	1.12881	0.06412	0.36343	0.03917	0.45944	14.80484	1.36484	-0.48199	-0.08281	0.15221	-0.06801	0.36950	0.06323	0.09334	20.45120	2.61179	1.66564	20.46449	-3.57158	-1.40692	10.08942	4.12417	-1.19272	8.51306	-1.07530	-0.66949	1.29972	0.02234	0.24345	1.82936	2.40889	-0.58197	0.18792	0.12927	0.02162	0.27315	0.18809	0.03558
2178	-6.46542	-0.93437	-0.06256	-2.07968	-0.29605	0.02673	-0.92073	-8.97179	-0.25253	10.61842	-4.04692	-1.90077	0.26015	-0.03712	-0.02788	0.03768	0.01119	-0.05197	13.93822	-14.97819	-0.39340	22.01474	3.32275	7.00256	4.56689	3.40654	-0.16643	11.11255	1.22745	0.93176	2.71361	0.23528	-0.63909	2.49988	2.25385	-0.10773	0.08091	0.27186	-0.22000	0.52729	0.28641	0.08789
2179	-7.95159	-2.32137	0.97989	-2.26089	-1.03787	0.11393	-8.80849	-14.76516	0.65406	3.47080	-5.99541	-1.57161	0.10485	-0.22171	0.00529	0.30905	0.00841	-0.06590	-9.36802	-23.69607	1.50641	31.17550	19.42011	12.11541	-1.41102	1.87946	0.90782	10.46617	3.42319	1.87153	2.78324	-0.09058	-0.88975	3.51521	2.37571	0.40737	0.15720	0.03237	-0.21349	0.67119	0.48122	0.03482
2180	-7.99500	-3.33678	2.09799	-0.91531	-0.94158	0.09357	-10.58295	-18.08261	3.41975	1.51452	-3.97881	-0.73769	-0.16126	-0.32248	0.05417	0.74996	-0.03294	-0.04786	-17.14474	-24.22289	5.57718	51.12203	25.81473	10.46356	-2.55427	0.71070	2.03374	6.41751	2.61482	1.66761	3.88778	-1.26660	-0.34622	4.74181	2.28851	1.19828	0.62427	-0.40011	-0.04877	0.81026	0.49811	0.11077
2181	-5.97068	-3.22727	2.29323	0.82238	-0.58820	-0.06811	-3.06299	-18.83769	4.91173	5.59829	-1.71209	-0.64462	-0.20688	-0.31376	0.09683	0.91841	-0.09512	-0.07197	-0.27412	-22.84466	7.15390	69.03035	19.69480	1.49855	2.31352	-0.65767	0.62618	3.07242	0.00161	0.78322	5.55065	-1.36591	-0.45723	5.51282	2.13495	1.64246	1.11581	-0.53124	-0.02821	0.95137	0.37926	0.24098
2182	-4.07115	-1.97555	1.24274	1.57267	-0.01207	-0.12300	3.89892	-15.51686	3.06315	10.15516	-1.04700	-0.80923	-0.07725	-0.21656	0.09818	0.76249	-0.06845	-0.05335	19.16918	-20.15630	4.71323	66.32900	12.63299	-11.18448	10.65124	-1.88201	-4.29297	3.10076	-1.14668	0.19372	5.59919	0.74710	-1.96305	5.25511	2.01170	1.32816	1.17996	-0.13346	-0.28207	0.94330	0.25906	0.23583
2183	-4.21768	-0.77932	0.04981	0.51617	0.95420	0.06822	3.27129	-10.66207	0.22756	12.05440	-1.41708	-0.63352	0.02222	-0.10970	0.06205	0.46484	0.07097	0.06487	23.47954	-15.56306	1.06270	47.00024	12.28523	-20.25861	17.57773	-2.07938	-9.18432	4.61965	-0.44815	0.37135	3.89820	3.21740	-3.49390	4.05983	1.50275	0.81923	0.84978	0.38873	-0.53798	0.71101	0.09333	0.16307
2184	-5.92416	-0.42075	-0.34733	-1.09042	1.69530	0.27855	-2.35735	-7.94033	-0.44058	14.25808	-1.66257	-0.39602	0.05653	-0.08137	0.03167	0.30372	0.21396	0.17001	18.09151	-10.05617	-1.23057	32.10308	16.91686	-18.78453	17.46433	-1.57372	-9.31848	5.26658	0.31636	0.75220	2.85240	3.44102	-3.39860	2.37113	0.76286	0.45035	0.57031	0.46329	-0.48635	0.36923	-0.05442	0.10894
2185	-7.68890	-0.55642	-0.18094	-1.19679	1.56235	0.25277	-9.52838	-7.16773	0.25700	17.30009	-0.59393	-0.14853	0.14713	-0.13265	0.05801	0.46102	0.26972	0.14076	9.76210	-5.07602	-2.18741	34.13526	22.59768	-6.27953	8.91351	-0.81373	-4.30603	4.96254	0.24585	0.74112	4.09885	1.45017	-2.04895	0.91819	0.48838	0.14949	0.56823	0.12742	-0.24102	0.12051	-0.03482	0.07300
2186	-8.53912	-0.95165	0.25907	-0.02093	1.03252	0.06569	-18.41827	-7.89977	-0.18667	14.60955	1.53917	0.25766	0.20807	-0.17237	0.12920	0.79472	0.22546	0.01945	-8.23566	-5.45550	-2.60210	48.01846	26.41340	8.56895	-1.59097	0.37895	1.10759	4.16995	-1.12157	0.01451	5.98396	-0.23463	-1.16602	0.05602	0.89559	-0.18740	0.55521	-0.04530	-0.13866	-0.04326	0.05292	0.06419
2187	-8.49342	-1.82823	1.11806	0.77441	0.97080	-0.07985	-28.22017	-11.53140	-1.53320	5.19016	3.64578	0.61441	0.04930	-0.14764	0.15510	0.97864	0.08139	-0.07669	-35.20260	-12.93159	-2.95143	60.75517	28.53413	16.12040	-5.22251	1.47262	2.39947	3.29976	-3.17977	-1.03967	6.17560	-0.06824	-1.37490	-0.83483	1.21866	-0.66353	0.30498	0.19967	-0.24563	-0.32674	-0.01226	0.03336
2188	-8.65589	-2.56646	1.76226	0.59438	1.20784	-0.08471	-34.78236	-15.14337	-2.27336	-0.87491	4.93413	0.90975	-0.19894	-0.10475	0.08191	0.85516	-0.08799	-0.08033	-51.85396	-17.35701	-3.54730	63.53091	29.74173	17.03262	-0.75640	1.25054	0.24108	4.27296	-2.68526	-0.56131	4.98791	0.69193	-1.65707	-1.77943	0.47773	-0.89141	0.08578	0.44180	-0.32435	-0.58583	-0.21017	-0.03988
2189	-9.53400	-2.01753	1.10856	-0.28134	1.26311	0.09061	-34.52034	-12.84299	-2.82640	2.79911	4.94709	1.50179	-0.21463	-0.08840	-0.01101	0.53502	-0.11050	0.01606	-44.93554	-9.18241	-4.53055	56.01805	23.62941	17.21388	4.92221	-0.27016	-1.11985	7.91467	1.43298	1.67516	4.16054	0.06264	-0.94841	-1.74952	-0.51457	-0.71670	0.24994	0.17165	-0.16424	-0.45531	-0.22053	-0.12854
2190	-9.03808	-0.09329	-0.70833	-1.25546	1.43421	0.31363	-26.19203	-4.02597	-4.05932	10.46649	4.15410	1.94176	0.08881	-0.06104	-0.01721	0.27702	0.05380	0.14375	-22.33932	6.58486	-5.78329	45.07674	6.09522	13.72433	6.00044	-1.29349	0.14560	10.05200	3.80968	2.48068	3.75251	-1.73252	0.44816	-0.36522	-0.02114	-0.62157	0.64859	-0.48244	0.15154	0.00330	0.08964	-0.19622
2191	-5.77418	2.10150	-2.43873	-1.12403	1.73263	0.23105	-14.27790	4.73796	-5.28989	15.03186	3.18334	0.71159	0.45777	0.05282	0.02388	0.30914	0.18801	0.16737	-1.40793	15.40644	-8.34900	37.59166	-9.08546	-0.42335	3.51720	-0.52206	1.43138	6.08846	0.04367	0.34979	2.48037	-2.30361	1.10633	1.55303	1.20455	-0.34748	0.83326	-0.85596	0.32978	0.41967	0.30179	-0.10843
2192	-2.30165	3.42523	-3.16311	0.75859	1.15641	-0.28349	-8.07767	7.29311	-5.45305	16.45139	1.33756	-2.37380	0.56376	0.26144	-0.00307	0.61398	0.07274	0.00076	7.13436	10.03651	-12.52001	37.71056	-6.68910	-17.17489	1.67979	0.96433	0.42714	-1.33557	-5.62645	-1.94208	0.86690	-0.63463	0.33483	2.68975	1.12055	0.55194	0.68440	-0.59598	0.21072	0.52277	0.09540	0.14180
2193	-1.83832	3.41720	-2.85265	3.39615	-0.24024	-0.74960	-9.56992	4.84036	-4.18025	17.41870	-1.00571	-4.32140	0.35001	0.41218	-0.08258	0.96636	-0.15056	-0.20731	7.23929	0.96553	-13.01672	46.61530	5.79823	-15.80566	1.14526	1.53435	-0.62220	-4.44152	-6.04565	-1.99117	1.26562	0.78612	-0.69056	2.16023	0.29157	0.99405	0.40818	-0.04679	-0.03988	0.21765	-0.16364	0.20432
2194	-4.91356	2.24181	-1.95575	4.04034	-1.15451	-0.56201	-14.55849	0.76058	-2.43667	14.61253	-3.27064	-2.76978	-0.01489	0.33440	-0.11439	1.11416	-0.16904	-0.21809	-0.09683	-3.49730	-6.21498	55.40590	13.49857	7.24422	0.52437	1.34676	1.16033	0.36521	-0.01148	-0.15485	3.36383	-0.50123	-0.44803	0.25927	0.40429	-0.06712	0.08676	0.22001	-0.12849	-0.30771	-0.04905	-0.11714
2195	-8.80457	0.45434	-0.88537	0.99319	-0.90637	0.13250	-21.76263	-5.02794	-1.98371	4.27377	-5.50182	0.08504	-0.32421	0.04529	-0.09664	0.94248	0.00300	-0.05279	-21.05025	-9.97769	0.67556	53.52392	19.30321	24.30002	0.76471	0.90289	2.99479	6.72178	6.17514	1.61373	3.25511	-2.30465	0.58691	-1.75670	0.93829	-1.57930	-0.26238	0.10070	-0.01757	-0.64985	0.21470	-0.45869
2196	-8.85687	-0.53421	-0.35948	-2.51567	0.77161	0.51709	-26.68704	-8.87648	-3.32573	-2.35537	-3.38525	1.13376	-0.33655	-0.21748	-0.08937	0.64725	0.12337	0.09014	-36.62310	-12.86903	-1.11209	46.98951	30.59196	10.93540	2.54500	0.22928	0.76857	5.35266	4.45518	0.50299	-0.71358	-0.85244	0.76471	-2.38003	1.09591	-1.97256	-0.49473	0.01360	0.12556	-0.59499	0.21352	-0.41969
2197	-3.95428	0.22431	-0.84199	-2.25575	2.46682	0.21803	-20.04810	-4.84362	-4.68869	7.47305	2.76115	0.02517	0.03407	-0.24742	-0.07673	0.47324	0.09121	0.10180	-16.32654	-1.20412	-8.74652	45.77979	38.05969	-14.71676	3.72696	0.27332	-2.85793	-2.06170	-4.16691	-3.24613	-4.19996	2.45748	-0.03245	-1.15987	1.41900	-1.29585	-0.52206	0.23149	0.14514	-0.30451	0.01058	-0.11478
2198	0.23231	1.24555	-1.38396	0.91917	1.78563	-0.25831	-5.16581	2.77607	-4.12503	24.34975	3.27843	-1.83526	0.46739	-0.13019	-0.01625	0.41961	0.00372	0.03162	24.79031	10.00634	-12.81017	50.31023	33.11249	-16.88000	2.09222	1.36737	-2.61167	-4.55056	-8.94011	-5.12342	-2.05473	3.04664	-0.76411	0.64919	2.19584	-0.71358	-0.20694	0.52545	-0.02493	0.01779	0.05650	0.03419
2199	-1.68106	0.97026	-1.09737	2.39691	-0.71115	-0.31767	0.80824	5.10022	-2.45870	26.27968	-4.16045	-2.72273	0.53915	-0.04974	0.05452	0.37985	-0.04411	-0.03769	34.88606	3.09575	-9.69396	57.70683	24.93260	3.26810	0.07401	1.64932	0.80931	1.31382	-4.75818	-2.76384	2.90302	-0.06478	-0.67502	1.55304	2.72123	-0.68253	0.19218	0.37941	-0.20063	0.22243	0.40152	-0.08644
2200	-6.85803	0.39457	-0.69607	1.19942	-1.85248	-0.03099	-7.33398	2.54798	-1.97775	13.19531	-9.34968	-1.77200	0.29332	0.00484	0.07723	0.41461	-0.02592	-0.07266	5.73501	-10.01123	-4.10092	65.07044	18.53912	15.25220	0.72267	0.13142	2.56845	6.70356	1.23542	0.58176	4.25773	-3.14782	0.00051	1.53213	2.29727	-0.49617	0.24759	-0.23478	-0.20412	0.20213	0.51412	-0.16624
2201	-9.20001	0.62887	-0.80658	0.52681	-0.03011	0.20782	-17.83016	-0.79165	-2.77805	5.72591	-5.09763	0.33799	0.03016	0.11308	0.04673	0.60704	0.09534	-0.01348	-19.87211	-11.09019	-1.61658	69.22868	5.92894	8.56798	2.49150	-1.11174	1.35280	5.69805	2.08675	1.14923	1.41194	-3.04077	0.49987	1.41085	1.61860	-0.01710	-0.05950	-0.64204	-0.02793	0.03938	0.23988	-0.05633
2202	-7.73323	0.93047	-0.89537	1.21022	2.74734	0.29001	-21.58239	-4.59532	-3.02786	9.28651	3.36105	2.04120	-0.17594	0.19424	-0.01832	0.80648	0.26162	0.13709	-20.78601	-3.42649	-2.05750	63.24872	-8.48154	-0.34558	1.74812	-0.76506	-0.74640	3.39279	-0.02177	-0.04032	-2.13761	-0.04293	0.43424	1.48708	1.57975	0.08726	-0.64338	-0.27494	0.23217	-0.02222	0.02235	0.04586
2203	-5.98156	0.54300	-0.65026	1.56538	3.14822	0.23719	-20.09390	-6.70364	-2.28643	12.03774	6.29038	1.98226	-0.33536	0.07497	-0.08981	0.84740	0.28534	0.20397	-13.81676	2.26142	-2.66116	42.52185	-6.79448	-0.97757	-0.89383	-0.74062	-2.45318	4.50211	-0.49660	-0.11461	-3.02365	3.06647	-0.14744	1.89344	1.77706	-0.03674	-1.01595	0.55325	0.34587	0.18703	0.10534	0.03624
2204	-7.81661	-0.15437	-0.51281	1.20975	0.56208	0.03605	-21.33489	-4.66161	-2.22249	10.24107	1.30022	0.32239	-0.46154	-0.22274	-0.14478	0.79944	0.10167	0.05631	-15.68406	2.93748	-3.88790	16.85238	14.81082	-0.24746	-1.88530	-2.57536	-2.88608	5.56758	0.40848	0.94549	-1.70718	3.09722	-0.33698	2.74154	1.44527	0.41789	-0.91391	0.79264	0.27541	0.51736	0.26163	0.04963
2205	-13.32188	-0.49034	-0.76075	0.57575	-2.09738	-0.12912	-28.81012	-2.17251	-3.77293	9.55050	-5.59736	-1.11159	-0.58351	-0.41679	-0.17772	0.72082	-0.10132	-0.16444	-24.20438	-2.44838	-6.71164	10.76183	40.08540	-1.24323	-0.63676	-3.40158	-1.03161	3.65788	0.19871	1.34101	-0.35743	0.06048	0.33513	3.45833	0.88101	1.27354	-0.55690	0.10734	0.19097	0.68584	0.26272	0.17854
2206	-17.50368	-0.37294	-1.03507	0.23272	-2.29207	-0.10566	-34.05451	-3.11847	-5.14199	12.80732	-8.38730	-1.19074	-0.61818	-0.34045	-0.19213	0.58509	-0.15260	-0.24629	-24.12956	-12.19145	-8.96005	36.59668	48.73306	2.83229	2.06270	0.04775	2.09351	2.18319	-1.45172	0.32042	1.27939	-2.76146	0.81569	2.79932	1.10962	1.08430	0.01370	-0.61971	0.10391	0.51032	0.18652	0.23765
2207	-16.41708	-0.21837	-0.85688	0.70917	-0.38274	-0.06564	-29.04896	-4.80744	-3.94233	17.71245	-4.99898	-0.57063	-0.53101	-0.14008	-0.19023	0.49799	-0.10911	-0.18156	-8.02773	-15.55604	-8.05197	74.39046	32.05164	13.05934	4.99375	5.48886	4.37080	3.55743	-2.40385	-0.98959	3.22714	-3.37281	0.57198	1.32721	2.13166	-0.23503	0.55163	-0.70915	-0.02737	0.18992	0.21349	0.09339
2208	-11.70634	-0.17360	-0.32698	1.36090	2.03484	-0.11689	-16.99706	-4.39908	-0.70848	19.28613	2.69729	-0.01828	-0.38396	0.01527	-0.14108	0.53280	-0.03694	-0.05905	11.71304	-7.68234	-3.67929	91.63020	3.97889	21.23785	5.27071	7.93344	5.39896	5.13387	-0.68991	-0.83876	4.96749	-3.16733	0.31594	1.31462	2.64262	-0.77770	0.78519	-0.42632	-0.12935	0.15996	0.34711	-0.07684
2209	-6.88453	-0.10849	0.09851	1.57350	3.29165	-0.17179	-6.63010	-4.57238	1.64288	15.34097	7.62008	-0.21592	-0.14857	0.08665	-0.01605	0.60519	0.07700	0.05307	17.79684	-2.70343	0.85276	73.32806	-7.42727	15.24970	2.23453	5.05390	4.68446	4.25273	1.97663	0.64363	5.39057	-2.98974	0.35379	2.78566	1.81658	0.18864	0.72240	-0.19430	-0.14698	0.41674	0.40266	-0.09098
2210	-3.79295	-0.33268	0.39273	1.48452	1.85474	-0.25871	-6.03897	-7.81688	1.76746	9.20399	2.14845	-2.41125	0.18406	0.01955	0.10495	0.65911	0.11844	0.05129	3.69156	-14.67086	-0.24366	35.69313	7.86871	-9.48072	-0.39292	-1.27123	0.60552	0.99980	1.37177	1.07804	2.58117	-1.08802	0.02819	3.86937	0.49733	1.40663	0.38793	0.01169	-0.11787	0.59835	0.21027	0.06503
2211	-2.81724	-0.97685	0.66642	0.97742	-1.13159	-0.34461	-14.08454	-10.46874	1.00594	6.64664	-9.45445	-5.50983	0.45299	-0.19392	0.09508	0.62126	0.01280	-0.03335	-16.78367	-30.72417	-6.27339	10.69359	27.25195	-33.56678	0.94889	-5.73846	-4.82876	-2.04774	-2.71805	-0.69228	-1.74032	2.20988	-0.86111	3.73115	0.27577	1.60701	-0.06183	0.27109	-0.09311	0.52207	-0.10227	0.25953
2212	-3.25651	-1.13206	0.50077	-0.37487	-2.02155	-0.13762	-17.78887	-7.27062	0.41697	9.42033	-12.74922	-5.31153	0.51661	-0.38362	-0.02657	0.37176	-0.06376	0.00520	-19.50632	-23.94723	-7.67352	11.75172	24.72906	-28.08484	4.84835	-4.62076	-5.83654	-0.87392	-5.31033	-2.43011	-2.57273	3.01354	-1.16501	2.58179	1.51753	0.61850	-0.27170	0.26840	-0.00890	0.28043	-0.17809	0.29621
2213	-3.78729	-0.40902	-0.20209	-1.82128	0.60807	0.40009	-10.05422	-2.19962	-0.32125	13.36541	-2.78748	-0.42834	0.45627	-0.39436	-0.10744	0.14881	0.05256	0.19620	-1.18056	2.51077	-0.06830	30.07650	4.16153	4.29966	6.48198	-0.34993	-1.17473	4.41986	-3.63747	-1.86312	1.30606	-0.06719	-0.16620	1.37292	2.82810	-0.51395	-0.04105	-0.15831	0.16953	0.13498	0.08974	0.15475
2214	-3.66625	0.05325	-0.63133	-1.26745	3.95856	0.72741	0.80285	-5.44152	-0.84821	15.02877	8.83915	4.58859	0.43729	-0.25412	-0.06593	0.40346	0.26532	0.29291	18.92582	13.02731	8.56244	51.63226	-9.71586	28.06393	4.44785	2.43415	2.98471	8.19247	-0.54172	0.21283	5.45976	-2.80056	0.55629	0.82998	2.58193	-0.74223	0.43046	-0.45730	0.20114	0.16228	0.36976	-0.01791
2215	-3.71604	-0.71218	-0.13136	1.68099	4.74902	0.43084	2.81922	-16.82911	0.13022	15.20068	11.52261	5.24516	0.41951	-0.11002	0.01073	1.00580	0.35474	0.16053	23.62588	-6.77620	9.98031	63.53904	-2.41759	22.05564	1.95540	2.42963	1.52857	6.97487	0.85855	1.57081	6.41317	-1.51920	-0.80156	0.65282	0.96987	-0.30979	0.83590	-0.13749	-0.17921	0.15451	0.36160	-0.14549
2216	-4.40290	-1.89270	0.82598	3.83991	3.08338	-0.10097	-3.99518	-22.35922	2.51791	13.88117	8.92414	2.97778	0.32695	-0.09404	0.02218	1.29438	0.22969	-0.02977	12.47135	-24.72260	7.09373	62.68441	16.75464	3.75166	1.33498	0.93885	-1.94046	3.49733	0.47060	1.12010	5.65111	0.72072	-2.56890	0.69956	0.04806	-0.09015	1.07144	0.21586	-0.60547	0.04896	0.22805	-0.23279
2217	-4.81617	-1.76125	1.09097	2.36740	1.00105	-0.25082	-9.05202	-12.88654	3.90303	8.73872	7.03218	1.34109	0.26585	-0.17537	0.00919	1.02914	-0.01887	-0.10448	-2.27452	-13.02555	6.42852	56.57183	28.32243	-1.74739	2.63158	-0.72708	-1.04223	1.55083	-0.74375	-0.55654	6.03896	-0.87545	-1.63155	0.60146	0.85337	-0.51612	1.19974	-0.18203	-0.38935	-0.10026	0.21501	-0.27996
2218	-5.28198	-0.60725	0.54517	-1.43976	-0.60337	0.02763	-10.12501	0.02532	2.93888	-0.91930	2.72940	0.26158	0.24479	-0.24732	0.00708	0.61245	-0.21009	-0.08279	-16.26635	5.49673	6.99344	46.96489	26.00939	2.73663	5.09283	-1.81453	2.44211	1.58433	-2.25044	-1.96618	6.64514	-4.06633	0.99416	-0.14254	1.92069	-1.13645	1.07556	-0.75199	0.19100	-0.23703	0.21607	-0.24705
2219	-6.27430	-0.36364	0.19819	-3.19352	-1.76664	0.20249	-14.44111	-0.05740	1.39425	-7.28018	-6.37876	-1.95396	0.19603	-0.28634	-0.03777	0.48857	-0.24726	-0.08835	-29.30853	-3.64858	3.36652	34.62495	19.26329	0.28338	6.14980	-1.80794	2.15100	2.14277	-3.27726	-1.92948	5.05552	-3.28390	1.36707	-0.55724	1.76664	-1.02583	0.60176	-0.44194	0.25394	-0.18618	0.10019	-0.09018
2220	-6.85366	-0.95889	0.21258	-0.41111	-1.83105	-0.08673	-22.79858	-9.44624	0.19017	0.80767	-13.18622	-4.32252	0.20356	-0.28077	-0.11040	0.72266	-0.15682	-0.16741	-29.49977	-29.59307	-5.67279	28.33180	16.05830	-9.94700	4.86326	-0.97882	-2.34930	2.05975	-3.04222	-0.65173	1.98111	1.04042	-1.13350	0.15658	0.65608	-0.08405	0.05873	0.38697	-0.19352	0.00913	-0.05066	0.09134
