	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
45	0.33785	0.17411	0.00729	0.24203	0.67877	0.01097	0.29141	0.15989	0.01376	0.21775	0.63648	0.01583	0.30520	0.13915	0.02109	0.20138	0.65348	0.02375	0.12118	0.08362	0.02133	0.10473	0.48231	0.01144
46	0.33769	0.17404	0.00714	0.24176	0.67868	0.01078	0.29125	0.15979	0.01363	0.21750	0.63635	0.01530	0.30508	0.13905	0.02092	0.20112	0.65337	0.02313	0.12109	0.08341	0.02162	0.10459	0.48207	0.01172
47	0.33752	0.17411	0.00706	0.24146	0.67869	0.01061	0.29111	0.15979	0.01353	0.21725	0.63628	0.01464	0.30498	0.13906	0.02076	0.20088	0.65331	0.02246	0.12108	0.08314	0.02176	0.10448	0.48189	0.01210
48	0.33739	0.17418	0.00699	0.24141	0.67888	0.01054	0.29100	0.15980	0.01349	0.21725	0.63641	0.01421	0.30490	0.13908	0.02069	0.20091	0.65344	0.02210	0.12105	0.08297	0.02167	0.10454	0.48197	0.01235
49	0.33736	0.17410	0.00694	0.24172	0.67917	0.01056	0.29099	0.15973	0.01358	0.21753	0.63671	0.01420	0.30486	0.13899	0.02078	0.20123	0.65374	0.02219	0.12099	0.08295	0.02138	0.10467	0.48238	0.01235
50	0.33742	0.17390	0.00688	0.24212	0.67945	0.01048	0.29107	0.15958	0.01376	0.21787	0.63706	0.01447	0.30491	0.13882	0.02098	0.20160	0.65409	0.02251	0.12098	0.08297	0.02111	0.10477	0.48291	0.01217
51	0.33757	0.17372	0.00684	0.24238	0.67960	0.01019	0.29123	0.15943	0.01387	0.21810	0.63728	0.01465	0.30505	0.13865	0.02106	0.20182	0.65431	0.02267	0.12106	0.08300	0.02107	0.10490	0.48320	0.01199
52	0.33776	0.17361	0.00681	0.24253	0.67956	0.00970	0.29140	0.15937	0.01378	0.21827	0.63727	0.01451	0.30521	0.13855	0.02087	0.20196	0.65431	0.02243	0.12116	0.08311	0.02129	0.10520	0.48309	0.01194
53	0.33789	0.17356	0.00680	0.24273	0.67942	0.00918	0.29147	0.15936	0.01347	0.21850	0.63711	0.01403	0.30529	0.13851	0.02047	0.20215	0.65418	0.02180	0.12116	0.08331	0.02161	0.10561	0.48279	0.01203
54	0.33795	0.17348	0.00682	0.24310	0.67925	0.00876	0.29145	0.15934	0.01306	0.21886	0.63693	0.01342	0.30527	0.13850	0.02008	0.20251	0.65404	0.02109	0.12110	0.08347	0.02182	0.10594	0.48263	0.01214
55	0.33798	0.17335	0.00689	0.24368	0.67906	0.00847	0.29142	0.15926	0.01271	0.21934	0.63677	0.01294	0.30523	0.13846	0.01985	0.20304	0.65394	0.02062	0.12105	0.08347	0.02185	0.10603	0.48275	0.01212
56	0.33801	0.17322	0.00699	0.24429	0.67887	0.00826	0.29140	0.15914	0.01246	0.21982	0.63665	0.01267	0.30521	0.13838	0.01974	0.20361	0.65386	0.02045	0.12104	0.08335	0.02177	0.10594	0.48305	0.01194
57	0.33808	0.17314	0.00705	0.24468	0.67881	0.00814	0.29144	0.15904	0.01227	0.22012	0.63663	0.01248	0.30526	0.13833	0.01963	0.20399	0.65385	0.02037	0.12114	0.08315	0.02175	0.10591	0.48328	0.01174
58	0.33820	0.17322	0.00696	0.24470	0.67892	0.00808	0.29157	0.15907	0.01207	0.22018	0.63670	0.01222	0.30542	0.13837	0.01942	0.20406	0.65390	0.02018	0.12137	0.08297	0.02187	0.10609	0.48326	0.01165
59	0.33830	0.17349	0.00676	0.24450	0.67909	0.00806	0.29170	0.15925	0.01188	0.22011	0.63677	0.01194	0.30561	0.13857	0.01917	0.20395	0.65393	0.01993	0.12166	0.08287	0.02208	0.10642	0.48303	0.01165
60	0.33825	0.17389	0.00660	0.24430	0.67919	0.00808	0.29168	0.15955	0.01174	0.22001	0.63679	0.01172	0.30565	0.13890	0.01900	0.20384	0.65391	0.01975	0.12182	0.08281	0.02231	0.10670	0.48277	0.01168
61	0.33804	0.17421	0.00667	0.24413	0.67922	0.00813	0.29148	0.15981	0.01173	0.21991	0.63677	0.01159	0.30549	0.13921	0.01908	0.20374	0.65386	0.01970	0.12176	0.08279	0.02258	0.10681	0.48260	0.01173
62	0.33782	0.17427	0.00697	0.24403	0.67922	0.00822	0.29124	0.15989	0.01188	0.21984	0.63674	0.01154	0.30524	0.13936	0.01943	0.20369	0.65381	0.01974	0.12154	0.08287	0.02292	0.10676	0.48255	0.01181
63	0.33772	0.17409	0.00733	0.24411	0.67917	0.00838	0.29110	0.15979	0.01211	0.21987	0.63670	0.01158	0.30505	0.13930	0.01984	0.20377	0.65377	0.01986	0.12127	0.08308	0.02330	0.10662	0.48264	0.01186
64	0.33770	0.17383	0.00751	0.24440	0.67907	0.00854	0.29104	0.15966	0.01232	0.22007	0.63666	0.01176	0.30494	0.13915	0.02012	0.20401	0.65375	0.02010	0.12102	0.08338	0.02360	0.10646	0.48287	0.01188
65	0.33768	0.17371	0.00743	0.24477	0.67893	0.00852	0.29102	0.15963	0.01248	0.22033	0.63660	0.01198	0.30489	0.13910	0.02028	0.20432	0.65373	0.02034	0.12087	0.08364	0.02380	0.10632	0.48310	0.01195
66	0.33764	0.17383	0.00723	0.24507	0.67874	0.00830	0.29101	0.15974	0.01251	0.22055	0.63648	0.01195	0.30488	0.13922	0.02030	0.20457	0.65365	0.02026	0.12089	0.08369	0.02395	0.10622	0.48321	0.01219
67	0.33763	0.17407	0.00715	0.24526	0.67853	0.00801	0.29102	0.15989	0.01235	0.22068	0.63629	0.01151	0.30493	0.13943	0.02022	0.20473	0.65352	0.01974	0.12105	0.08354	0.02404	0.10617	0.48316	0.01254
