	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.00000	0.00000	-2.07776	0.00000	0.00000	2.28521
2	0.00000	0.00000	-2.08159	0.00000	0.00000	2.28764
3	0.00000	0.00000	-2.08541	0.00000	0.00000	2.29006
4	0.00000	0.00000	-2.08924	0.00000	0.00000	2.29247
5	0.00000	0.00000	-2.09308	0.00000	0.00000	2.29486
6	0.00000	0.00000	-2.09692	0.00000	0.00000	2.29721
7	0.00000	0.00000	-2.10078	0.00000	0.00000	2.29953
8	0.00000	0.00000	-2.10465	0.00000	0.00000	2.30181
9	0.00000	0.00000	-2.10854	0.00000	0.00000	2.30403
10	0.00000	0.00000	-2.11245	0.00000	0.00000	2.30620
11	0.00000	0.00000	-2.11638	0.00000	0.00000	2.30830
12	0.00000	0.00000	-2.12033	0.00000	0.00000	2.31033
13	0.00000	0.00000	-2.12430	0.00000	0.00000	2.31228
14	0.00000	0.00000	-2.12829	0.00000	0.00000	2.31417
15	0.00000	0.00000	-2.13229	0.00000	0.00000	2.31599
16	0.00000	0.00000	-2.13630	0.00000	0.00000	2.31774
17	0.00000	0.00000	-2.14031	0.00000	0.00000	2.31942
18	0.00000	0.00000	-2.14433	0.00000	0.00000	2.32103
19	0.00000	0.00000	-2.14835	0.00000	0.00000	2.32257
20	0.00000	0.00000	-2.15236	0.00000	0.00000	2.32403
21	0.00000	0.00000	-2.15637	0.00000	0.00000	2.32543
22	0.00000	0.00000	-2.16038	0.00000	0.00000	2.32676
23	0.00000	0.00000	-2.16437	0.00000	0.00000	2.32801
24	0.00000	0.00000	-2.16836	0.00000	0.00000	2.32919
25	0.00000	0.00000	-2.17233	0.00000	0.00000	2.33029
26	0.00000	0.00000	-2.17629	0.00000	0.00000	2.33131
27	0.00000	0.00000	-2.18024	0.00000	0.00000	2.33226
28	0.00000	0.00000	-2.18417	0.00000	0.00000	2.33312
29	0.00000	0.00000	-2.18809	0.00000	0.00000	2.33390
30	0.00000	0.00000	-2.19198	0.00000	0.00000	2.33460
31	0.00000	0.00000	-2.19586	0.00000	0.00000	2.33522
