	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d
	L_TO_ANGLE	L_TO_ANGLE	L_TO_ANGLE	R_TO_ANGLE	R_TO_ANGLE	R_TO_ANGLE	L_FT_ANGLE	L_FT_ANGLE	L_FT_ANGLE	R_FT_ANGLE	R_FT_ANGLE	R_FT_ANGLE	L_FT_SHADOW_ANGLE	L_FT_SHADOW_ANGLE	L_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	L_SK_ANGLE	L_SK_ANGLE	L_SK_ANGLE	R_SK_ANGLE	R_SK_ANGLE	R_SK_ANGLE	L_TH_ANGLE	L_TH_ANGLE	L_TH_ANGLE	R_TH_ANGLE	R_TH_ANGLE	R_TH_ANGLE	PELVIS_ANGLE	PELVIS_ANGLE	PELVIS_ANGLE	TRUNK_ANGLE	TRUNK_ANGLE	TRUNK_ANGLE	HEAD_ANGLE	HEAD_ANGLE	HEAD_ANGLE	HEAD_SHADOW_ANGLE	HEAD_SHADOW_ANGLE	HEAD_SHADOW_ANGLE	L_AR_ANGLE	L_AR_ANGLE	L_AR_ANGLE	R_AR_ANGLE	R_AR_ANGLE	R_AR_ANGLE	L_FA_ANGLE	L_FA_ANGLE	L_FA_ANGLE	R_FA_ANGLE	R_FA_ANGLE	R_FA_ANGLE	L_HA_ANGLE	L_HA_ANGLE	L_HA_ANGLE	R_HA_ANGLE	R_HA_ANGLE	R_HA_ANGLE
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-6.12873	0.54957	-29.41550	-1.12374	6.09671	-72.36285	1.66945	-3.83324	-29.19156	0.63746	0.54675	-72.46502	1.66945	-3.83324	-29.19156	0.63746	0.54675	-72.46502	8.97649	1.42548	-38.26899	-8.55010	8.05653	-58.09887	12.05594	-0.09613	-38.32581	-8.04606	5.54248	-58.13955	-6.36930	6.42577	-43.31500	2.73513	-1.60032	-36.41822	15.36626	-8.93848	-34.55619	-3.54137	4.41012	-35.31517	30.10888	5.06407	-68.48665	8.92374	-18.68968	-4.07606	163.23558	-62.49276	-45.63877	115.02850	1.25175	106.13557	150.94041	-54.83838	-56.16253	134.85384	-7.62728	109.31205
2	-6.36025	0.87807	-29.55314	-1.08030	5.77261	-72.40097	1.92796	-3.80898	-29.34063	0.52988	0.68846	-72.49181	1.92796	-3.80898	-29.34063	0.52988	0.68846	-72.49181	9.02120	1.38957	-38.42913	-8.55504	7.95728	-58.45068	12.04897	-0.07414	-38.48500	-7.94702	5.56552	-58.50705	-6.34941	6.36149	-43.48108	2.76706	-1.64551	-36.54819	15.14072	-8.93979	-34.56512	-3.76485	4.41174	-35.32396	30.31222	5.71348	-67.73698	8.98076	-18.70783	-5.16229	160.99304	-62.57788	-46.88776	114.51935	-0.04446	107.07928	147.57986	-55.47167	-58.31215	132.92747	-9.96039	110.59103
3	-5.96807	1.06765	-29.66874	-0.98945	5.56354	-72.37201	2.26670	-3.61419	-29.48529	0.51627	0.81863	-72.45590	2.26670	-3.61419	-29.48529	0.51627	0.81863	-72.45590	9.04134	1.32249	-38.49416	-8.53729	7.87245	-58.69860	12.05795	-0.04130	-38.55053	-7.87866	5.57624	-58.76303	-6.32208	6.27060	-43.66156	2.73100	-1.67978	-36.64270	14.98873	-8.87556	-34.61271	-3.90763	4.48774	-35.34771	30.82334	6.12818	-67.09051	9.10432	-18.84242	-6.22699	159.27742	-62.61588	-48.17404	114.18704	-1.28046	108.32739	144.91756	-55.78233	-60.37047	131.28363	-12.16489	112.06647
4	-5.20238	1.12147	-29.71504	-0.90066	5.49658	-72.26165	2.55442	-3.29943	-29.56728	0.57864	0.86619	-72.34382	2.55442	-3.29943	-29.56728	0.57864	0.86619	-72.34382	9.02418	1.27984	-38.38976	-8.50889	7.84034	-58.91719	12.07498	-0.04548	-38.44650	-7.85493	5.55565	-58.98109	-6.28017	6.18677	-43.82259	2.68054	-1.69558	-36.65699	14.89898	-8.73453	-34.69873	-3.98143	4.64869	-35.38259	31.63966	6.40100	-66.39357	9.22536	-19.06603	-7.34514	157.95398	-62.50949	-49.49624	113.99081	-2.51488	109.06077	142.91515	-56.07869	-62.23447	129.87477	-13.52551	112.81657
5	-4.79906	1.22379	-29.67702	-0.83019	5.61418	-72.12572	2.69527	-3.04312	-29.55778	0.71204	0.82549	-72.21243	2.69526	-3.04312	-29.55778	0.71204	0.82549	-72.21243	9.00865	1.29077	-38.22522	-8.50010	7.85269	-59.16898	12.08822	-0.10302	-38.28016	-7.84706	5.50669	-59.23179	-6.27485	6.19053	-43.91803	2.68782	-1.71233	-36.58904	14.79694	-8.57601	-34.76041	-4.07365	4.81842	-35.38903	32.66294	6.68347	-65.60301	9.35619	-19.43442	-8.41436	156.95470	-62.23995	-50.50065	113.87194	-3.64118	109.48402	141.00978	-56.23764	-63.94349	128.48166	-13.69506	112.99002
6	-5.04152	1.37279	-29.55311	-0.77646	5.93505	-72.06089	2.64105	-2.98077	-29.44506	0.90307	0.73876	-72.15876	2.64105	-2.98077	-29.44506	0.90307	0.73876	-72.15876	9.04171	1.31846	-38.18542	-8.49742	7.86842	-59.39017	12.10103	-0.16779	-38.23698	-7.83489	5.46059	-59.45327	-6.32605	6.28501	-43.94545	2.76022	-1.74457	-36.47354	14.64404	-8.44184	-34.72436	-4.23847	4.93383	-35.31160	33.80965	7.03370	-64.77244	9.53717	-20.03047	-9.29309	156.25552	-61.87240	-50.93650	113.81803	-4.51610	110.44963	138.97148	-56.02138	-65.40696	126.85373	-12.97122	113.46404
7	-5.51331	1.35526	-29.36749	-0.76339	6.36523	-72.10567	2.39434	-3.09132	-29.24741	1.07849	0.64932	-72.21849	2.39434	-3.09132	-29.24741	1.07849	0.64932	-72.21849	9.12761	1.31788	-38.26971	-8.45507	7.85531	-59.49860	12.12184	-0.18993	-38.31837	-7.82951	5.45286	-59.55696	-6.38032	6.38675	-43.95378	2.85211	-1.78576	-36.36362	14.46647	-8.31490	-34.60825	-4.44600	5.01672	-35.16124	35.06614	7.44065	-64.02402	9.81512	-20.87473	-9.91887	155.92188	-61.52591	-51.09511	113.88654	-5.07532	112.58029	137.38454	-55.54486	-66.50330	124.93643	-12.10504	114.96714
8	-5.79361	1.07473	-29.19167	-0.76956	6.67631	-72.21249	2.03490	-3.29241	-29.03983	1.17601	0.59830	-72.33611	2.03490	-3.29241	-29.03983	1.17601	0.59830	-72.33611	9.23544	1.30426	-38.26764	-8.35994	7.81437	-59.49446	12.15157	-0.17539	-38.31439	-7.84168	5.48739	-59.54008	-6.39108	6.43659	-43.98060	2.91673	-1.82430	-36.31012	14.28016	-8.20491	-34.53528	-4.65200	5.09735	-35.05685	36.42839	7.86997	-63.45717	10.25422	-21.90356	-10.26520	155.98956	-61.29359	-51.57679	114.10659	-5.31958	115.82914	136.77361	-55.18821	-67.47084	123.16322	-12.11836	117.64541
9	-5.80243	0.61641	-29.11069	-0.69631	6.60921	-72.32984	1.66452	-3.53068	-28.92043	1.20601	0.62468	-72.45002	1.66452	-3.53067	-28.92043	1.20601	0.62468	-72.45002	9.34419	1.31494	-38.07466	-8.24956	7.76980	-59.42253	12.17602	-0.15259	-38.11961	-7.85611	5.53626	-59.45344	-6.35354	6.43144	-44.02644	2.92800	-1.85678	-36.35305	14.04804	-8.17683	-34.61528	-4.86682	5.14959	-35.12292	37.84220	8.26296	-63.05801	10.88413	-23.00801	-10.31369	156.28912	-61.17742	-52.61954	114.39460	-5.29886	119.65353	136.88435	-55.10828	-68.63410	122.36740	-13.66587	121.16209
10	-5.69181	0.20979	-29.15548	-0.56161	6.21011	-72.44823	1.39250	-3.72856	-28.93756	1.18956	0.66323	-72.55334	1.39250	-3.72856	-28.93756	1.18956	0.66323	-72.55334	9.44757	1.33791	-37.89096	-8.16008	7.74435	-59.33968	12.17715	-0.12443	-37.93383	-7.84627	5.56829	-59.36118	-6.31511	6.41863	-44.08677	2.88744	-1.88670	-36.51064	13.73789	-8.26074	-34.84335	-5.12268	5.14327	-35.36463	39.24592	8.57158	-62.76043	11.65481	-24.09337	-10.10812	156.57143	-61.13997	-54.05860	114.63609	-5.12204	123.11741	137.13599	-55.01570	-70.06869	122.96398	-16.07132	124.68221
11	-5.67544	0.14653	-29.28322	-0.56338	5.86036	-72.55805	1.33081	-3.76837	-29.06141	1.10091	0.55413	-72.65127	1.33081	-3.76837	-29.06141	1.10091	0.55413	-72.65127	9.53366	1.33368	-37.93909	-8.08182	7.74608	-59.29679	12.15119	-0.07992	-37.98036	-7.80916	5.57098	-59.31301	-6.33820	6.45436	-44.16990	2.82410	-1.92534	-36.77041	13.37691	-8.40716	-35.10651	-5.41923	5.08872	-35.65951	40.62322	8.81542	-62.53511	12.49913	-25.15637	-9.76196	156.74469	-61.16621	-55.76568	114.81690	-4.89695	125.10577	137.39667	-54.56261	-71.64426	124.10291	-17.64610	126.90299
12	-5.76084	0.47042	-29.42118	-0.77162	5.79147	-72.62666	1.48254	-3.60279	-29.22281	0.94619	0.29083	-72.71790	1.48254	-3.60279	-29.22281	0.94619	0.29083	-72.71790	9.58952	1.30006	-38.15554	-7.98930	7.76718	-59.30659	12.10533	-0.02210	-38.19610	-7.77074	5.54985	-59.31528	-6.40597	6.51487	-44.28720	2.77655	-1.98609	-37.09918	13.01990	-8.53930	-35.23302	-5.74338	5.00391	-35.82114	41.99000	9.07496	-62.37138	13.42105	-26.30564	-9.38511	156.90334	-61.24086	-57.63958	115.02813	-4.66196	125.57378	137.87843	-53.82536	-73.17178	124.43240	-17.36054	127.37184
13	-5.66613	0.85136	-29.52167	-0.95256	5.85286	-72.63138	1.69080	-3.30695	-29.36371	0.83982	0.11084	-72.72474	1.69080	-3.30695	-29.36371	0.83982	0.11084	-72.72474	9.62704	1.26842	-38.35385	-7.89391	7.78749	-59.36959	12.04599	0.03352	-38.39375	-7.75102	5.51562	-59.36784	-6.43329	6.51873	-44.44329	2.77188	-2.06808	-37.45285	12.69948	-8.61330	-35.10909	-6.09027	4.89440	-35.72859	43.39132	9.40670	-62.25208	14.46821	-27.63871	-9.00828	157.20488	-61.33791	-59.41425	115.36848	-4.39542	126.11607	138.50594	-53.16814	-74.60789	123.69391	-15.68421	127.56651
14	-5.30453	0.99560	-29.57220	-0.88299	5.94388	-72.58233	1.80391	-3.03298	-29.44558	0.91752	0.19304	-72.67883	1.80391	-3.03298	-29.44558	0.91752	0.19304	-72.67883	9.67621	1.25309	-38.51944	-7.82771	7.79365	-59.47880	11.98450	0.07659	-38.55780	-7.74341	5.47604	-59.46891	-6.39270	6.45768	-44.62647	2.81383	-2.15694	-37.77417	12.43048	-8.64587	-34.82422	-6.42366	4.77271	-35.47160	44.91576	9.77565	-62.17241	15.63471	-29.10717	-8.56861	157.70306	-61.45689	-60.95942	115.84687	-4.05040	128.09706	139.11594	-52.83341	-76.02195	122.56937	-13.95743	129.06909
15	-5.01135	0.98835	-29.57344	-0.65925	6.21916	-72.50799	1.84286	-2.89698	-29.45908	1.16468	0.41966	-72.61374	1.84286	-2.89698	-29.45908	1.16468	0.41966	-72.61374	9.74833	1.23970	-38.68993	-7.79017	7.79890	-59.61905	11.94064	0.11528	-38.72628	-7.73346	5.43426	-59.60490	-6.35877	6.41382	-44.81468	2.88146	-2.24297	-38.00969	12.22113	-8.70400	-34.59739	-6.68315	4.64514	-35.27759	46.63999	10.10182	-62.12860	16.84810	-30.57494	-7.98986	158.23817	-61.61775	-62.67687	116.38303	-3.58650	130.96979	139.99461	-52.89106	-77.47063	121.69717	-12.94030	131.53522
16	-5.08553	1.05193	-29.55068	-0.54355	6.70269	-72.43809	1.91350	-2.91213	-29.43686	1.39848	0.55231	-72.56114	1.91349	-2.91213	-29.43686	1.39848	0.55231	-72.56114	9.83269	1.21313	-38.73493	-7.75246	7.82857	-59.81306	11.91780	0.17195	-38.76984	-7.71491	5.39007	-59.79520	-6.41199	6.43969	-44.99918	2.94294	-2.33332	-38.15368	12.04543	-8.84168	-34.52417	-6.87192	4.49145	-35.25368	48.53795	10.36366	-62.07920	18.04249	-31.97976	-7.29869	158.50247	-61.80848	-65.30223	116.91646	-3.02577	133.33572	141.58325	-53.32092	-79.08016	121.08990	-12.14951	133.60828
17	-5.55267	1.21463	-29.53713	-0.64459	7.20084	-72.40412	2.02396	-3.07444	-29.41390	1.47286	0.50577	-72.54668	2.02395	-3.07444	-29.41390	1.47286	0.50577	-72.54668	9.92578	1.17954	-38.54689	-7.70073	7.88623	-60.08150	11.89259	0.25610	-38.58076	-7.68690	5.34334	-60.05880	-6.54511	6.50110	-45.18322	2.97807	-2.44738	-38.25610	11.83334	-9.02780	-34.52540	-7.07909	4.31577	-35.31534	50.48145	10.61041	-61.96968	19.20715	-33.34233	-6.63159	158.24248	-61.97256	-69.28345	117.47768	-2.47470	134.78026	143.98744	-53.98653	-80.96778	120.35480	-10.87593	134.83499
18	-6.18674	1.29606	-29.53647	-0.83854	7.55158	-72.41813	2.06145	-3.37183	-29.38669	1.42436	0.38769	-72.57511	2.06145	-3.37183	-29.38669	1.42436	0.38769	-72.57511	10.03503	1.15786	-38.25914	-7.63854	7.94085	-60.35469	11.84436	0.34591	-38.29110	-7.65860	5.30024	-60.32598	-6.65430	6.52385	-45.36548	2.98996	-2.59011	-38.36180	11.52905	-9.15942	-34.51508	-7.38255	4.18794	-35.34845	52.33186	10.86738	-61.81037	20.37358	-34.64661	-6.10025	157.43170	-62.06635	-74.14448	118.12419	-2.04142	135.99464	147.05583	-54.69714	-82.71299	119.41388	-9.16451	135.90068
19	-6.50907	1.11509	-29.52838	-0.91985	7.66295	-72.44041	1.93825	-3.66026	-29.34027	1.38603	0.35216	-72.60192	1.93825	-3.66026	-29.34027	1.38603	0.35216	-72.60192	10.15302	1.14759	-38.08179	-7.56955	7.95162	-60.52245	11.78115	0.41057	-38.11057	-7.64660	5.27252	-60.48590	-6.62684	6.46239	-45.53960	2.99579	-2.72747	-38.45483	11.16179	-9.15095	-34.46752	-7.76084	4.18074	-35.30116	54.01324	11.08026	-61.67887	21.58106	-35.83034	-5.68074	156.28468	-62.10580	-78.49024	118.85095	-1.73824	137.71591	150.49937	-55.33243	-83.31403	118.52390	-7.58210	137.54636
20	-6.10315	0.71692	-29.50605	-0.78243	7.46485	-72.43015	1.72748	-3.70258	-29.30158	1.42774	0.46380	-72.58326	1.72748	-3.70258	-29.30158	1.42774	0.46380	-72.58326	10.25457	1.12294	-38.07248	-7.50462	7.90820	-60.58719	11.73370	0.44677	-38.09808	-7.64570	5.26637	-60.54338	-6.47872	6.35057	-45.68948	3.00906	-2.80945	-38.48676	10.82034	-9.00280	-34.36955	-8.12807	4.28947	-35.16120	55.52562	11.17301	-61.63640	22.85974	-36.89310	-5.27291	155.16563	-62.14833	-81.26060	119.61257	-1.50341	140.11246	153.69405	-55.86802	-82.52666	117.94247	-6.46389	139.91852
21	-5.06485	0.29561	-29.49560	-0.46884	6.96663	-72.42960	1.56973	-3.44687	-29.31287	1.51215	0.69559	-72.56217	1.56972	-3.44686	-29.31287	1.51215	0.69559	-72.56217	10.32675	1.07241	-38.17583	-7.46192	7.83805	-60.66190	11.72412	0.47925	-38.19977	-7.62188	5.27764	-60.61736	-6.34461	6.25633	-45.80159	3.03408	-2.82512	-38.45728	10.53414	-8.80370	-34.23367	-8.44993	4.43414	-34.96898	56.92597	11.11881	-61.68659	24.23556	-37.90720	-4.82480	154.48019	-62.23833	-82.99397	120.40696	-1.29164	142.90353	155.74384	-56.40413	-81.97736	117.79838	-5.69099	142.71507
22	-4.13429	-0.01032	-29.49754	-0.10697	6.43663	-72.51603	1.50387	-3.19141	-29.33984	1.61092	0.97329	-72.62717	1.50387	-3.19141	-29.33984	1.61092	0.97329	-72.62717	10.37880	1.02600	-38.40733	-7.45046	7.77448	-60.77578	11.74319	0.52845	-38.43125	-7.54990	5.29224	-60.74039	-6.30862	6.18483	-45.90935	3.07343	-2.81484	-38.43872	10.23883	-8.65808	-34.11749	-8.77510	4.53444	-34.81251	58.27839	10.93185	-61.79185	25.74265	-38.89653	-4.32220	154.46706	-62.35431	-85.02734	121.27883	-1.07658	145.60370	155.88142	-57.02546	-83.86454	117.91829	-4.96651	145.44110
23	-4.18691	-0.08415	-29.46598	0.15645	6.38765	-72.67006	1.51016	-3.29359	-29.29787	1.77803	1.18304	-72.77723	1.51016	-3.29358	-29.29787	1.77803	1.18304	-72.77723	10.41841	1.02460	-38.82744	-7.46549	7.73396	-60.86378	11.76480	0.58638	-38.85213	-7.43853	5.28453	-60.84492	-6.35233	6.11595	-46.08442	3.12886	-2.81787	-38.51038	9.89730	-8.60045	-34.06110	-9.13079	4.57075	-34.74079	59.58920	10.62822	-61.86193	27.42718	-39.77720	-3.70323	154.92633	-62.39554	-87.47443	122.24980	-0.79972	147.85316	153.85692	-57.48695	-88.38596	117.75433	-4.07876	147.74495
24	-5.27766	0.13038	-29.41129	0.23705	7.01212	-72.76292	1.59067	-3.72792	-29.19532	2.02084	1.25201	-72.89162	1.59067	-3.72792	-29.19532	2.02084	1.25201	-72.89162	10.44791	1.06647	-39.30181	-7.49253	7.71559	-60.97803	11.77258	0.62862	-39.32710	-7.31924	5.23666	-60.97701	-6.45482	6.09746	-46.34428	3.18842	-2.83186	-38.69201	9.58050	-8.60467	-34.03917	-9.45239	4.55969	-34.72161	60.81340	10.23518	-61.74760	29.31429	-40.45463	-2.90223	155.26573	-62.21466	-89.17406	123.29998	-0.41195	149.74872	150.49770	-57.60750	-93.20490	116.79150	-3.00601	149.76450
25	-6.57674	0.50399	-29.39392	0.15988	7.86325	-72.70795	1.72023	-4.15179	-29.12917	2.22103	1.22545	-72.87154	1.72023	-4.15179	-29.12917	2.22103	1.22545	-72.87154	10.47244	1.10819	-39.55188	-7.50348	7.70432	-61.21501	11.76950	0.64221	-39.57700	-7.22759	5.16470	-61.22575	-6.61124	6.18019	-46.60728	3.22429	-2.83472	-38.94386	9.38593	-8.64192	-34.00171	-9.65439	4.51240	-34.69868	61.95092	9.80783	-61.32961	31.34273	-40.93329	-1.96630	155.03329	-61.72461	-89.83085	124.40607	0.05845	151.58792	147.39671	-57.83094	-96.30370	114.99543	-1.91056	151.85014
26	-7.44381	0.88107	-29.41925	-0.00823	8.43476	-72.57965	1.85464	-4.34326	-29.13745	2.26308	1.17339	-72.77029	1.85464	-4.34325	-29.13745	2.26308	1.17339	-72.77029	10.49001	1.12192	-39.54457	-7.46463	7.68672	-61.45459	11.76784	0.63158	-39.56907	-7.18453	5.10092	-61.46501	-6.77013	6.31585	-46.78886	3.22173	-2.81349	-39.19767	9.32927	-8.68495	-33.92595	-9.72691	4.44728	-34.64175	63.08845	9.38810	-60.63379	33.34929	-41.30094	-1.04421	154.36270	-60.98263	-90.94237	125.54735	0.54180	153.40891	145.64789	-58.53597	-98.38194	112.74012	-1.00948	154.04887
