	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
254	8.51526	-15.75281	233.28264	-9.04776	44.97249	487.05255
255	8.50971	-15.69959	233.04245	-9.06833	44.95259	487.02609
256	8.50421	-15.64792	232.80891	-9.08870	44.93357	487.00320
257	8.49874	-15.59777	232.58200	-9.10886	44.91543	486.98380
258	8.49332	-15.54917	232.36174	-9.12883	44.89819	486.96793
259	8.48794	-15.50209	232.14807	-9.14862	44.88183	486.95551
260	8.48260	-15.45656	231.94098	-9.16822	44.86636	486.94653
261	8.47730	-15.41256	231.74045	-9.18765	44.85180	486.94098
262	8.47205	-15.37009	231.54646	-9.20690	44.83813	486.93884
263	8.46684	-15.32916	231.35895	-9.22598	44.82537	486.93997
264	8.46168	-15.28976	231.17795	-9.24490	44.81351	486.94452
265	8.45656	-15.25189	231.00336	-9.26366	44.80256	486.95239
266	8.45148	-15.21556	230.83517	-9.28226	44.79251	486.96350
267	8.44646	-15.18076	230.67343	-9.30070	44.78338	486.97787
268	8.44148	-15.14749	230.51802	-9.31900	44.77516	486.99548
269	8.43655	-15.11575	230.36894	-9.33714	44.76785	487.01636
270	8.43167	-15.08555	230.22618	-9.35512	44.76146	487.04047
271	8.42684	-15.05688	230.08969	-9.37295	44.75600	487.06778
272	8.42206	-15.02975	229.95944	-9.39061	44.75145	487.09836
273	8.41734	-15.00416	229.83539	-9.40811	44.74783	487.13214
274	8.41268	-14.98009	229.71753	-9.42544	44.74514	487.16922
275	8.40807	-14.95757	229.60582	-9.44259	44.74338	487.20944
276	8.40353	-14.93659	229.50023	-9.45957	44.74255	487.25299
277	8.39904	-14.91714	229.40073	-9.47637	44.74265	487.29971
278	8.39462	-14.89924	229.30728	-9.49299	44.74369	487.34970
279	8.39027	-14.88287	229.21986	-9.50941	44.74567	487.40289
280	8.38597	-14.86805	229.13846	-9.52565	44.74860	487.45941
281	8.38174	-14.85477	229.06300	-9.54168	44.75247	487.51926
282	8.37757	-14.84303	228.99347	-9.55751	44.75729	487.58243
283	8.37346	-14.83284	228.92986	-9.57313	44.76307	487.64886
284	8.36942	-14.82420	228.87210	-9.58854	44.76979	487.71872
285	8.36544	-14.81710	228.82019	-9.60372	44.77749	487.79193
286	8.36152	-14.81156	228.77408	-9.61867	44.78615	487.86853
287	8.35767	-14.80756	228.73373	-9.63340	44.79577	487.94855
288	8.35388	-14.80511	228.69911	-9.64788	44.80636	488.03201
289	8.35014	-14.80419	228.67017	-9.66212	44.81791	488.11890
290	8.34646	-14.80481	228.64682	-9.67610	44.83043	488.20929
291	8.34283	-14.80696	228.62907	-9.68982	44.84391	488.30316
292	8.33925	-14.81063	228.61682	-9.70327	44.85836	488.40057
293	8.33572	-14.81581	228.61003	-9.71645	44.87377	488.50150
294	8.33223	-14.82251	228.60867	-9.72934	44.89013	488.60596
295	8.32878	-14.83072	228.61267	-9.74194	44.90747	488.71399
296	8.32538	-14.84043	228.62196	-9.75424	44.92575	488.82562
297	8.32201	-14.85163	228.63657	-9.76623	44.94500	488.94083
298	8.31867	-14.86432	228.65633	-9.77790	44.96521	489.05972
299	8.31537	-14.87849	228.68127	-9.78924	44.98636	489.18222
300	8.31209	-14.89412	228.71132	-9.80024	45.00846	489.30841
301	8.30885	-14.91121	228.74641	-9.81088	45.03150	489.43826
302	8.30564	-14.92976	228.78651	-9.82116	45.05548	489.57190
303	8.30245	-14.94975	228.83156	-9.83107	45.08039	489.70920
304	8.29929	-14.97117	228.88150	-9.84058	45.10623	489.85028
305	8.29615	-14.99402	228.93629	-9.84971	45.13299	489.99518
306	8.29303	-15.01828	228.99588	-9.85842	45.16068	490.14380
307	8.28993	-15.04395	229.06018	-9.86670	45.18928	490.29630
308	8.28684	-15.07100	229.12915	-9.87455	45.21879	490.45258
