Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3058,-0.00248,0.00297,0.01644,0.04941,0.06814,-0.00019,0.09154,-0.08527,0.0115,-0.04515,0.05918,0.01321,0.05461,-0.02306,0.00074,-0.03029,0.01383,0.0347,0.01556,-0.0301,0.00795,0.03207,-0.00485,-0.01549,0.02608,-0.00663,-0.00648,-0.00221,0.00127,0.01923,-0.01221,-0.00659,0.00712,-0.00854,0.02455,0.02005,-0.006,-0.0107,0.01617,-0.00295,0.05261,0.04217,-0.01181,-0.0161,0.01692,0.00207,0.01459,0.03225,-0.01123,-0.0021,0.02241,0.00035,0.01369,0.02992,-0.0111,-0.00194,0.0245
3059,-0.01498,-0.00156,0.01602,0.03945,0.08525,-0.02153,0.13242,-0.07936,0.01303,-0.04562,0.04898,0.00192,0.05299,-0.02715,0.00269,-0.00883,0.02402,0.01314,0.01592,-0.05022,0.01621,0.02425,0.01399,-0.02454,0.02323,0.00651,-0.00755,-0.02213,-0.02777,0.01952,-0.03593,-0.00071,0.0068,-0.01423,0.04637,0.02821,-0.02701,-0.01266,0.00981,-0.00376,0.06772,0.05105,-0.01396,-0.01097,0.0085,-0.00169,0.01559,0.03878,-0.01198,-0.00636,0.01245,-0.00321,0.01479,0.03675,-0.01174,-0.00588,0.01531
3060,-0.02457,0.00363,0.00965,0.00977,0.10149,-0.04397,0.12194,-0.04506,-0.00361,-0.03547,0.04406,-0.01489,0.05121,-0.03206,-0.00082,0.00595,0.03604,-0.01138,0.02812,-0.05712,0.01367,0.00916,0.02466,-0.01336,0.02161,0.01226,0.00243,-0.03727,-0.03985,0.00721,-0.05476,0.01457,0.00242,-0.02495,0.07344,0.02842,-0.0409,-0.0016,0.00328,-0.00219,0.08905,0.05412,-0.00917,-0.00215,0.00068,0.00177,0.01699,0.03812,-0.00796,-0.00867,-0.00117,0.00201,0.01691,0.03734,-0.00739,-0.00701,0.00053
3061,-0.02671,0.0157,0.00582,-0.02552,0.10526,-0.05629,0.06878,-0.00026,-0.02248,-0.03435,0.04214,-0.02669,0.06253,-0.03801,-0.00177,0.00313,0.04048,-0.02456,0.05112,-0.05151,0.01006,-0.00032,0.02379,-0.0026,0.01686,0.01044,0.01097,-0.03747,-0.02333,-0.00472,-0.0607,0.03018,0.00319,-0.03683,0.09118,0.03082,-0.04345,0.00928,0.00253,-0.00298,0.10402,0.05747,0.00145,-0.00296,-0.00038,0.01537,0.01785,0.03529,0.00212,-0.00849,-0.00836,0.01775,0.01844,0.03494,0.00301,-0.00546,-0.00945
3062,-0.01972,0.03058,0.0089,-0.03278,0.10001,-0.05021,0.00561,0.04062,-0.02201,-0.03645,0.0442,-0.0235,0.08604,-0.03803,0.00941,-0.00396,0.03597,-0.01714,0.0716,-0.03477,0.01404,0.00586,0.0181,-0.00559,0.00869,0.00993,0.00918,-0.01344,0.01181,-0.00392,-0.05754,0.04115,0.00895,-0.04857,0.09891,0.04411,-0.04077,0.01521,-0.00059,-0.01286,0.1108,0.06789,0.01055,-0.0131,-0.00303,0.04098,0.01687,0.03695,0.0117,-0.00924,-0.01487,0.04385,0.01708,0.03392,0.01253,-0.00601,-0.01907
3063,-0.01036,0.04251,0.01382,-0.00299,0.10912,-0.03239,-0.03427,0.06734,0.00155,-0.01894,0.0576,-0.00672,0.10255,-0.02202,0.03049,-0.00046,0.03231,0.00787,0.07723,-0.00734,0.02259,0.02465,0.01681,-0.01627,0.00678,0.01627,0.0,0.0203,0.03802,0.00447,-0.05244,0.04278,0.0096,-0.06281,0.10276,0.06302,-0.03979,0.02165,-0.01438,-0.03357,0.1192,0.08745,0.00567,-0.0179,-0.01556,0.06285,0.01401,0.04845,0.01036,-0.01426,-0.02772,0.06349,0.01267,0.04066,0.01076,-0.01235,-0.03251
3064,-0.01158,0.04453,0.01451,0.02909,0.14226,-0.01711,-0.05562,0.07043,0.02947,0.01457,0.08061,0.01265,0.09167,0.00992,0.04653,0.00846,0.03374,0.03655,0.06615,0.0251,0.02533,0.04088,0.02447,-0.02285,0.01486,0.0273,-0.00697,0.02865,0.03637,0.00512,-0.05175,0.02814,0.00152,-0.08094,0.10327,0.07635,-0.04179,0.02491,-0.03131,-0.05772,0.13606,0.11427,-0.01302,-0.01179,-0.03122,0.05568,0.01043,0.07171,0.0009,-0.0207,-0.03641,0.05234,0.00733,0.0609,0.00079,-0.021,-0.03702
3065,-0.0277,0.03633,0.01205,0.02626,0.17561,-0.01435,-0.08409,0.04764,0.04148,0.03254,0.09652,0.02237,0.05528,0.04398,0.04443,0.01069,0.03249,0.05148,0.04415,0.05123,0.01641,0.04326,0.03658,-0.0212,0.023,0.03778,-0.00699,-0.00198,0.01595,-0.00636,-0.05909,0.00144,-0.00531,-0.09858,0.09947,0.07953,-0.04453,0.01421,-0.03391,-0.07451,0.15833,0.14143,-0.02816,-0.006,-0.03385,0.01155,0.00776,0.09678,-0.0046,-0.02251,-0.02541,0.00547,0.00398,0.08691,-0.00514,-0.025,-0.01951
3066,-0.04584,0.02803,0.01292,-0.00495,0.18364,-0.02564,-0.10364,0.01621,0.03505,0.0225,0.09348,0.01644,0.02315,0.06482,0.02692,0.01056,0.02685,0.04456,0.02403,0.06419,0.00177,0.0362,0.04413,-0.01612,0.0243,0.04383,-0.00582,-0.04153,0.0016,-0.01787,-0.07196,-0.01701,0.00076,-0.10764,0.09845,0.07804,-0.04689,-0.00717,-0.01353,-0.07897,0.18058,0.16093,-0.02699,-0.01049,-0.01482,-0.04206,0.00666,0.10873,-0.00381,-0.01887,0.00327,-0.04719,0.0036,0.10145,-0.00475,-0.02294,0.01242
