Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
445,-0.03159,0.0903,-0.0074,-0.01064,0.12764,-0.036,-0.02866,0.02374,-0.18626,-0.0253,0.13728,0.01672,-0.07046,0.02438,-0.08969,-0.05421,0.14813,0.04199,-0.05241,0.06797,-0.03111,0.028,0.12942,0.00513,0.03293,0.13898,-0.01277,-0.02576,0.12012,-0.00215,-0.06336,0.06041,-0.00768,-0.05453,0.0833,-0.01143,-0.04081,0.06252,-0.00892,-0.01156,0.07529,0.0098,-0.00112,0.04179,-0.01002,0.00608,-0.00402,0.00452,0.01199,0.0043,0.00803,0.0059,-0.00403,0.00557,0.01273,0.00656,0.011
446,-0.02995,0.10229,-0.0045,0.05993,0.15631,-0.02672,-0.02043,-0.00929,-0.18156,0.00032,0.17829,0.01302,-0.06736,-0.01202,-0.08324,-0.04302,0.17182,0.02731,-0.05943,0.04648,-0.03939,0.05287,0.12567,-0.00427,0.03684,0.13679,-0.01926,-0.02268,0.12795,0.00241,-0.06331,0.0768,-0.00684,-0.04608,0.11332,-0.00215,-0.05064,0.06961,-0.005,-0.00896,0.10424,0.01924,-0.0146,0.05838,-0.00788,0.00583,0.01662,0.00806,0.01057,0.01625,-0.00191,0.00581,0.01662,0.0082,0.01071,0.0163,0.0023
447,-0.0294,0.10711,-0.00041,0.11529,0.16928,-0.02882,-0.04393,0.00422,-0.14902,0.02416,0.19848,0.01455,-0.06797,-0.00523,-0.06483,-0.03493,0.18897,0.01096,-0.07167,0.05382,-0.02833,0.0445,0.12506,-0.01686,0.00943,0.13079,-0.01755,-0.02702,0.13517,0.00546,-0.05275,0.07987,-0.00605,-0.03147,0.12722,0.00604,-0.04635,0.06192,0.0008,-0.0114,0.11567,0.02631,-0.01773,0.05208,-0.00261,-0.00288,0.02729,0.01569,0.00352,0.02069,-0.00928,-0.00195,0.02773,0.01589,0.00304,0.01879,-0.00743
448,-0.03129,0.10122,0.00034,0.10015,0.1515,-0.03975,-0.07742,0.05094,-0.11243,0.02745,0.17685,0.01592,-0.06862,0.04038,-0.057,-0.0389,0.18031,-0.00053,-0.07277,0.08473,-0.01482,0.00643,0.13239,-0.02611,-0.03045,0.12779,-0.00868,-0.03848,0.13204,0.00353,-0.04043,0.07164,-0.00719,-0.02208,0.1182,0.0033,-0.03151,0.04667,0.00545,-0.01487,0.10382,0.02324,-0.00751,0.02951,0.00266,-0.01205,0.02383,0.02399,0.00288,0.024,-0.00517,-0.01097,0.02444,0.02568,0.00234,0.02224,-0.00622
449,-0.03412,0.09472,-0.00257,0.02511,0.11793,-0.04749,-0.07257,0.08287,-0.09741,0.00198,0.1327,0.01237,-0.06132,0.08033,-0.06571,-0.05458,0.15134,-0.00237,-0.0598,0.1129,-0.01571,-0.03568,0.15128,-0.02545,-0.05473,0.13901,0.0005,-0.0498,0.12674,-0.00148,-0.03319,0.06559,-0.0107,-0.02041,0.10205,-0.00582,-0.0187,0.04012,0.0067,-0.01453,0.08701,0.01441,0.00301,0.01098,0.00489,-0.01757,0.01603,0.02426,0.00673,0.02853,0.00096,-0.01737,0.01629,0.02689,0.00662,0.02842,-0.00159
450,-0.03532,0.09769,-0.00418,-0.04223,0.09682,-0.0463,-0.02585,0.07708,-0.11274,-0.03702,0.10362,0.00722,-0.04467,0.08238,-0.0719,-0.06616,0.13166,0.00529,-0.04475,0.12135,-0.01997,-0.05444,0.17782,-0.0161,-0.05088,0.16602,0.0033,-0.0523,0.12917,-0.00504,-0.03364,0.07173,-0.01111,-0.02239,0.09857,-0.00878,-0.01806,0.04952,0.00854,-0.01305,0.0822,0.00945,0.00256,0.01049,0.00738,-0.01954,0.01103,0.0133,0.00389,0.02816,-5e-05,-0.01988,0.01096,0.01467,0.00406,0.02918,-0.00388
451,-0.0347,0.1065,-0.00197,-0.0597,0.09834,-0.03876,0.02565,0.05781,-0.1503,-0.06558,0.10276,0.00569,-0.02344,0.06107,-0.05294,-0.05896,0.14148,0.01436,-0.03913,0.11628,0.002,-0.04611,0.19999,-0.00792,-0.02698,0.1936,-0.00168,-0.04688,0.13554,-0.00774,-0.04014,0.08294,-0.005,-0.02576,0.10741,-0.00176,-0.02861,0.06426,0.01336,-0.01351,0.08776,0.01285,-0.00679,0.02274,0.01238,-0.01677,0.00658,0.00025,-0.00699,0.01875,-0.00453,-0.01651,0.00663,-0.0008,-0.0069,0.01972,-0.01007
452,-0.03442,0.11412,-0.00084,-0.04989,0.11547,-0.02641,0.06527,0.0555,-0.19258,-0.06989,0.11795,0.00835,-0.0061,0.05241,-0.01657,-0.03662,0.1718,0.01958,-0.0423,0.11476,0.04822,-0.02629,0.20957,-0.00976,0.00138,0.20629,-0.0111,-0.04209,0.14386,-0.01423,-0.04847,0.08747,0.00135,-0.03231,0.1144,0.00574,-0.04161,0.0721,0.01365,-0.01515,0.09382,0.01981,-0.01721,0.03395,0.01288,-0.01011,0.00063,-0.00478,-0.01673,0.00485,-0.00644,-0.00911,0.00093,-0.00736,-0.01675,0.00552,-0.01222
453,-0.03578,0.12255,-0.00619,-0.04132,0.13947,-0.00672,0.09805,0.0613,-0.22591,-0.05157,0.13781,0.01363,-0.00511,0.06054,0.00064,-0.01471,0.20221,0.02362,-0.04709,0.1209,0.07261,-0.00537,0.2108,-0.02147,0.02146,0.205,-0.01853,-0.04046,0.16159,-0.02395,-0.05648,0.08941,-0.00058,-0.04413,0.11638,0.00315,-0.05099,0.07533,0.00148,-0.01946,0.09664,0.02025,-0.02482,0.03999,0.00145,-0.00171,-0.00265,-0.00316,-0.01726,-0.00436,-0.00534,-0.00135,-0.00268,-0.00608,-0.01726,-0.00407,-0.00755
