Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1998,-0.0272,0.06712,0.00953,-0.04483,0.12361,0.01103,-0.03689,0.11733,0.02741,-0.01855,0.10036,0.0243,0.00845,0.06281,0.05552,-8e-05,0.09301,0.01654,-0.00549,0.05282,0.01308,-0.01489,0.03695,-0.01707,-0.0167,0.02899,0.00085,-0.04127,0.05207,-0.01832,-0.04256,0.04955,0.00944,-0.02848,0.12534,0.05219,-0.0238,0.04896,-0.00252,-0.01457,0.16994,0.09852,0.01441,0.04342,-0.00358,0.00776,0.04129,0.05444,0.01148,0.01549,0.00861,0.00662,0.03817,0.04502,0.01145,0.01534,0.00885
1999,-0.03168,0.07287,0.00497,-0.05906,0.14437,0.01033,-0.13366,0.15222,0.01486,-0.01947,0.10541,0.03228,-0.00914,0.07547,0.05892,3e-05,0.07987,0.0115,-0.03059,0.04987,0.01394,-0.01268,0.03277,-0.01225,-0.02397,0.02641,0.00814,-0.04194,0.04483,-0.01885,-0.05007,0.06456,-0.00272,-0.02891,0.15247,0.04117,-0.02864,0.0551,-0.01104,-0.02189,0.20089,0.09368,0.01319,0.0483,-0.01177,4e-05,0.06072,0.04896,0.00775,0.00569,-0.00023,0.0011,0.05813,0.03976,0.00777,0.00539,0.00194
2000,-0.02724,0.077,0.0044,-0.05845,0.16431,0.00282,-0.16349,0.14988,0.01609,-0.02098,0.11201,0.03893,-0.02605,0.07176,0.06129,-0.02034,0.06637,0.01804,-0.04632,0.03881,0.02517,-0.00829,0.0249,0.00316,-0.0287,0.0266,0.01216,-0.02826,0.03864,-0.01271,-0.04709,0.07715,-0.01301,-0.02691,0.17031,0.03591,-0.01959,0.06772,-0.01945,-0.02216,0.22254,0.09521,0.01613,0.04955,-0.01827,-0.00381,0.06777,0.0488,-0.00315,-0.00765,-0.00956,-0.00068,0.06558,0.0395,-0.00291,-0.00734,-0.0064
2001,-0.02135,0.07804,0.0106,-0.03859,0.1719,0.0008,-0.10524,0.11877,0.02951,-0.02206,0.12483,0.03779,-0.01869,0.0597,0.06417,-0.04038,0.07348,0.02948,-0.03603,0.03612,0.03914,-0.0073,0.02023,0.01076,-0.02909,0.0276,0.00863,-0.01448,0.03723,-9e-05,-0.04741,0.07987,-0.01258,-0.02884,0.17261,0.046,-0.01059,0.07369,-0.02301,-0.01602,0.22959,0.10892,0.01959,0.04427,-0.01993,-0.00749,0.06344,0.05722,-0.01609,-0.01108,-0.01135,-0.00379,0.06095,0.04689,-0.01609,-0.01153,-0.00868
2002,-0.02025,0.07669,0.02076,-0.01111,0.15714,0.00232,-0.00894,0.07412,0.04691,-0.02651,0.13415,0.0222,0.00975,0.05493,0.06288,-0.047,0.0958,0.02858,-0.01019,0.05003,0.04226,-0.01249,0.02223,-0.00237,-0.02868,0.02793,-0.00453,-0.0142,0.03869,0.01383,-0.05215,0.07335,-0.00196,-0.03234,0.16798,0.06702,-0.00902,0.06773,-0.01692,-0.00818,0.23244,0.13262,0.0198,0.03469,-0.01313,-0.01738,0.05769,0.07291,-0.02274,-0.00655,-0.00251,-0.01476,0.05437,0.06127,-0.02334,-0.00901,-0.00074
2003,-0.02418,0.07811,0.028,0.00011,0.12874,0.00358,0.05419,0.03242,0.06148,-0.02899,0.1363,-0.00389,0.03427,0.06081,0.05653,-0.03945,0.11611,0.00719,0.00505,0.06833,0.03509,-0.02275,0.03092,-0.02375,-0.0292,0.03117,-0.02043,-0.024,0.04615,0.02086,-0.05516,0.06712,0.00973,-0.0375,0.16673,0.08354,-0.01411,0.05948,-0.00431,-0.01053,0.23933,0.15357,0.01538,0.02795,-0.00105,-0.02886,0.05818,0.08924,-0.01691,-0.00175,0.01134,-0.02783,0.05406,0.07681,-0.01777,-0.0052,0.0134
2004,-0.03023,0.08524,0.02811,-0.01174,0.11666,0.00519,0.0522,0.01251,0.07304,-0.02058,0.14122,-0.0226,0.03411,0.07012,0.05316,-0.02233,0.12442,-0.01812,-0.0033,0.07545,0.03134,-0.03037,0.04574,-0.03236,-0.02438,0.04131,-0.02669,-0.03172,0.05967,0.01597,-0.05771,0.06778,0.01407,-0.04811,0.17142,0.08478,-0.02465,0.05983,0.00634,-0.02772,0.25316,0.16159,0.00729,0.02925,0.00841,-0.02816,0.06858,0.09912,-0.00387,-0.00028,0.02063,-0.02777,0.06387,0.08597,-0.0043,-0.0023,0.02368
2005,-0.03569,0.09426,0.02339,-0.02881,0.14619,0.0052,0.01061,0.02082,0.08228,-0.00542,0.15537,-0.0171,0.01002,0.07922,0.05881,-0.00294,0.11883,-0.01988,-0.02263,0.07315,0.0378,-0.02744,0.06241,-0.02396,-0.01067,0.05454,-0.01766,-0.03449,0.06822,0.00157,-0.06347,0.07371,0.01016,-0.06077,0.18223,0.07813,-0.03761,0.06816,0.00751,-0.04365,0.27966,0.1653,-0.00096,0.03439,0.00863,-0.00943,0.0861,0.10394,4e-05,-0.00287,0.01448,-0.00856,0.08053,0.08873,0.00042,-0.00179,0.01642
2006,-0.03879,0.10044,0.01898,-0.03885,0.20678,-0.0027,-0.01936,0.04128,0.08456,-8e-05,0.16985,0.00771,-0.01822,0.08915,0.06711,0.00655,0.10423,0.00673,-0.0309,0.07153,0.04579,-0.01693,0.07255,-0.0106,0.00265,0.06247,-0.00154,-0.04036,0.06592,-0.01353,-0.06659,0.07983,0.00187,-0.06411,0.19992,0.0796,-0.04404,0.07473,-0.00301,-0.03916,0.32021,0.182,-0.00556,0.03211,-0.00176,0.01665,0.10147,0.11425,-0.01244,-0.00802,-0.00783,0.01793,0.0943,0.09541,-0.01148,-0.00427,-0.00969
