	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d
	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	0.30469	0.18888	0.00506	0.06924	0.76487	0.00956	0.26367	0.16012	0.00976	0.08881	0.71857	0.01197	0.28069	0.14782	0.01777	0.09274	0.72551	0.02109	0.12074	0.03607	0.02002	0.17192	0.54370	0.01384
2	0.30475	0.18890	0.00515	0.06913	0.76487	0.00978	0.26371	0.16012	0.00957	0.08879	0.71859	0.01170	0.28075	0.14781	0.01755	0.09270	0.72554	0.02083	0.12083	0.03602	0.01986	0.17193	0.54374	0.01395
3	0.30479	0.18888	0.00527	0.06899	0.76488	0.00982	0.26375	0.16011	0.00969	0.08862	0.71860	0.01197	0.28078	0.14778	0.01766	0.09254	0.72553	0.02110	0.12081	0.03605	0.01962	0.17185	0.54378	0.01371
4	0.30480	0.18886	0.00537	0.06907	0.76489	0.00960	0.26378	0.16012	0.01010	0.08857	0.71858	0.01231	0.28078	0.14776	0.01806	0.09254	0.72549	0.02145	0.12075	0.03611	0.01946	0.17164	0.54369	0.01328
5	0.30475	0.18884	0.00542	0.06941	0.76493	0.00933	0.26376	0.16011	0.01050	0.08875	0.71857	0.01233	0.28075	0.14774	0.01850	0.09277	0.72547	0.02145	0.12073	0.03607	0.01952	0.17140	0.54348	0.01298
6	0.30458	0.18882	0.00538	0.06979	0.76498	0.00928	0.26363	0.16006	0.01064	0.08906	0.71859	0.01205	0.28063	0.14773	0.01867	0.09309	0.72549	0.02116	0.12073	0.03589	0.01976	0.17129	0.54329	0.01301
7	0.30433	0.18884	0.00529	0.07010	0.76503	0.00952	0.26340	0.16002	0.01037	0.08940	0.71862	0.01176	0.28042	0.14772	0.01840	0.09341	0.72553	0.02087	0.12067	0.03569	0.01997	0.17142	0.54323	0.01334
8	0.30412	0.18892	0.00522	0.07029	0.76508	0.00986	0.26318	0.16006	0.00993	0.08966	0.71868	0.01170	0.28024	0.14777	0.01790	0.09364	0.72561	0.02082	0.12057	0.03562	0.01993	0.17174	0.54333	0.01372
9	0.30409	0.18903	0.00526	0.07031	0.76518	0.01004	0.26313	0.16014	0.00966	0.08974	0.71880	0.01181	0.28020	0.14785	0.01760	0.09373	0.72574	0.02092	0.12054	0.03568	0.01963	0.17199	0.54352	0.01397
