	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedRoundN3.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.12058	0.03615	0.01205	0.17264	0.54430	0.00681
2	0.12066	0.03610	0.01189	0.17266	0.54433	0.00693
3	0.12064	0.03615	0.01165	0.17257	0.54438	0.00669
4	0.12060	0.03623	0.01148	0.17234	0.54431	0.00626
5	0.12060	0.03619	0.01155	0.17208	0.54409	0.00595
6	0.12060	0.03600	0.01179	0.17196	0.54389	0.00598
7	0.12052	0.03579	0.01200	0.17212	0.54382	0.00631
8	0.12040	0.03572	0.01195	0.17246	0.54391	0.00669
9	0.12037	0.03579	0.01166	0.17271	0.54410	0.00694
10	0.12045	0.03585	0.01143	0.17280	0.54422	0.00712
11	0.12057	0.03581	0.01156	0.17283	0.54414	0.00729
12	0.12058	0.03581	0.01195	0.17279	0.54391	0.00733
13	0.12044	0.03600	0.01232	0.17266	0.54369	0.00718
14	0.12021	0.03628	0.01241	0.17252	0.54363	0.00701
15	0.12008	0.03641	0.01220	0.17251	0.54375	0.00694
16	0.12019	0.03624	0.01193	0.17267	0.54389	0.00696
17	0.12045	0.03590	0.01189	0.17298	0.54400	0.00700
18	0.12067	0.03565	0.01209	0.17324	0.54409	0.00707
19	0.12069	0.03563	0.01231	0.17321	0.54418	0.00714
20	0.12054	0.03571	0.01244	0.17291	0.54419	0.00718
21	0.12037	0.03568	0.01256	0.17258	0.54403	0.00722
22	0.12025	0.03543	0.01266	0.17250	0.54376	0.00729
23	0.12023	0.03514	0.01264	0.17277	0.54357	0.00738
24	0.12027	0.03506	0.01255	0.17310	0.54358	0.00741
25	0.12027	0.03530	0.01252	0.17308	0.54362	0.00732
26	0.12016	0.03573	0.01255	0.17257	0.54350	0.00711
27	0.12005	0.03610	0.01246	0.17201	0.54329	0.00692
28	0.12010	0.03621	0.01227	0.17193	0.54315	0.00692
29	0.12027	0.03605	0.01217	0.17229	0.54310	0.00713
30	0.12039	0.03580	0.01221	0.17271	0.54313	0.00733
31	0.12030	0.03571	0.01228	0.17290	0.54325	0.00740
