	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d
361	-0.00003	0.00002	-0.00017	-0.00091	0.00214	-0.00937	0.09133	0.02740	-0.40286	0.00113	-0.00372	-0.00293	0.00500	-0.00232	-0.00279	0.00051	-0.00034	-0.00112	0.01063	-0.00509	-0.00394	0.00827	-0.00841	-0.00462	0.00124	-0.00099	0.00030	0.00028	0.00041	-0.01624	0.03352	-0.02118	0.00907	0.00567	-0.00110	-0.00017	-0.00002	-0.00081	-0.00070	-0.00002	-0.00081	-0.00070	0.00000	0.00001	-0.00000	-0.02300	0.04553	-0.00984	0.01066	-0.00311	-0.00323	0.00001	-0.00009	0.00006	0.00001	-0.00009	0.00006	-0.00000	0.00000	0.00000	1.50294	1.13670	-1.12487
362	-0.00008	0.00007	-0.00027	-0.00308	0.00576	-0.01503	0.04756	0.06659	-0.41234	0.00055	-0.00231	-0.00319	0.00508	-0.00342	-0.00260	0.00031	-0.00076	-0.00151	0.00830	-0.00357	-0.00293	0.00736	-0.00800	-0.00373	0.00188	-0.00138	-0.00023	-0.00062	0.00068	-0.01821	0.04550	-0.03084	0.00563	0.00422	-0.00093	-0.00079	-0.00003	-0.00122	-0.00038	-0.00003	-0.00122	-0.00038	0.00000	0.00002	-0.00000	-0.01652	0.04330	-0.01023	0.00953	-0.00223	-0.00318	0.00029	-0.00053	-0.00003	0.00029	-0.00053	-0.00003	-0.00001	0.00001	-0.00000	1.43210	1.13599	-1.15743
363	-0.00008	0.00014	-0.00024	-0.00375	0.00942	-0.01384	0.05698	0.10830	-0.38809	-0.00110	0.00000	-0.00414	0.00409	-0.00371	-0.00301	0.00018	-0.00115	-0.00141	0.00887	-0.00338	-0.00246	0.00632	-0.00718	-0.00358	0.00220	-0.00163	-0.00081	-0.00040	0.00137	-0.01856	0.05216	-0.04606	-0.00358	0.00346	0.00001	-0.00256	-0.00020	-0.00110	0.00003	-0.00020	-0.00110	0.00003	-0.00000	0.00001	-0.00000	-0.01090	0.04407	-0.01178	0.00766	-0.00312	-0.00340	0.00051	-0.00055	-0.00052	0.00051	-0.00055	-0.00052	-0.00001	0.00001	-0.00000	1.48757	1.14880	-1.13481
364	-0.00006	0.00018	-0.00015	-0.00295	0.01102	-0.00922	0.10806	0.13050	-0.33010	-0.00203	0.00226	-0.00533	0.00239	-0.00269	-0.00412	0.00014	-0.00110	-0.00116	0.01095	-0.00508	-0.00258	0.00480	-0.00618	-0.00403	0.00209	-0.00183	-0.00151	0.00065	0.00154	-0.01621	0.04891	-0.06032	-0.01316	0.00386	0.00148	-0.00457	-0.00040	-0.00028	0.00018	-0.00040	-0.00028	0.00018	-0.00001	0.00000	0.00000	-0.01340	0.04161	-0.01110	0.00739	-0.00513	-0.00333	0.00029	-0.00002	-0.00089	0.00029	-0.00002	-0.00089	0.00000	0.00000	-0.00000	1.62721	1.12687	-1.05505
365	-0.00004	0.00015	-0.00010	-0.00251	0.00930	-0.00624	0.14427	0.12098	-0.27095	-0.00187	0.00374	-0.00607	0.00102	-0.00090	-0.00513	0.00018	-0.00048	-0.00147	0.01143	-0.00751	-0.00278	0.00317	-0.00559	-0.00422	0.00167	-0.00179	-0.00211	0.00108	0.00009	-0.01399	0.03866	-0.06612	-0.01505	0.00484	0.00218	-0.00519	-0.00036	0.00059	-0.00017	-0.00036	0.00059	-0.00017	-0.00001	-0.00001	-0.00000	-0.02369	0.03777	-0.01016	0.00927	-0.00639	-0.00318	-0.00004	0.00029	-0.00064	-0.00004	0.00029	-0.00064	0.00001	-0.00001	-0.00000	1.69803	1.08115	-0.98661
366	-0.00007	0.00007	-0.00012	-0.00331	0.00504	-0.00691	0.13585	0.10078	-0.24705	-0.00182	0.00357	-0.00572	0.00082	0.00037	-0.00489	0.00029	0.00028	-0.00228	0.00999	-0.00881	-0.00287	0.00254	-0.00542	-0.00386	0.00128	-0.00149	-0.00210	0.00022	-0.00217	-0.01430	0.02747	-0.06259	-0.00639	0.00547	0.00134	-0.00378	-0.00007	0.00070	-0.00074	-0.00007	0.00070	-0.00074	-0.00000	-0.00000	-0.00000	-0.03085	0.03300	-0.01170	0.01138	-0.00542	-0.00320	-0.00002	-0.00010	0.00011	-0.00002	-0.00010	0.00011	0.00000	-0.00001	0.00000	1.64712	1.03615	-0.98147
367	-0.00010	-0.00000	-0.00019	-0.00435	0.00140	-0.01049	0.09648	0.10116	-0.26389	-0.00245	0.00187	-0.00460	0.00174	0.00044	-0.00355	0.00033	0.00073	-0.00248	0.00839	-0.00810	-0.00311	0.00317	-0.00503	-0.00348	0.00120	-0.00141	-0.00137	-0.00151	-0.00311	-0.01517	0.02151	-0.05494	0.00518	0.00524	-0.00012	-0.00165	0.00022	0.00029	-0.00100	0.00022	0.00029	-0.00100	0.00000	0.00000	-0.00000	-0.02118	0.02335	-0.01216	0.01091	-0.00288	-0.00289	0.00019	-0.00051	0.00059	0.00019	-0.00051	0.00059	-0.00000	-0.00000	0.00000	1.58112	1.01387	-1.00748
368	-0.00011	-0.00002	-0.00028	-0.00477	0.00109	-0.01495	0.05297	0.12594	-0.29926	-0.00292	0.00041	-0.00368	0.00276	-0.00021	-0.00241	0.00019	0.00068	-0.00157	0.00709	-0.00611	-0.00361	0.00377	-0.00392	-0.00362	0.00138	-0.00198	-0.00063	-0.00343	-0.00213	-0.01396	0.02441	-0.05046	0.00904	0.00427	-0.00051	-0.00083	0.00040	0.00021	-0.00092	0.00040	0.00021	-0.00092	0.00001	0.00000	-0.00000	0.00513	0.01024	-0.00821	0.00722	-0.00067	-0.00198	0.00027	-0.00023	0.00028	0.00027	-0.00023	0.00028	-0.00000	0.00001	0.00000	1.59998	1.02774	-1.01000
369	-0.00011	0.00002	-0.00032	-0.00451	0.00349	-0.01745	0.02632	0.15362	-0.33000	-0.00239	0.00072	-0.00347	0.00270	-0.00083	-0.00227	0.00001	0.00023	-0.00039	0.00569	-0.00445	-0.00413	0.00326	-0.00250	-0.00416	0.00159	-0.00286	-0.00057	-0.00436	-0.00074	-0.01160	0.03181	-0.05372	0.00430	0.00306	0.00081	-0.00173	0.00061	0.00050	-0.00080	0.00061	0.00050	-0.00080	0.00001	-0.00000	-0.00000	0.02956	0.00140	-0.00420	0.00340	0.00037	-0.00124	0.00019	0.00033	-0.00041	0.00019	0.00033	-0.00041	0.00000	0.00001	-0.00000	1.68007	1.05452	-0.99153
370	-0.00009	0.00007	-0.00029	-0.00341	0.00594	-0.01638	0.02093	0.16703	-0.34723	-0.00124	0.00242	-0.00382	0.00152	-0.00089	-0.00294	-0.00001	-0.00029	-0.00005	0.00492	-0.00412	-0.00449	0.00237	-0.00165	-0.00469	0.00149	-0.00322	-0.00090	-0.00336	-0.00010	-0.01084	0.03593	-0.06249	-0.00200	0.00237	0.00272	-0.00315	0.00085	0.00061	-0.00080	0.00085	0.00061	-0.00080	0.00001	-0.00001	-0.00000	0.03633	-0.00061	-0.00405	0.00253	0.00068	-0.00118	0.00005	0.00045	-0.00068	0.00005	0.00045	-0.00068	0.00001	0.00000	-0.00000	1.74458	1.05524	-0.99584
371	-0.00004	0.00010	-0.00023	-0.00154	0.00685	-0.01308	0.01939	0.16507	-0.35194	-0.00029	0.00406	-0.00438	0.00041	-0.00031	-0.00378	0.00010	-0.00037	-0.00056	0.00581	-0.00457	-0.00462	0.00250	-0.00177	-0.00493	0.00099	-0.00251	-0.00088	-0.00176	0.00024	-0.01218	0.03749	-0.07048	-0.00487	0.00298	0.00366	-0.00403	0.00080	0.00037	-0.00070	0.00080	0.00037	-0.00070	0.00001	-0.00001	-0.00000	0.03258	-0.00275	-0.00484	0.00383	0.00099	-0.00122	-0.00008	0.00025	-0.00048	-0.00008	0.00025	-0.00048	0.00000	-0.00000	-0.00000	1.76753	1.02154	-1.03338
372	-0.00002	0.00010	-0.00016	-0.00029	0.00638	-0.00956	0.00331	0.15330	-0.34661	0.00005	0.00502	-0.00485	0.00038	0.00034	-0.00419	0.00017	0.00006	-0.00126	0.00812	-0.00434	-0.00429	0.00371	-0.00234	-0.00477	0.00036	-0.00100	-0.00043	-0.00197	0.00071	-0.01332	0.04244	-0.07472	-0.00316	0.00479	0.00340	-0.00417	0.00029	0.00014	-0.00031	0.00029	0.00014	-0.00031	0.00000	-0.00001	-0.00000	0.03600	-0.01293	-0.00514	0.00454	0.00187	-0.00098	-0.00015	0.00032	-0.00037	-0.00015	0.00032	-0.00037	0.00000	-0.00000	-0.00000	1.78128	0.95122	-1.05996
373	-0.00002	0.00008	-0.00011	-0.00083	0.00531	-0.00625	-0.02209	0.14191	-0.33823	-0.00002	0.00595	-0.00520	0.00105	0.00057	-0.00418	0.00021	0.00044	-0.00147	0.01054	-0.00278	-0.00354	0.00499	-0.00246	-0.00441	0.00005	0.00040	0.00000	-0.00377	0.00081	-0.01249	0.04873	-0.07878	0.00119	0.00652	0.00305	-0.00393	-0.00029	0.00028	0.00014	-0.00029	0.00028	0.00014	-0.00001	-0.00001	0.00000	0.04821	-0.02924	-0.00892	0.00384	0.00323	-0.00097	-0.00027	0.00082	-0.00053	-0.00027	0.00082	-0.00053	0.00001	-0.00000	-0.00000	1.82451	0.81915	-1.04895
374	-0.00003	0.00007	-0.00005	-0.00161	0.00435	-0.00279	-0.03581	0.14669	-0.33744	0.00009	0.00743	-0.00569	0.00124	0.00042	-0.00439	0.00038	0.00018	-0.00113	0.01149	-0.00081	-0.00296	0.00559	-0.00179	-0.00409	0.00014	0.00099	0.00021	-0.00442	0.00041	-0.01100	0.04814	-0.08736	0.00465	0.00696	0.00371	-0.00390	-0.00044	0.00048	0.00026	-0.00044	0.00048	0.00026	-0.00001	-0.00001	0.00000	0.05661	-0.04026	-0.01699	0.00279	0.00420	-0.00159	-0.00041	0.00118	-0.00051	-0.00041	0.00118	-0.00051	0.00001	-0.00000	-0.00000	1.90404	0.65040	-1.03113
375	0.00001	0.00007	0.00001	0.00005	0.00390	0.00038	-0.02716	0.17238	-0.34246	0.00071	0.00873	-0.00608	0.00056	0.00016	-0.00489	0.00056	-0.00049	-0.00081	0.00997	0.00020	-0.00304	0.00542	-0.00083	-0.00378	0.00045	0.00079	0.00022	-0.00269	-0.00004	-0.01047	0.03997	-0.09818	0.00784	0.00639	0.00560	-0.00400	-0.00023	0.00009	0.00001	-0.00023	0.00009	0.00001	-0.00000	-0.00000	0.00000	0.05639	-0.03926	-0.02345	0.00215	0.00423	-0.00236	-0.00022	0.00067	0.00002	-0.00022	0.00067	0.00002	0.00001	0.00000	0.00000	1.99475	0.56641	-1.02249
376	0.00007	0.00008	0.00004	0.00353	0.00392	0.00174	-0.00188	0.20201	-0.33883	0.00126	0.00855	-0.00565	-0.00020	-0.00002	-0.00479	0.00052	-0.00078	-0.00106	0.00688	-0.00031	-0.00361	0.00484	-0.00032	-0.00338	0.00074	0.00034	0.00011	-0.00015	-0.00034	-0.01022	0.03357	-0.10420	0.01479	0.00596	0.00793	-0.00366	-0.00009	-0.00072	-0.00025	-0.00009	-0.00072	-0.00025	-0.00000	0.00001	-0.00000	0.05450	-0.03336	-0.02353	0.00189	0.00405	-0.00251	0.00029	-0.00040	0.00059	0.00029	-0.00040	0.00059	-0.00001	0.00001	0.00000	2.05219	0.65391	-0.98665
377	0.00010	0.00008	0.00002	0.00519	0.00393	0.00037	0.03475	0.21587	-0.32167	0.00105	0.00679	-0.00430	-0.00042	0.00010	-0.00368	0.00027	-0.00032	-0.00172	0.00453	-0.00183	-0.00429	0.00427	-0.00048	-0.00324	0.00085	0.00005	-0.00011	0.00126	-0.00059	-0.00943	0.03800	-0.10499	0.02390	0.00572	0.00968	-0.00294	-0.00016	-0.00091	-0.00018	-0.00016	-0.00091	-0.00018	-0.00000	0.00001	-0.00000	0.05678	-0.03363	-0.01859	0.00182	0.00470	-0.00185	0.00054	-0.00085	0.00054	0.00054	-0.00085	0.00054	-0.00001	0.00001	0.00000	2.03487	0.82268	-0.91203
378	0.00005	0.00007	-0.00003	0.00289	0.00365	-0.00198	0.08107	0.21099	-0.29815	0.00050	0.00481	-0.00308	-0.00016	0.00058	-0.00256	0.00000	0.00056	-0.00223	0.00423	-0.00332	-0.00488	0.00390	-0.00093	-0.00371	0.00063	0.00000	-0.00038	0.00116	-0.00090	-0.00915	0.05225	-0.10861	0.02721	0.00438	0.01056	-0.00275	-0.00013	-0.00019	0.00011	-0.00013	-0.00019	0.00011	-0.00000	-0.00001	0.00000	0.06226	-0.04209	-0.01145	0.00177	0.00603	-0.00065	0.00020	-0.00028	-0.00017	0.00020	-0.00028	-0.00017	-0.00000	0.00000	-0.00000	1.96275	0.88530	-0.84367
379	-0.00004	0.00006	-0.00004	-0.00222	0.00384	-0.00256	0.11835	0.19604	-0.27005	0.00065	0.00418	-0.00331	0.00024	0.00108	-0.00286	-0.00028	0.00126	-0.00215	0.00495	-0.00393	-0.00510	0.00359	-0.00116	-0.00432	0.00024	0.00018	-0.00060	0.00049	-0.00134	-0.00984	0.06470	-0.12011	0.02269	0.00174	0.01128	-0.00342	0.00022	0.00059	0.00018	0.00022	0.00059	0.00018	0.00000	-0.00002	0.00000	0.06671	-0.05207	-0.00326	0.00172	0.00682	0.00070	-0.00025	0.00037	-0.00082	-0.00025	0.00037	-0.00082	0.00001	-0.00001	-0.00000	1.93242	0.76045	-0.80425
380	-0.00013	0.00008	-0.00002	-0.00726	0.00533	-0.00114	0.11544	0.18017	-0.24341	0.00144	0.00524	-0.00505	0.00058	0.00122	-0.00458	-0.00060	0.00147	-0.00144	0.00485	-0.00350	-0.00470	0.00317	-0.00107	-0.00425	0.00010	0.00048	-0.00079	-0.00007	-0.00162	-0.01027	0.06471	-0.13524	0.01899	-0.00011	0.01274	-0.00420	0.00063	0.00061	-0.00021	0.00063	0.00061	-0.00021	0.00001	-0.00002	-0.00000	0.06778	-0.05651	0.00373	0.00198	0.00642	0.00162	-0.00033	0.00024	-0.00079	-0.00033	0.00024	-0.00079	0.00001	-0.00001	-0.00000	2.00962	0.53676	-0.76750
381	-0.00016	0.00011	0.00001	-0.00931	0.00709	0.00053	0.06964	0.17432	-0.24474	0.00126	0.00681	-0.00684	0.00069	0.00140	-0.00616	-0.00075	0.00140	-0.00049	0.00331	-0.00237	-0.00391	0.00254	-0.00080	-0.00355	0.00033	0.00059	-0.00104	-0.00068	-0.00128	-0.00994	0.05605	-0.14725	0.02267	0.00094	0.01472	-0.00448	0.00069	0.00005	-0.00077	0.00069	0.00005	-0.00077	0.00001	-0.00001	-0.00000	0.06686	-0.05410	0.00594	0.00270	0.00578	0.00170	-0.00003	-0.00049	-0.00013	-0.00003	-0.00049	-0.00013	-0.00000	-0.00001	-0.00000	2.13928	0.35628	-0.73280
382	-0.00011	0.00012	0.00004	-0.00709	0.00727	0.00245	0.01895	0.18873	-0.28877	-0.00120	0.00746	-0.00738	0.00025	0.00223	-0.00632	-0.00045	0.00123	0.00028	0.00138	-0.00079	-0.00310	0.00175	-0.00052	-0.00302	0.00063	0.00027	-0.00133	-0.00137	-0.00044	-0.00982	0.05208	-0.15375	0.02935	0.00404	0.01572	-0.00449	0.00028	-0.00044	-0.00084	0.00028	-0.00044	-0.00084	0.00001	0.00001	-0.00000	0.06702	-0.04990	0.00179	0.00326	0.00596	0.00103	0.00043	-0.00113	0.00048	0.00043	-0.00113	0.00048	-0.00001	0.00000	0.00000	2.21487	0.30314	-0.74614
383	-0.00001	0.00012	0.00011	-0.00202	0.00638	0.00576	0.00097	0.21663	-0.34346	-0.00474	0.00676	-0.00688	-0.00076	0.00348	-0.00563	0.00009	0.00097	0.00083	0.00015	0.00107	-0.00237	0.00100	-0.00034	-0.00300	0.00070	-0.00028	-0.00158	-0.00143	0.00028	-0.01060	0.05671	-0.15514	0.03013	0.00623	0.01478	-0.00466	-0.00029	-0.00052	-0.00015	-0.00029	-0.00052	-0.00015	-0.00000	0.00001	-0.00000	0.06939	-0.05014	-0.00559	0.00252	0.00650	0.00023	0.00088	-0.00114	0.00039	0.00088	-0.00114	0.00039	-0.00001	0.00001	0.00000	2.19630	0.37828	-0.82564
384	0.00008	0.00014	0.00017	0.00267	0.00679	0.00886	0.01422	0.23655	-0.36409	-0.00642	0.00521	-0.00630	-0.00167	0.00418	-0.00532	0.00036	0.00068	0.00118	-0.00029	0.00246	-0.00171	0.00058	-0.00038	-0.00300	0.00061	-0.00057	-0.00162	-0.00042	0.00023	-0.01185	0.05920	-0.15173	0.02207	0.00578	0.01257	-0.00500	-0.00051	-0.00023	0.00069	-0.00051	-0.00023	0.00069	-0.00001	0.00000	0.00000	0.07119	-0.05476	-0.01006	0.00019	0.00616	0.00001	0.00105	-0.00036	-0.00039	0.00105	-0.00036	-0.00039	0.00000	0.00001	-0.00000	2.13146	0.49578	-0.92120
385	0.00010	0.00018	0.00017	0.00387	0.00848	0.00876	0.02863	0.24043	-0.34435	-0.00475	0.00390	-0.00606	-0.00190	0.00377	-0.00563	0.00019	0.00051	0.00104	-0.00040	0.00232	-0.00147	0.00057	-0.00067	-0.00272	0.00047	-0.00039	-0.00144	0.00102	-0.00070	-0.01268	0.05044	-0.14347	0.01288	0.00365	0.01077	-0.00498	-0.00018	0.00013	0.00087	-0.00018	0.00013	0.00087	-0.00000	-0.00001	0.00000	0.07013	-0.05651	-0.01039	-0.00259	0.00481	0.00018	0.00090	0.00067	-0.00107	0.00090	0.00067	-0.00107	0.00002	0.00001	-0.00000	2.10385	0.54536	-0.96492
386	0.00004	0.00017	0.00013	0.00097	0.00871	0.00626	0.02770	0.24199	-0.30877	-0.00107	0.00441	-0.00624	-0.00175	0.00253	-0.00617	-0.00014	0.00026	0.00024	-0.00050	0.00042	-0.00188	0.00059	-0.00124	-0.00257	0.00021	-0.00002	-0.00126	0.00178	-0.00182	-0.01266	0.03594	-0.13229	0.01403	0.00200	0.01039	-0.00396	0.00041	0.00005	0.00034	0.00041	0.00005	0.00034	0.00001	-0.00001	0.00000	0.06958	-0.05059	-0.01267	-0.00431	0.00372	-0.00021	0.00072	0.00105	-0.00083	0.00072	0.00105	-0.00083	0.00002	0.00001	-0.00000	2.16441	0.51332	-0.94124
387	-0.00004	0.00012	0.00010	-0.00337	0.00666	0.00521	0.02258	0.25422	-0.28468	0.00206	0.00721	-0.00690	-0.00192	0.00132	-0.00668	-0.00028	-0.00027	-0.00080	-0.00110	-0.00217	-0.00247	0.00027	-0.00211	-0.00260	-0.00013	0.00008	-0.00121	0.00154	-0.00226	-0.01242	0.02699	-0.12335	0.02574	0.00227	0.01092	-0.00240	0.00071	-0.00044	-0.00033	0.00071	-0.00044	-0.00033	0.00001	-0.00000	-0.00000	0.07190	-0.04194	-0.01895	-0.00406	0.00392	-0.00130	0.00061	0.00069	0.00016	0.00061	0.00069	0.00016	0.00002	0.00000	0.00000	2.27064	0.47562	-0.90780
388	-0.00009	0.00009	0.00012	-0.00615	0.00484	0.00695	0.02570	0.27028	-0.29017	0.00279	0.01007	-0.00761	-0.00239	0.00088	-0.00698	-0.00023	-0.00072	-0.00147	-0.00271	-0.00401	-0.00255	-0.00023	-0.00312	-0.00212	-0.00031	-0.00024	-0.00101	0.00103	-0.00191	-0.01294	0.02633	-0.11919	0.03363	0.00431	0.01087	-0.00180	0.00047	-0.00054	-0.00068	0.00047	-0.00054	-0.00068	0.00001	0.00000	-0.00000	0.07050	-0.03946	-0.01950	-0.00149	0.00508	-0.00156	0.00019	0.00047	0.00093	0.00019	0.00047	0.00093	0.00001	0.00000	0.00000	2.30608	0.47775	-0.93171
389	-0.00010	0.00009	0.00016	-0.00679	0.00462	0.00930	0.03646	0.26667	-0.31377	0.00118	0.01019	-0.00771	-0.00256	0.00111	-0.00687	-0.00027	-0.00063	-0.00152	-0.00451	-0.00443	-0.00204	-0.00037	-0.00381	-0.00095	-0.00026	-0.00065	-0.00046	0.00093	-0.00147	-0.01373	0.02790	-0.11547	0.02668	0.00690	0.00956	-0.00287	-0.00005	0.00015	-0.00065	-0.00005	0.00015	-0.00065	-0.00000	-0.00001	-0.00000	0.05895	-0.04618	-0.00753	0.00274	0.00638	0.00002	-0.00063	0.00081	0.00088	-0.00063	0.00081	0.00088	0.00001	-0.00001	0.00000	2.21800	0.51241	-0.99266
390	-0.00008	0.00010	0.00018	-0.00616	0.00472	0.00996	0.05243	0.22989	-0.31788	-0.00105	0.00819	-0.00734	-0.00227	0.00139	-0.00659	-0.00050	-0.00012	-0.00112	-0.00447	-0.00395	-0.00149	0.00004	-0.00388	-0.00014	-0.00015	-0.00076	0.00010	0.00138	-0.00118	-0.01310	0.02645	-0.10766	0.01200	0.00860	0.00817	-0.00452	-0.00034	0.00057	-0.00053	-0.00034	0.00057	-0.00053	-0.00001	-0.00001	-0.00000	0.04387	-0.05663	0.00418	0.00653	0.00771	0.00180	-0.00117	0.00086	0.00041	-0.00117	0.00086	0.00041	0.00001	-0.00001	0.00000	2.10395	0.57256	-1.00605
