	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\FinishedUpperN2.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.60055	-39.95685	264.15329	-8.56509	51.72699	329.30438
2	0.66561	-39.85877	264.08371	-8.57886	51.69302	329.17804
3	0.73086	-39.76063	264.01422	-8.59260	51.65902	329.05139
4	0.79651	-39.66237	263.94501	-8.60627	51.62497	328.92419
5	0.86276	-39.56392	263.87619	-8.61984	51.59085	328.79614
6	0.92980	-39.46523	263.80789	-8.63328	51.55664	328.66699
7	0.99785	-39.36621	263.74023	-8.64655	51.52230	328.53647
8	1.06709	-39.26683	263.67340	-8.65961	51.48782	328.40427
9	1.13773	-39.16702	263.60745	-8.67245	51.45316	328.27008
10	1.20997	-39.06670	263.54260	-8.68501	51.41832	328.13370
11	1.28395	-38.96586	263.47888	-8.69727	51.38326	327.99487
12	1.35965	-38.86456	263.41650	-8.70922	51.34801	327.85367
13	1.43697	-38.76289	263.35553	-8.72085	51.31259	327.71027
14	1.51583	-38.66097	263.29611	-8.73214	51.27704	327.56479
15	1.59616	-38.55888	263.23828	-8.74310	51.24137	327.41739
16	1.67785	-38.45674	263.18228	-8.75370	51.20564	327.26822
17	1.76083	-38.35464	263.12817	-8.76395	51.16984	327.11743
18	1.84501	-38.25268	263.07605	-8.77382	51.13403	326.96515
19	1.93031	-38.15096	263.02606	-8.78332	51.09821	326.81152
20	2.01665	-38.04956	262.97833	-8.79243	51.06242	326.65674
21	2.10400	-37.94857	262.93298	-8.80114	51.02667	326.50076
22	2.19233	-37.84805	262.89011	-8.80945	50.99096	326.34369
23	2.28161	-37.74805	262.84988	-8.81734	50.95530	326.18558
24	2.37181	-37.64865	262.81244	-8.82481	50.91970	326.02640
25	2.46290	-37.54988	262.77789	-8.83185	50.88415	325.86627
26	2.55487	-37.45184	262.74631	-8.83845	50.84868	325.70520
27	2.64768	-37.35458	262.71793	-8.84460	50.81328	325.54324
28	2.74130	-37.25815	262.69284	-8.85030	50.77796	325.38040
29	2.83570	-37.16262	262.67114	-8.85553	50.74273	325.21677
30	2.93082	-37.06807	262.65298	-8.86030	50.70758	325.05234
31	3.02660	-36.97454	262.63852	-8.86460	50.67254	324.88721
32	3.12297	-36.88212	262.62778	-8.86845	50.63760	324.72144
33	3.21987	-36.79087	262.62097	-8.87183	50.60277	324.55518
34	3.31722	-36.70084	262.61816	-8.87476	50.56805	324.38831
35	3.41498	-36.61213	262.61954	-8.87724	50.53346	324.22101
36	3.51306	-36.52478	262.62515	-8.87926	50.49900	324.05328
37	3.61140	-36.43887	262.63519	-8.88082	50.46466	323.88528
38	3.70995	-36.35445	262.64972	-8.88194	50.43047	323.71698
39	3.80862	-36.27160	262.66895	-8.88261	50.39641	323.54846
40	3.90735	-36.19035	262.69293	-8.88286	50.36250	323.37976
41	4.00606	-36.11076	262.72186	-8.88269	50.32873	323.21091
42	4.10467	-36.03288	262.75580	-8.88211	50.29510	323.04196
43	4.20312	-35.95678	262.79492	-8.88113	50.26163	322.87299
44	4.30133	-35.88249	262.83942	-8.87977	50.22831	322.70398
45	4.39923	-35.81007	262.88937	-8.87804	50.19514	322.53503
46	4.49675	-35.73958	262.94485	-8.87594	50.16213	322.36615
47	4.59381	-35.67107	263.00607	-8.87349	50.12928	322.19739
48	4.69033	-35.60459	263.07318	-8.87071	50.09659	322.02881
49	4.78623	-35.54019	263.14633	-8.86761	50.06407	321.86044
50	4.88142	-35.47791	263.22565	-8.86423	50.03172	321.69238
51	4.97581	-35.41781	263.31128	-8.86056	49.99955	321.52460
52	5.06933	-35.35994	263.40341	-8.85664	49.96755	321.35718
53	5.16190	-35.30434	263.50217	-8.85247	49.93575	321.19016
54	5.25342	-35.25107	263.60773	-8.84809	49.90414	321.02362
55	5.34382	-35.20018	263.72021	-8.84351	49.87273	320.85757
56	5.43301	-35.15170	263.83981	-8.83874	49.84152	320.69211
57	5.52091	-35.10569	263.96661	-8.83382	49.81052	320.52719
58	5.60745	-35.06217	264.10083	-8.82875	49.77973	320.36298
59	5.69255	-35.02118	264.24255	-8.82355	49.74918	320.19943
60	5.77613	-34.98277	264.39191	-8.81826	49.71884	320.03668
61	5.85812	-34.94695	264.54913	-8.81288	49.68874	319.87473
62	5.93843	-34.91378	264.71423	-8.80744	49.65890	319.71368
63	6.01700	-34.88329	264.88742	-8.80196	49.62929	319.55350
64	6.09374	-34.85551	265.06882	-8.79646	49.59995	319.39435
65	6.16858	-34.83048	265.25858	-8.79095	49.57087	319.23621
66	6.24145	-34.80824	265.45685	-8.78545	49.54206	319.07913
67	6.31229	-34.78880	265.66370	-8.77999	49.51352	318.92322
68	6.38103	-34.77223	265.87930	-8.77457	49.48526	318.76843
69	6.44761	-34.75855	266.10382	-8.76921	49.45729	318.61496
70	6.51196	-34.74778	266.33731	-8.76394	49.42962	318.46271
71	6.57402	-34.73998	266.57993	-8.75876	49.40224	318.31180
72	6.63373	-34.73516	266.83185	-8.75370	49.37516	318.16229
73	6.69101	-34.73338	267.09314	-8.74877	49.34840	318.01422
74	6.74582	-34.73465	267.36395	-8.74398	49.32194	317.86761
75	6.79809	-34.73901	267.64438	-8.73935	49.29581	317.72256
76	6.84778	-34.74651	267.93454	-8.73487	49.27001	317.57913
77	6.89485	-34.75717	268.23456	-8.73056	49.24454	317.43726
78	6.93924	-34.77103	268.54446	-8.72642	49.21942	317.29706
79	6.98092	-34.78811	268.86435	-8.72245	49.19464	317.15863
80	7.01983	-34.80846	269.19440	-8.71866	49.17022	317.02185
81	7.05592	-34.83212	269.53467	-8.71507	49.14615	316.88696
82	7.08916	-34.85910	269.88525	-8.71166	49.12245	316.75388
83	7.11949	-34.88945	270.24625	-8.70845	49.09912	316.62268
84	7.14691	-34.92319	270.61761	-8.70543	49.07618	316.49338
85	7.17140	-34.96032	270.99945	-8.70259	49.05361	316.36609
86	7.19294	-35.00089	271.39166	-8.69994	49.03145	316.24069
87	7.21153	-35.04488	271.79440	-8.69746	49.00969	316.11734
88	7.22716	-35.09234	272.20755	-8.69514	48.98834	315.99603
89	7.23980	-35.14327	272.63120	-8.69299	48.96740	315.87671
90	7.24946	-35.19770	273.06528	-8.69099	48.94690	315.75955
91	7.25611	-35.25563	273.50983	-8.68913	48.92682	315.64447
92	7.25976	-35.31710	273.96487	-8.68742	48.90718	315.53152
93	7.26040	-35.38210	274.43033	-8.68583	48.88799	315.42078
94	7.25806	-35.45064	274.90619	-8.68436	48.86925	315.31216
95	7.25275	-35.52273	275.39233	-8.68298	48.85097	315.20578
96	7.24449	-35.59837	275.88873	-8.68169	48.83316	315.10153
97	7.23329	-35.67757	276.39532	-8.68047	48.81582	314.99957
98	7.21916	-35.76034	276.91205	-8.67931	48.79895	314.89987
99	7.20212	-35.84668	277.43890	-8.67818	48.78257	314.80237
100	7.18218	-35.93660	277.97574	-8.67708	48.76668	314.70715
101	7.15937	-36.03011	278.52252	-8.67600	48.75129	314.61426
102	7.13371	-36.12718	279.07919	-8.67491	48.73639	314.52359
103	7.10525	-36.22783	279.64557	-8.67380	48.72200	314.43524
104	7.07402	-36.33204	280.22156	-8.67266	48.70810	314.34918
105	7.04006	-36.43979	280.80704	-8.67147	48.69472	314.26538
106	7.00340	-36.55109	281.40192	-8.67022	48.68185	314.18387
107	6.96409	-36.66592	282.00604	-8.66888	48.66948	314.10464
108	6.92217	-36.78427	282.61929	-8.66745	48.65763	314.02771
109	6.87766	-36.90614	283.24161	-8.66591	48.64629	313.95306
110	6.83062	-37.03151	283.87280	-8.66425	48.63548	313.88068
111	6.78109	-37.16034	284.51273	-8.66244	48.62517	313.81055
112	6.72915	-37.29261	285.16122	-8.66048	48.61536	313.74265
113	6.67485	-37.42826	285.81805	-8.65836	48.60606	313.67697
114	6.61825	-37.56727	286.48315	-8.65606	48.59724	313.61346
115	6.55942	-37.70958	287.15631	-8.65358	48.58892	313.55209
116	6.49841	-37.85517	287.83731	-8.65090	48.58107	313.49283
117	6.43529	-38.00399	288.52603	-8.64800	48.57369	313.43567
118	6.37012	-38.15600	289.22226	-8.64487	48.56678	313.38055
119	6.30296	-38.31116	289.92587	-8.64152	48.56032	313.32751
120	6.23388	-38.46942	290.63663	-8.63792	48.55431	313.27640
121	6.16295	-38.63073	291.35446	-8.63407	48.54874	313.22729
122	6.09023	-38.79502	292.07919	-8.62998	48.54358	313.18002
123	6.01580	-38.96224	292.81061	-8.62564	48.53884	313.13464
124	5.93972	-39.13234	293.54865	-8.62104	48.53450	313.09109
125	5.86206	-39.30527	294.29306	-8.61618	48.53054	313.04922
126	5.78288	-39.48096	295.04373	-8.61106	48.52695	313.00903
127	5.70227	-39.65936	295.80051	-8.60568	48.52373	312.97055
128	5.62028	-39.84041	296.56320	-8.60003	48.52086	312.93362
129	5.53699	-40.02406	297.33176	-8.59411	48.51831	312.89825
130	5.45245	-40.21023	298.10599	-8.58795	48.51609	312.86432
131	5.36673	-40.39888	298.88574	-8.58155	48.51415	312.83176
132	5.27989	-40.58992	299.67090	-8.57492	48.51249	312.80045
133	5.19201	-40.78330	300.46140	-8.56807	48.51109	312.77039
134	5.10314	-40.97897	301.25705	-8.56101	48.50993	312.74149
135	5.01334	-41.17684	302.05771	-8.55375	48.50900	312.71362
136	4.92269	-41.37686	302.86325	-8.54630	48.50826	312.68674
137	4.83125	-41.57897	303.67358	-8.53867	48.50770	312.66077
138	4.73907	-41.78309	304.48856	-8.53087	48.50731	312.63562
139	4.64621	-41.98916	305.30807	-8.52292	48.50706	312.61121
140	4.55273	-42.19710	306.13199	-8.51484	48.50695	312.58743
141	4.45868	-42.40683	306.96021	-8.50662	48.50694	312.56421
142	4.36411	-42.61829	307.79260	-8.49830	48.50701	312.54144
143	4.26909	-42.83141	308.62903	-8.48988	48.50715	312.51904
144	4.17367	-43.04611	309.46939	-8.48138	48.50734	312.49692
145	4.07791	-43.26232	310.31357	-8.47282	48.50756	312.47498
146	3.98185	-43.47997	311.16144	-8.46420	48.50779	312.45316
147	3.88554	-43.69899	312.01288	-8.45554	48.50802	312.43134
148	3.78903	-43.91932	312.86783	-8.44687	48.50824	312.40948
149	3.69236	-44.14087	313.72607	-8.43819	48.50843	312.38751
150	3.59557	-44.36359	314.58759	-8.42953	48.50859	312.36536
151	3.49870	-44.58741	315.45221	-8.42091	48.50870	312.34293
152	3.40180	-44.81226	316.31982	-8.41233	48.50876	312.32019
153	3.30490	-45.03807	317.19028	-8.40382	48.50875	312.29703
154	3.20806	-45.26476	318.06354	-8.39540	48.50867	312.27338
155	3.11130	-45.49228	318.93942	-8.38708	48.50850	312.24921
156	3.01466	-45.72056	319.81781	-8.37887	48.50824	312.22443
157	2.91816	-45.94950	320.69855	-8.37080	48.50788	312.19901
158	2.82183	-46.17905	321.58145	-8.36287	48.50743	312.17294
159	2.72570	-46.40913	322.46637	-8.35511	48.50689	312.14618
160	2.62979	-46.63966	323.35315	-8.34752	48.50624	312.11865
161	2.53412	-46.87057	324.24167	-8.34013	48.50550	312.09039
162	2.43873	-47.10180	325.13174	-8.33295	48.50464	312.06128
163	2.34364	-47.33324	326.02313	-8.32599	48.50368	312.03134
164	2.24887	-47.56485	326.91580	-8.31926	48.50261	312.00052
165	2.15444	-47.79654	327.80945	-8.31278	48.50144	311.96881
166	2.06035	-48.02824	328.70398	-8.30655	48.50018	311.93625
167	1.96662	-48.25986	329.59903	-8.30057	48.49881	311.90277
168	1.87325	-48.49133	330.49457	-8.29483	48.49736	311.86850
169	1.78026	-48.72257	331.39020	-8.28936	48.49583	311.83334
170	1.68764	-48.95351	332.28586	-8.28414	48.49421	311.79733
171	1.59542	-49.18406	333.18124	-8.27919	48.49254	311.76053
172	1.50361	-49.41415	334.07617	-8.27450	48.49079	311.72287
173	1.41220	-49.64370	334.97040	-8.27009	48.48899	311.68439
174	1.32120	-49.87263	335.86380	-8.26593	48.48713	311.64514
175	1.23061	-50.10088	336.75598	-8.26202	48.48523	311.60513
176	1.14044	-50.32837	337.64673	-8.25836	48.48331	311.56439
177	1.05067	-50.55502	338.53577	-8.25492	48.48137	311.52301
178	0.96130	-50.78074	339.42288	-8.25171	48.47941	311.48093
179	0.87234	-51.00549	340.30780	-8.24871	48.47746	311.43826
180	0.78379	-51.22916	341.19028	-8.24591	48.47552	311.39502
181	0.69564	-51.45169	342.07004	-8.24330	48.47361	311.35123
182	0.60789	-51.67301	342.94684	-8.24087	48.47173	311.30692
183	0.52054	-51.89304	343.82040	-8.23861	48.46988	311.26215
184	0.43359	-52.11171	344.69043	-8.23648	48.46810	311.21698
185	0.34704	-52.32893	345.55661	-8.23447	48.46638	311.17145
186	0.26089	-52.54462	346.41870	-8.23256	48.46473	311.12555
187	0.17514	-52.75872	347.27634	-8.23073	48.46317	311.07944
188	0.08978	-52.97116	348.12936	-8.22896	48.46170	311.03308
189	0.00481	-53.18184	348.97733	-8.22722	48.46034	310.98657
190	-0.07976	-53.39069	349.82004	-8.22550	48.45910	310.93991
191	-0.16394	-53.59765	350.65720	-8.22376	48.45798	310.89319
192	-0.24772	-53.80265	351.48856	-8.22200	48.45700	310.84644
193	-0.33111	-54.00562	352.31384	-8.22019	48.45617	310.79974
194	-0.41408	-54.20652	353.13281	-8.21830	48.45548	310.75311
195	-0.49665	-54.40528	353.94522	-8.21632	48.45495	310.70663
196	-0.57880	-54.60184	354.75085	-8.21422	48.45459	310.66034
197	-0.66053	-54.79616	355.54941	-8.21198	48.45440	310.61432
198	-0.74184	-54.98814	356.34070	-8.20958	48.45440	310.56860
199	-0.82273	-55.17776	357.12439	-8.20699	48.45458	310.52325
200	-0.90318	-55.36495	357.90030	-8.20419	48.45496	310.47833
201	-0.98318	-55.54966	358.66824	-8.20117	48.45555	310.43387
202	-1.06275	-55.73188	359.42807	-8.19790	48.45634	310.38992
203	-1.14185	-55.91154	360.17953	-8.19437	48.45734	310.34659
204	-1.22049	-56.08862	360.92252	-8.19056	48.45856	310.30389
205	-1.29865	-56.26309	361.65680	-8.18645	48.46000	310.26190
206	-1.37633	-56.43491	362.38223	-8.18202	48.46166	310.22067
207	-1.45352	-56.60403	363.09860	-8.17726	48.46355	310.18027
208	-1.53022	-56.77042	363.80582	-8.17214	48.46568	310.14075
209	-1.60640	-56.93405	364.50360	-8.16665	48.46805	310.10214
210	-1.68207	-57.09491	365.19196	-8.16078	48.47066	310.06454
211	-1.75720	-57.25299	365.87073	-8.15451	48.47351	310.02798
212	-1.83179	-57.40828	366.53986	-8.14783	48.47660	309.99255
213	-1.90583	-57.56076	367.19922	-8.14074	48.47993	309.95822
