Unnamed: 0_level_0,FullBody_CoG_pos,FullBody_CoG_pos,FullBody_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_CoG_pos,Head_CoG_pos,Head_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2868,0.08581,0.34504,0.99204,0.0802,0.59167,1.48345,0.29129,0.46972,1.49773,-0.03285,0.52976,1.31621,0.32152,0.34354,1.32695,-0.08808,0.45081,1.32838,0.28783,0.22831,1.33083,0.11869,0.36911,1.64032,0.09592,0.31802,1.62245,0.07412,0.29512,1.24994,0.0613,0.30061,0.93651,0.0214,0.44996,0.74123,0.15588,0.27285,0.73173,0.04229,0.57157,0.32803,0.1189,0.27642,0.30881,0.05846,0.656,0.03167,0.11299,0.25338,0.02437,0.06132,0.66919,0.03111,0.13183,0.25014,0.02428
2869,0.08614,0.34527,0.99197,0.08098,0.59119,1.48511,0.29182,0.46932,1.49849,-0.03182,0.53052,1.31728,0.32212,0.3435,1.32745,-0.08725,0.45171,1.32896,0.28822,0.22812,1.33099,0.11908,0.36846,1.64007,0.09614,0.31744,1.6222,0.0744,0.29537,1.24988,0.06159,0.30092,0.93633,0.0215,0.45008,0.74111,0.15643,0.27353,0.73148,0.04233,0.57147,0.32782,0.11941,0.277,0.30873,0.05849,0.65594,0.03154,0.11301,0.25356,0.02444,0.06135,0.66913,0.031,0.13186,0.25033,0.02433
2870,0.08649,0.34537,0.9919,0.08214,0.59066,1.48684,0.29237,0.46887,1.49928,-0.03072,0.53125,1.31864,0.32282,0.34341,1.32802,-0.08638,0.45243,1.3298,0.28878,0.22795,1.33118,0.11947,0.3677,1.63976,0.09642,0.31673,1.6219,0.07473,0.2954,1.24977,0.06189,0.30109,0.93613,0.02161,0.4502,0.74098,0.15695,0.27401,0.73124,0.04234,0.57152,0.32768,0.11988,0.27743,0.30864,0.05844,0.65589,0.03142,0.11306,0.25361,0.02443,0.06132,0.66908,0.0309,0.13191,0.2504,0.0243
2871,0.0869,0.34537,0.99182,0.08377,0.58997,1.48863,0.29289,0.46843,1.50013,-0.02952,0.53192,1.32029,0.32365,0.34332,1.32869,-0.08546,0.453,1.33085,0.28955,0.22783,1.3314,0.1199,0.36682,1.63941,0.09678,0.31588,1.62156,0.07512,0.29522,1.24959,0.06223,0.30115,0.93589,0.02182,0.45039,0.74085,0.15746,0.27432,0.73098,0.04237,0.57178,0.32763,0.12033,0.27772,0.3085,0.0583,0.65584,0.03127,0.11315,0.25355,0.02432,0.06121,0.66903,0.03074,0.13199,0.25034,0.02418
2872,0.08738,0.3453,0.99171,0.0858,0.58906,1.49051,0.29336,0.46801,1.50108,-0.02819,0.53251,1.32218,0.32461,0.34333,1.32946,-0.08446,0.45344,1.33205,0.29054,0.22781,1.33165,0.12039,0.36584,1.63902,0.09721,0.31492,1.62119,0.07558,0.29487,1.24935,0.06262,0.30114,0.93559,0.02218,0.45072,0.74074,0.15799,0.27447,0.73069,0.04251,0.57234,0.3277,0.12077,0.27787,0.30829,0.0581,0.65581,0.03109,0.11327,0.25338,0.02409,0.06105,0.66898,0.03051,0.13212,0.25018,0.02394
2873,0.08794,0.34519,0.9916,0.08806,0.58783,1.49251,0.29374,0.46765,1.50214,-0.02668,0.53297,1.32419,0.32566,0.34348,1.33031,-0.08337,0.45377,1.33327,0.29169,0.22789,1.33193,0.12094,0.3648,1.63863,0.0977,0.3139,1.62081,0.0761,0.29439,1.24906,0.06305,0.30109,0.93525,0.02273,0.45126,0.74071,0.15852,0.27449,0.73036,0.04285,0.57329,0.32798,0.12123,0.27787,0.308,0.05787,0.65582,0.03096,0.11343,0.25314,0.02375,0.06088,0.66897,0.0303,0.13228,0.24994,0.02359
2874,0.08858,0.34508,0.99151,0.09038,0.5863,1.49468,0.29398,0.46735,1.50333,-0.02497,0.53324,1.32625,0.32676,0.3438,1.33124,-0.08216,0.45397,1.33447,0.29297,0.22806,1.33222,0.12155,0.36369,1.63822,0.09823,0.31283,1.62041,0.07667,0.2938,1.24874,0.06351,0.30102,0.93491,0.02347,0.45205,0.74084,0.15906,0.27442,0.72999,0.0435,0.57472,0.3286,0.12169,0.27773,0.30765,0.0577,0.65591,0.03101,0.11362,0.25286,0.02333,0.06076,0.66904,0.03023,0.13247,0.24966,0.02315
2875,0.08927,0.34498,0.99149,0.09255,0.58451,1.49709,0.29403,0.4671,1.50461,-0.02309,0.53329,1.32837,0.32788,0.34428,1.33222,-0.08086,0.454,1.33565,0.29432,0.2283,1.33252,0.1222,0.36252,1.63781,0.09877,0.3117,1.62002,0.07724,0.29312,1.24843,0.06397,0.30094,0.93461,0.0244,0.45318,0.7412,0.1596,0.27427,0.72964,0.04452,0.57671,0.32968,0.12215,0.27743,0.30728,0.05765,0.65612,0.03134,0.11381,0.25257,0.02288,0.06075,0.66923,0.03041,0.13265,0.24935,0.02267
2876,0.08998,0.34492,0.99157,0.09445,0.58253,1.49979,0.29385,0.46685,1.50595,-0.02114,0.53314,1.33057,0.32901,0.34483,1.33325,-0.07949,0.45384,1.33685,0.29574,0.22855,1.33283,0.12285,0.36125,1.63739,0.0993,0.31048,1.61962,0.07777,0.29235,1.24813,0.06438,0.30086,0.93437,0.02551,0.45469,0.74187,0.16011,0.27407,0.72932,0.04596,0.57937,0.33134,0.12261,0.27699,0.30694,0.05776,0.65649,0.03207,0.11396,0.25228,0.02244,0.06088,0.66958,0.03095,0.1328,0.24904,0.02218
