	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d
7	-2.19583	-0.00000	0.00000	-0.96621	-0.00000	0.00000	-2.29844	-6.66476	11.85157	15.37511	8.57330	-5.28666	-20.91834	-4.26293	0.00006	-16.03512	-1.65270	0.00001	38.09726	13.79792	9.85743	12.78075	-2.66390	-6.69789	10.49478	14.78695	-28.45551	12.10482	-14.21485	40.08569	35.19991	0.00090	-82.28765	38.26448	-0.00137	86.00220	-12.67536	-2.19415	0.00014	-8.34339	5.63834	-0.00023	8.85529	-1.54661	-8.15948	-13.21760	1.65418	-8.13849	1.39508	-1.89140	4.24950
8	-1.97843	0.00000	0.00000	-0.91473	0.00000	0.00000	-2.31992	-6.23062	11.48243	15.29676	8.78414	-5.20072	-20.99911	-4.28198	-0.00011	-16.03268	-1.79415	-0.00014	38.05142	13.88906	10.06000	12.73680	-2.59330	-6.77367	10.39421	14.72018	-28.30029	12.20606	-14.24268	40.31113	35.19197	0.00049	-81.64793	38.45106	-0.00107	86.25596	-12.70159	-2.02682	-0.00006	-8.35853	5.65441	0.00036	8.79725	-1.57751	-8.10919	-13.27801	1.60665	-8.10350	1.40775	-1.86034	4.27593
9	-1.66976	0.00000	0.00000	-0.78943	0.00000	0.00000	-2.44032	-5.85773	10.97334	15.23379	9.03026	-5.00887	-21.07720	-4.16882	-0.00029	-15.96188	-1.95278	-0.00023	38.05808	13.88235	10.37633	12.69180	-2.58617	-7.04466	10.32298	14.69280	-28.17624	12.33184	-14.26356	40.56371	35.30059	-0.00022	-81.25636	38.65393	0.00092	86.21120	-12.70769	-1.93293	-0.00012	-8.48177	5.59466	0.00058	8.74668	-1.46773	-8.10140	-13.33018	1.70546	-8.05500	1.39960	-1.91826	4.26986
10	-1.53938	0.00000	0.00000	-0.74168	-0.00000	0.00000	-2.57963	-5.84692	10.64539	15.22920	9.19135	-4.91379	-21.09504	-4.01034	-0.00025	-15.86861	-2.02905	-0.00011	38.10108	13.81593	10.60541	12.66366	-2.61785	-7.26487	10.28405	14.71296	-28.21354	12.41658	-14.27552	40.69464	35.51141	-0.00053	-81.06219	38.88052	0.00267	85.70434	-12.65929	-1.88389	-0.00021	-8.62311	5.51952	0.00046	8.76113	-1.29615	-8.17928	-13.31362	1.89372	-8.06267	1.38062	-1.99840	4.26348
11	-1.68069	0.00000	0.00000	-0.85796	0.00000	-0.00000	-2.65084	-6.23202	10.66234	15.27098	9.19350	-5.02201	-21.04933	-3.94199	-0.00018	-15.80671	-2.02979	-0.00000	38.13013	13.78447	10.58556	12.64626	-2.61222	-7.28157	10.23715	14.75309	-28.34300	12.44377	-14.25976	40.64987	35.71871	-0.00019	-81.03108	39.08595	0.00196	85.00034	-12.56110	-1.88117	-0.00031	-8.73077	5.55593	0.00018	8.82480	-1.20677	-8.24444	-13.24761	2.00103	-8.08947	1.36923	-2.02012	4.27744
12	-1.87867	-0.00000	-0.00000	-1.03498	-0.00000	0.00000	-2.63480	-6.71702	10.87472	15.29959	9.13006	-5.17551	-21.00608	-3.98280	-0.00008	-15.77895	-2.04290	-0.00001	38.12113	13.79628	10.37283	12.61596	-2.56229	-7.22352	10.14447	14.77791	-28.39265	12.45353	-14.21267	40.54053	35.82822	0.00007	-81.22729	39.20979	0.00000	84.50082	-12.46683	-1.99520	-0.00012	-8.83873	5.71477	-0.00019	8.87903	-1.24753	-8.18484	-13.19603	1.94086	-8.04955	1.38382	-1.99240	4.28610
13	-1.88264	0.00000	-0.00000	-1.15333	-0.00000	-0.00000	-2.59370	-6.98802	11.07050	15.30014	9.13715	-5.19453	-21.01247	-4.05268	0.00000	-15.77169	-2.08795	-0.00002	38.09579	13.77571	10.13734	12.57373	-2.54472	-7.25153	10.04217	14.78089	-28.36967	12.49057	-14.16227	40.50240	35.83223	-0.00012	-81.57981	39.27029	-0.00105	84.49437	-12.45274	-2.28205	0.00050	-8.98678	5.95701	-0.00046	8.90783	-1.33917	-8.02076	-13.17477	1.79429	-7.93192	1.42649	-1.97648	4.24967
14	-1.62186	0.00000	0.00000	-1.18015	0.00000	-0.00000	-2.64141	-6.91532	11.14139	15.29723	9.23419	-5.08568	-21.02386	-4.09207	-0.00000	-15.79802	-2.11034	-0.00004	38.08009	13.68393	10.00748	12.55268	-2.60527	-7.38716	9.98917	14.76372	-28.38153	12.56335	-14.14119	40.56097	35.78198	-0.00024	-81.96950	39.32671	-0.00094	85.13177	-12.49097	-2.68031	0.00073	-9.08316	6.22274	-0.00021	8.94869	-1.40444	-7.88879	-13.14003	1.68420	-7.83416	1.49031	-1.99616	4.15919
15	-1.21951	0.00000	-0.00000	-1.09046	0.00000	0.00000	-2.83789	-6.55549	11.05075	15.27767	9.35411	-4.96560	-20.96011	-4.09249	0.00000	-15.86366	-2.09324	-0.00005	38.05133	13.56901	10.04685	12.55560	-2.69637	-7.58000	9.97199	14.71815	-28.42946	12.65029	-14.16920	40.67127	35.74077	-0.00010	-82.32884	39.39131	-0.00004	86.27737	-12.43792	-2.98462	0.00065	-9.01254	6.35380	-0.00015	9.02790	-1.43894	-7.90725	-13.05949	1.65917	-7.86426	1.54559	-2.02067	4.05810
16	-0.92576	-0.00000	0.00000	-0.87385	0.00000	-0.00000	-3.08545	-6.15298	10.86773	15.21307	9.44314	-4.93436	-20.82105	-4.06085	0.00003	-15.93342	-2.07050	-0.00002	37.97162	13.50024	10.22224	12.54031	-2.74176	-7.74286	9.93746	14.65210	-28.47605	12.72035	-14.24845	40.76990	35.76915	-0.00005	-82.54632	39.46628	0.00035	87.53802	-12.24540	-3.02150	0.00106	-8.84415	6.23112	-0.00036	9.11757	-1.44980	-8.05519	-12.96195	1.70471	-8.00544	1.53556	-2.00670	4.01840
17	-0.89375	0.00000	0.00000	-0.61033	-0.00000	-0.00000	-3.22591	-5.98628	10.72992	15.13382	9.49415	-4.99904	-20.69783	-3.99814	0.00000	-15.97411	-2.07336	0.00000	37.86743	13.48855	10.41578	12.49334	-2.72220	-7.80127	9.88447	14.59173	-28.55123	12.74534	-14.34879	40.77158	35.89018	-0.00040	-82.51924	39.59574	-0.00055	88.62047	-12.09051	-2.88734	0.00112	-8.72930	5.99145	-0.00002	9.17483	-1.41985	-8.17268	-12.89878	1.77661	-8.10307	1.44488	-1.94987	4.07111
18	-1.06787	0.00000	0.00000	-0.46373	-0.00000	0.00000	-3.20019	-6.17989	10.73358	15.12805	9.49743	-5.11531	-20.66607	-3.91860	-0.00005	-16.00243	-2.09613	0.00000	37.80709	13.49235	10.51092	12.45541	-2.67951	-7.73418	9.85245	14.54561	-28.66532	12.71936	-14.41777	40.65219	36.04047	-0.00059	-82.31931	39.80290	-0.00144	89.47363	-12.16470	-2.86982	0.00122	-8.68056	5.89745	0.00042	9.19138	-1.35929	-8.11268	-12.88614	1.81019	-8.02468	1.34892	-1.89813	4.16815
19	-1.30510	0.00000	-0.00000	-0.55049	0.00000	0.00000	-3.05669	-6.64422	10.88115	15.24248	9.42122	-5.26681	-20.72596	-3.86234	0.00000	-16.06334	-2.10384	-0.00005	37.81335	13.50013	10.48272	12.46170	-2.64518	-7.55911	9.84165	14.49465	-28.72113	12.67268	-14.42936	40.53120	36.11109	-0.00049	-82.18991	40.03535	-0.00102	90.05858	-12.38484	-3.11463	0.00117	-8.62085	6.02234	0.00063	9.18052	-1.32689	-7.89125	-12.90896	1.75698	-7.80728	1.34114	-1.89198	4.23557
20	-1.43974	-0.00000	-0.00000	-0.79096	0.00000	-0.00000	-2.89780	-7.05431	11.05830	15.40496	9.27750	-5.40198	-20.84177	-3.85362	0.00010	-16.17612	-2.08755	-0.00010	37.85585	13.54675	10.44134	12.50468	-2.60667	-7.37743	9.81390	14.42040	-28.61207	12.64961	-14.40665	40.55103	36.05367	-0.00049	-82.26342	40.21567	0.00020	90.12756	-12.48083	-3.47566	0.00005	-8.51882	6.19552	0.00042	9.16304	-1.35813	-7.65201	-12.93826	1.63807	-7.59732	1.43117	-1.91265	4.24528
21	-1.32941	0.00000	0.00000	-0.95487	0.00000	-0.00000	-2.83908	-7.03326	11.08839	15.49105	9.15486	-5.38536	-20.96450	-3.86544	0.00005	-16.30374	-2.08903	-0.00009	37.89267	13.62211	10.53857	12.54424	-2.56452	-7.38346	9.75741	14.32541	-28.35894	12.66472	-14.38259	40.69585	35.91179	-0.00016	-82.35402	40.31485	0.00074	89.45390	-12.34535	-3.70548	-0.00045	-8.37206	6.21004	-0.00023	9.17811	-1.41546	-7.51622	-12.92936	1.53387	-7.49308	1.54694	-1.92803	4.21195
22	-1.06317	-0.00000	-0.00000	-0.93320	0.00000	-0.00000	-2.89897	-6.58821	10.95763	15.46582	9.11318	-5.20642	-21.03533	-3.88421	-0.00013	-16.38135	-2.12946	-0.00010	37.89077	13.66644	10.74431	12.53864	-2.54902	-7.62082	9.70130	14.22954	-28.09814	12.69316	-14.35134	40.81480	35.76188	0.00007	-82.27005	40.36488	0.00017	88.39285	-12.15569	-3.73455	-0.00001	-8.18645	6.00950	-0.00075	9.26519	-1.45469	-7.50968	-12.84221	1.49506	-7.50179	1.61778	-1.94737	4.15868
23	-0.97234	0.00000	0.00000	-0.87446	0.00000	-0.00000	-2.94982	-6.19084	10.90836	15.41934	9.08152	-5.11726	-21.04918	-3.96493	-0.00022	-16.39847	-2.15414	-0.00011	37.86697	13.68213	10.79459	12.50130	-2.55292	-7.81008	9.68970	14.16266	-27.98207	12.71666	-14.27392	40.78805	35.65509	-0.00028	-82.17368	40.42037	-0.00125	87.77776	-12.17140	-3.72416	0.00078	-8.00589	5.70637	-0.00057	9.43895	-1.49043	-7.58413	-12.66439	1.48996	-7.58422	1.62938	-1.98799	4.11855
