	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
33	0.28133	0.19990	0.00471	0.11260	0.70160	0.00331	0.24557	0.16719	0.00749	0.10505	0.65369	0.00515	0.27358	0.14757	0.01244	0.08583	0.66247	0.00970	0.13498	0.02080	0.02200	0.05635	0.47300	0.01273
34	0.28148	0.19994	0.00481	0.11247	0.70161	0.00322	0.24570	0.16727	0.00762	0.10495	0.65370	0.00505	0.27371	0.14760	0.01246	0.08570	0.66246	0.00947	0.13498	0.02095	0.02205	0.05639	0.47297	0.01260
35	0.28158	0.19997	0.00475	0.11248	0.70161	0.00313	0.24578	0.16732	0.00763	0.10496	0.65370	0.00495	0.27378	0.14764	0.01245	0.08568	0.66247	0.00925	0.13499	0.02108	0.02219	0.05635	0.47299	0.01262
36	0.28154	0.20002	0.00456	0.11268	0.70166	0.00321	0.24574	0.16736	0.00746	0.10510	0.65375	0.00495	0.27374	0.14770	0.01236	0.08584	0.66255	0.00923	0.13497	0.02113	0.02228	0.05624	0.47311	0.01275
37	0.28135	0.20013	0.00433	0.11290	0.70174	0.00344	0.24559	0.16744	0.00721	0.10525	0.65384	0.00505	0.27360	0.14783	0.01221	0.08602	0.66268	0.00944	0.13497	0.02111	0.02223	0.05608	0.47329	0.01283
38	0.28116	0.20032	0.00415	0.11300	0.70181	0.00361	0.24544	0.16757	0.00700	0.10529	0.65392	0.00522	0.27348	0.14801	0.01206	0.08610	0.66276	0.00973	0.13505	0.02109	0.02212	0.05593	0.47341	0.01276
39	0.28113	0.20045	0.00404	0.11296	0.70179	0.00356	0.24545	0.16768	0.00696	0.10523	0.65391	0.00537	0.27351	0.14814	0.01199	0.08603	0.66274	0.00990	0.13519	0.02109	0.02206	0.05592	0.47337	0.01258
40	0.28126	0.20042	0.00404	0.11281	0.70167	0.00330	0.24559	0.16765	0.00709	0.10513	0.65379	0.00546	0.27364	0.14810	0.01208	0.08588	0.66259	0.00984	0.13530	0.02108	0.02210	0.05611	0.47317	0.01243
41	0.28139	0.20028	0.00412	0.11261	0.70149	0.00304	0.24569	0.16754	0.00725	0.10501	0.65361	0.00546	0.27374	0.14797	0.01225	0.08571	0.66237	0.00965	0.13533	0.02101	0.02221	0.05641	0.47287	0.01237
42	0.28140	0.20016	0.00424	0.11246	0.70138	0.00297	0.24569	0.16743	0.00735	0.10493	0.65349	0.00543	0.27373	0.14786	0.01238	0.08558	0.66222	0.00947	0.13527	0.02096	0.02231	0.05660	0.47267	0.01232
