	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedTeepN4.c3d
451	-47.13796	-18.27475	-31.19042	105.65217	12.76127	-1.22692	47.88084	16.84620	-69.74076	88.21314	44.25674	-4.32339	-1.73691	0.76095	-2.38593	13.17338	-2.20256	2.19208	69.26870	55.26494	-158.22856	72.88976	17.93462	-59.25712	2.82326	16.87855	-9.45733	-19.34436	-4.17618	-18.09857	5.23248	2.19045	-0.27499	-1.54106	0.92702	-0.37007	0.50510	0.27185	-0.07324	0.00578	0.09523	0.13908
452	-25.84882	-13.71560	-26.95536	101.16264	17.32821	-3.41922	100.67733	17.04531	-59.62390	75.26115	51.98109	-4.23455	0.38216	1.43325	-2.49777	14.00509	-2.74127	2.15690	117.17726	44.52305	-143.09825	50.02343	18.91813	-48.65398	4.93796	14.59118	-15.51513	-6.17383	-5.33559	-6.37118	3.59939	1.35602	-2.54699	0.75496	0.22350	0.37447	0.05940	0.14104	-0.60023	0.10323	0.07674	0.17022
453	-8.12423	-5.57447	-12.62358	99.98599	19.63943	-3.98985	106.05635	15.08558	-35.02949	67.89039	55.46592	-0.13112	1.78685	1.21459	-1.21132	14.51463	-3.31375	2.03957	127.48194	35.84122	-88.50864	11.23414	26.74221	-47.41158	8.01901	13.09836	-21.60924	3.67910	-4.58994	2.24731	2.93947	0.91281	-4.28203	1.51028	-0.58212	-0.26802	-0.19217	0.06781	-1.00586	0.13500	-0.07462	-0.44171
454	7.11871	0.51196	-0.46868	105.41493	21.76190	-4.05240	91.74071	11.04937	-10.80662	74.67244	59.82743	2.82898	2.54149	0.60767	0.04541	15.00545	-3.60792	1.96410	130.93504	33.44989	-33.53656	-9.65520	33.47409	-56.32930	11.93311	10.03658	-27.76728	4.75951	-3.53270	3.22823	1.90596	0.24266	-5.38115	1.59866	-0.96640	-0.11395	-0.36985	-0.02587	-1.21233	0.17118	-0.27914	-0.52691
455	16.19954	-0.38853	-2.55033	111.01991	23.06836	-3.97923	82.86721	7.85053	-10.34968	85.85097	59.85133	1.26099	2.79834	0.33856	-0.10750	15.35233	-3.57104	1.90958	139.43471	32.55512	-21.55417	8.65326	21.73932	-61.35222	14.71598	5.19194	-30.86827	2.43545	-4.94319	1.47860	0.43270	-0.65324	-5.29621	2.91032	-1.25279	1.68304	-0.42180	-0.14096	-1.03719	0.36813	-0.42841	0.27171
456	12.59196	-3.97609	-9.88293	111.92091	20.65460	-2.74799	72.53963	5.59128	-20.93220	87.60224	44.72719	-3.50133	2.42179	0.29463	-0.78567	15.40763	-3.41134	1.76640	123.63938	20.01845	-40.31993	51.44188	3.99839	-48.46848	13.48968	0.85323	-27.11396	3.98464	-9.36946	3.52232	-0.69045	-1.24404	-3.95119	5.40690	-2.12042	3.51582	-0.36633	-0.22737	-0.60439	0.64330	-0.54530	1.03293
457	-0.19555	-2.91910	-6.21018	108.50674	16.28260	-0.73342	52.76403	4.76077	-14.04811	76.44588	21.16020	-7.39360	1.54646	-0.00837	-0.24836	15.24888	-3.07555	1.66942	73.84808	0.31784	-46.99112	73.41039	5.19233	-20.29378	8.83125	-1.91416	-18.63381	10.48617	-15.22103	10.22020	-1.57388	-1.55541	-2.46283	8.01938	-3.80463	4.33392	-0.42328	-0.31076	-0.34730	0.85154	-0.75998	1.15103
458	-8.92914	1.42340	4.87411	102.23024	12.17320	1.64396	34.92918	7.72122	2.57031	61.52006	-1.28683	-5.89280	0.73225	-0.45273	1.13893	14.79131	-2.62412	1.73507	30.31413	-17.04511	-34.37754	42.35104	19.44598	3.99728	5.96509	-3.19718	-15.09452	18.43229	-19.81803	18.07403	-2.16376	-1.73031	-2.92628	9.76568	-5.70010	4.36900	-0.67381	-0.34690	-0.58939	0.91290	-1.03093	0.86785
459	-7.27877	2.43417	7.18786	96.41194	10.71177	3.48306	28.88816	12.42549	-0.83191	57.26674	-12.61940	-0.05285	0.37807	-0.50796	1.58058	13.89808	-2.14866	1.98955	30.80535	-22.43772	-30.86502	-14.61501	20.98632	10.42811	7.88494	-3.36511	-21.82265	24.13472	-21.63904	23.37021	-1.83250	-1.55559	-6.37716	10.29185	-6.99654	4.06317	-0.96842	-0.21816	-1.20943	0.85812	-1.20609	0.57271
460	-2.65917	-0.33293	-0.64175	94.19949	13.51433	3.66305	28.29966	12.05303	-20.60618	67.33394	-7.15814	4.12571	0.41553	-0.11974	0.75023	12.72166	-1.65176	2.37241	60.80814	-14.40257	-43.90877	-41.17527	9.83730	6.89923	10.24994	-2.71361	-28.95699	25.17652	-20.92483	24.30329	-0.66379	-0.96546	-10.04735	9.84796	-7.15385	3.92359	-1.08102	0.00213	-1.62354	0.77528	-1.20799	0.48151
461	-5.80007	-1.76171	-4.52335	93.78451	15.18230	3.84754	21.23378	3.84400	-20.96898	79.88934	-5.21921	5.14530	0.32630	0.21815	-0.00583	11.53525	-1.46900	2.51544	75.92272	-21.01345	-43.47232	-30.32244	9.53586	9.49756	7.82280	-1.88890	-24.06599	22.48421	-17.85170	22.26254	0.17940	-0.47836	-10.18859	9.06803	-6.02833	4.61951	-0.92405	0.08054	-1.37600	0.72134	-1.05822	0.68255
462	-19.50309	-0.43260	1.09670	93.88213	12.95582	5.17479	3.81191	-6.06264	7.46023	87.04259	-18.28204	5.47680	-0.43495	0.20640	0.08414	10.60648	-1.68614	2.31605	60.33000	-52.98273	-15.64686	-19.66657	22.04643	20.04926	2.39390	-1.65097	-10.74695	19.55809	-14.32135	20.12551	0.19737	-0.42339	-7.30405	8.69703	-4.74039	5.90893	-0.53861	0.04075	-0.74433	0.72057	-0.94255	1.02382
463	-36.57793	0.40785	6.11282	95.11223	11.02256	6.17172	-14.09503	-9.98763	31.74260	91.76050	-28.60129	5.43870	-1.67818	0.05239	0.35886	9.96897	-2.07964	2.05878	41.13640	-80.73621	8.58472	-26.41343	23.91154	26.72857	-0.31507	-1.07461	-2.01327	17.50825	-12.80407	18.55953	0.58842	-0.26923	-4.34937	8.55917	-4.31675	6.63475	0.05840	0.10198	-0.26932	0.70671	-0.92515	1.21028
464	-47.02116	-1.21343	1.11315	95.33197	12.28546	5.43203	-19.83056	-7.52484	23.22138	97.95407	-20.80058	3.21281	-2.62555	0.01435	-0.01524	9.21773	-2.56379	1.87400	48.87876	-78.72272	-3.25116	-37.13247	6.68048	24.13478	0.91297	0.75409	-1.21372	15.19526	-12.68504	17.01518	1.89947	0.25601	-2.46088	7.98516	-3.93083	6.53507	0.65496	0.22325	-0.03391	0.60583	-0.75454	1.19090
465	-47.97709	-3.99436	-9.65491	92.58662	15.54064	3.43984	-16.04330	-4.09079	-8.33848	108.85001	-1.25996	-0.96730	-2.95430	-0.03775	-0.74708	8.01413	-3.11460	1.77491	82.85852	-53.47722	-42.09791	-36.22837	-8.37555	21.80387	1.73150	2.25728	-0.83808	12.97383	-12.20759	16.48620	2.59797	0.55353	-1.30915	7.19414	-2.53593	6.68969	0.78043	0.19685	0.14077	0.47474	-0.27742	1.24039
466	-44.01293	-5.44800	-14.08927	88.87899	18.32457	1.81602	-13.11743	-3.37789	-31.56927	125.72726	16.00112	-3.81273	-2.99137	-0.34116	-0.77752	6.61161	-3.71829	1.81859	122.13120	-26.48541	-71.38601	-20.03712	1.04053	26.75313	0.20045	2.94773	2.38673	12.23046	-11.80607	17.65825	2.32744	0.50995	-1.20584	7.02446	-1.12563	7.69229	0.46384	0.07729	0.16648	0.43495	0.16444	1.53004
467	-40.15446	-4.19639	-8.16024	86.29375	19.27647	1.45546	-12.40610	-3.86715	-30.71291	142.68202	25.77739	-2.53544	-3.09933	-0.76403	0.05257	5.48888	-4.33442	1.97474	152.73441	-9.53167	-70.56667	5.30447	26.97835	31.57277	-0.86466	4.13335	3.90904	11.96469	-12.29595	17.83441	2.54299	0.59675	-2.63901	7.34194	-1.42326	8.35662	0.26602	0.07825	-0.14745	0.50892	0.07233	1.76437
468	-38.00375	-1.54371	-0.53315	84.37150	19.43494	1.65435	-7.92360	-2.55561	-20.49938	150.27838	33.12135	1.82570	-3.28561	-0.94326	0.70693	4.91202	-4.77100	2.13865	173.02414	-0.14742	-56.33169	30.10959	41.82110	28.81491	-0.41432	5.25154	2.76540	9.61059	-12.23430	13.97339	3.28059	0.78583	-4.37229	7.06069	-2.99268	7.43427	0.35850	0.18532	-0.57531	0.59320	-0.51919	1.59725
469	-37.57963	0.02398	1.15470	82.30618	18.87922	1.80014	-2.17588	0.07985	-19.08643	141.95122	37.64267	5.73494	-3.26940	-0.78401	0.68230	4.83803	-4.98027	2.13977	171.95174	1.43038	-51.64622	39.91352	40.70407	21.41419	-0.09963	5.41686	2.43046	6.02972	-9.90167	8.51644	3.51198	0.83508	-4.77266	5.89457	-3.58292	5.79227	0.47113	0.25008	-0.80708	0.59735	-0.96088	1.21818
470	-38.30412	0.75886	0.73395	80.02043	16.40982	2.10658	-3.18394	1.87479	-18.61472	118.23468	32.54940	6.58460	-2.83179	-0.50432	0.72663	4.86255	-5.08493	1.95706	136.71873	-7.16455	-48.84800	23.16595	44.54383	14.78917	0.18311	5.84065	2.86397	4.62099	-5.73788	6.41130	3.45364	0.88272	-3.97754	4.56532	-2.05810	5.01234	0.51968	0.25236	-0.86028	0.51587	-0.73549	1.00942
471	-38.80603	2.61501	3.26279	76.81221	12.79619	2.56749	-8.40097	2.86564	-6.66635	88.06129	20.94217	4.99679	-2.21548	-0.23069	1.29390	4.55368	-5.17225	1.79534	85.49828	-17.00990	-31.32133	-8.14587	54.35701	11.90778	1.14476	7.27273	2.95486	4.80240	-2.41376	6.76446	3.89533	1.08316	-3.15719	3.43603	-0.01267	4.64793	0.64199	0.25233	-0.76830	0.35687	-0.14658	0.88187
472	-37.47955	3.39389	3.51483	71.90730	10.11709	2.79380	-8.11098	2.88452	0.63532	63.60293	15.12132	4.19862	-1.72931	0.08309	1.47523	4.00071	-5.29685	1.78316	55.61313	-18.07936	-13.16155	-19.37790	44.93134	17.15799	1.08190	9.64077	6.29963	3.05181	-2.26520	4.94337	4.80278	1.51156	-2.34259	2.47396	0.38017	3.37530	0.86021	0.28405	-0.41779	0.19625	0.10832	0.56180
473	-32.52297	-0.71903	-2.80899	66.60998	10.12627	2.49635	1.79918	0.12789	-13.13097	51.44581	22.80961	6.19659	-1.01657	0.32743	0.57931	3.65969	-5.37944	1.92635	59.10381	-10.39775	-16.02899	7.53675	10.44328	30.02396	-1.31005	13.22153	14.81758	-0.59554	-4.09197	0.89999	5.32943	2.09466	-0.67643	1.82066	-0.55767	1.62509	0.95811	0.31117	0.04006	0.14288	-0.06971	0.17348
474	-26.04000	-5.64122	-7.88969	63.39935	12.10054	1.93818	10.75337	-2.92591	-28.54687	48.18784	36.66167	8.91396	0.18226	0.38210	-0.40977	3.65287	-5.35796	2.12645	66.45398	-0.18084	-29.34830	43.39302	-23.46275	39.48605	-4.36184	15.63303	21.89411	-2.35174	-5.10798	-1.17700	4.43858	2.16374	1.17550	1.65484	-1.14356	0.79363	0.73556	0.25710	0.22013	0.17619	-0.25526	-0.00704
475	-23.55575	-3.80529	-5.11353	63.03526	13.29594	1.61920	4.50552	-1.38400	-23.89953	47.93692	42.75580	8.89674	1.21080	0.45134	-0.39442	3.65855	-5.38638	2.20943	50.06757	7.22640	-33.05403	47.45520	-32.91564	37.66348	-5.71946	13.22960	20.42351	0.23494	-4.95539	0.90286	2.16973	1.27253	1.74762	1.99536	-1.13251	1.10423	0.31122	0.11038	0.09981	0.21834	-0.28530	0.01080
476	-23.25624	3.84402	1.07655	64.30930	12.14197	1.79692	-9.44115	3.08131	-7.00637	51.51970	36.28473	6.37764	1.65813	0.71485	0.31497	3.45825	-5.60311	2.10676	29.35984	9.42315	-25.67982	24.28964	-17.65648	28.46414	-4.56980	8.43462	13.27079	4.46973	-4.47196	4.16762	0.48476	0.31649	1.29594	2.33437	-1.16607	1.41349	0.07339	-0.01706	-0.03658	0.22954	-0.29117	0.01885
477	-18.99859	10.07973	4.43364	65.48090	9.85526	2.32822	-10.84924	5.15908	6.99115	61.07372	25.13300	4.73444	1.85352	0.96871	0.89327	3.19330	-5.85059	1.95778	38.22890	8.66491	-12.64681	7.87827	3.70472	17.55086	-1.71644	7.10567	7.86428	5.20486	-3.94616	3.95303	1.14865	0.27057	0.57490	2.07789	-1.41369	0.78948	0.21877	-0.01031	-0.12632	0.20251	-0.32171	-0.07766
478	-11.83181	11.08781	4.12834	64.46657	9.73071	2.48441	10.06497	3.40314	16.81204	69.84045	24.78998	5.87392	2.06219	0.94432	1.02304	2.92658	-5.85146	1.96126	78.66995	12.79577	7.00265	9.24537	12.69868	6.64981	1.43078	9.99962	5.89845	1.15232	-3.22040	-0.22350	3.41148	0.82177	-0.47749	1.25530	-1.54886	-0.33555	0.49008	0.08384	-0.26279	0.12572	-0.30445	-0.18474
479	-6.91669	7.26120	2.03836	60.98147	12.37785	1.92136	44.59128	-2.19603	20.71748	71.00706	40.88039	8.63095	2.41560	0.62488	0.73420	2.44400	-5.67629	2.05961	126.26395	22.95694	25.13242	16.41538	5.18579	-3.13497	3.65190	12.29106	4.02730	-4.43287	-2.48082	-4.86096	4.99317	1.05061	-1.85452	0.41556	-1.37790	-0.88806	0.55020	0.13652	-0.43877	0.02287	-0.24423	-0.17410
480	-6.43394	0.67742	0.26076	57.73832	14.34546	1.34189	66.86902	-12.60929	6.33588	68.81467	58.78317	10.61512	2.88073	0.22239	0.33525	1.73603	-5.59529	2.05185	150.63278	25.61511	15.02255	22.51561	-7.13812	-11.36244	4.79020	11.44085	1.13690	-8.38253	-2.13036	-7.54512	5.03049	0.87463	-2.34114	0.06653	-1.11692	-0.60289	0.45414	0.12098	-0.45471	-0.00903	-0.25130	-0.06279
481	-7.24450	-2.79385	0.23456	57.01586	14.15109	1.39695	59.57100	-22.29412	-22.71450	71.83719	62.39516	10.67775	3.21762	0.18885	0.38228	1.08851	-5.53151	2.01603	141.84402	14.07318	-26.69270	27.93957	-7.27550	-18.42285	5.78302	10.19532	-0.79213	-9.46074	-1.34788	-7.87592	4.56662	0.97015	-0.65074	0.11105	-0.69063	0.02603	0.48002	0.11711	-0.09629	0.04960	-0.28156	0.01148
482	-3.91462	1.33332	0.59085	57.77985	13.09216	2.10024	37.88105	-20.97554	-39.03063	79.27581	50.32228	9.63397	3.33262	0.74222	0.89992	0.61403	-5.28604	2.12622	121.74184	-1.06173	-58.02800	31.00032	1.66037	-19.35052	6.28114	10.12649	-0.90306	-7.08753	0.23804	-5.42142	3.83463	1.34120	2.35074	0.10421	0.12964	0.55756	0.54426	0.14156	0.48697	0.08018	-0.15431	-0.01163
483	4.92998	10.07489	-0.98087	56.81730	12.03015	3.04694	33.51516	-6.13801	-22.34712	77.37326	31.85636	8.39400	3.48091	1.44394	1.29409	0.16486	-4.91145	2.33764	115.05272	-9.33076	-38.48717	30.77220	-2.63440	-5.76567	5.23910	10.14161	0.66541	-2.16808	0.83791	-1.04638	2.69070	1.39908	4.42287	0.09042	0.80087	0.72704	0.46148	0.11683	0.82414	0.04278	0.07741	-0.05328
484	14.79620	16.49508	-4.36905	52.95238	10.84404	3.75932	56.12379	12.51727	16.38126	59.71157	15.72110	6.59120	3.87784	1.59279	1.09222	-0.34519	-4.57188	2.48081	125.44758	-14.11971	20.17660	29.01966	-22.00556	17.43456	2.88151	9.55759	4.11628	1.47762	-0.59335	1.74461	1.86534	0.97542	4.46522	0.26429	0.66588	0.38713	0.32085	0.01561	0.68342	0.02133	0.17287	-0.05069
485	20.42386	15.90586	-7.01607	49.13237	8.75859	4.14474	83.55986	20.64295	45.38536	43.09829	4.09088	4.10299	4.35318	0.88324	0.35063	-0.79828	-4.38525	2.43172	143.78723	-25.00745	65.87563	27.01801	-29.73580	28.46476	0.44339	8.12560	7.36780	0.44329	-2.85369	0.29294	1.56702	0.38590	2.75633	0.29577	-0.11424	-0.46798	0.17594	-0.07289	0.27706	0.02669	0.05056	-0.09560
486	22.84936	9.54372	-7.04527	48.29997	6.82350	4.28737	92.78664	13.58907	46.33778	43.95110	0.66058	2.61790	4.84412	-0.29147	-0.45870	-1.09070	-4.30319	2.29493	157.10950	-34.97112	67.35727	26.22561	-13.05585	12.58942	-0.38318	5.91599	6.05720	-3.93271	-4.11440	-3.73739	1.41983	-0.10144	0.03429	-0.09947	-0.86955	-1.41203	0.01730	-0.07763	-0.11290	-0.01566	-0.14936	-0.26631
487	27.11457	3.84694	-6.24462	49.26792	7.96272	4.15708	81.31299	5.66053	32.51816	54.50857	10.96167	3.83366	5.48716	-1.13113	-0.84358	-1.36667	-4.12700	2.34528	151.06483	-19.77577	44.32238	28.92597	9.66179	-19.28121	1.29328	4.11615	-0.65911	-7.88137	-3.97373	-7.19743	1.49936	-0.42387	-2.41886	-0.56890	-1.25496	-2.06320	-0.04403	-0.04237	-0.36688	-0.10104	-0.27758	-0.52006
488	31.84999	2.42779	-6.75577	48.94613	11.75133	3.97563	61.13166	8.75149	22.00519	57.55331	26.67767	6.71623	5.90102	-1.18729	-0.65861	-1.80318	-3.78928	2.63683	123.19268	13.80802	24.91516	34.75706	16.85655	-40.11225	3.95455	4.02524	-7.05465	-9.09847	-3.98515	-8.75063	2.01709	-0.55016	-3.27425	-0.46867	-1.46917	-2.62651	0.08519	-0.03202	-0.48383	-0.12813	-0.30406	-0.78564
489	28.68179	2.81565	-6.76842	46.67586	14.57634	4.10014	44.30170	9.99036	12.41402	48.60186	32.39487	8.86519	5.26970	-0.65980	-0.16739	-2.25986	-3.39650	2.93851	86.23845	18.81851	8.26204	40.33123	4.19106	-32.03370	4.60486	5.22041	-6.33388	-6.93882	-4.51427	-7.57019	2.32211	-0.42962	-1.81154	0.21968	-1.40685	-2.74920	0.24561	-0.05952	-0.35878	-0.07587	-0.21295	-0.85781
490	16.34351	3.97457	-5.77322	44.22431	15.96628	4.35667	37.08980	-0.48921	0.47352	36.13162	31.48892	9.96445	3.61467	0.09403	0.14049	-2.51342	-2.97928	3.12565	59.83500	-10.57448	-7.85528	45.97436	-16.93932	-6.22944	2.52201	6.27949	1.35135	-3.18156	-4.59283	-4.13168	1.80246	-0.04916	1.55230	0.77615	-0.81298	-1.87880	0.26872	-0.09682	0.15558	-0.04168	-0.00379	-0.55987
491	6.61118	7.13043	-7.37628	42.87031	17.16084	4.30145	45.68537	-6.69272	-2.30051	28.76778	36.94379	10.72576	2.30976	0.68875	0.00520	-2.72387	-2.61855	3.18006	63.51416	-22.91619	-6.05067	52.71350	-30.64966	10.14981	0.02791	6.62199	9.09358	-1.43218	-4.96732	-1.64901	0.94149	0.47500	4.80079	0.77716	-0.23946	-0.93480	0.18779	-0.08534	0.82386	-0.04196	0.17030	-0.10852
492	9.52822	9.57050	-11.39711	43.46733	15.93128	4.10130	70.51001	0.37803	8.40914	30.28218	42.67585	10.17230	2.55857	0.66129	-0.26619	-3.09437	-2.59207	2.98783	99.56973	-6.13546	16.29280	52.52947	-29.48522	6.31781	-0.48962	6.28364	10.37617	-3.06234	-5.96055	-2.25585	0.68112	0.86339	5.36074	0.44761	-0.29315	-0.93596	0.13223	0.01333	1.06515	0.01252	0.12961	0.15370
493	20.76996	7.29093	-12.56756	45.59342	11.16616	4.20626	93.97669	4.52478	18.91067	39.20339	34.58418	7.44162	3.85860	0.01047	-0.21013	-3.51032	-2.88529	2.62306	139.70354	-5.93548	32.72444	39.64602	-14.70668	-8.84890	1.37277	5.15621	4.54298	-6.30499	-5.99114	-4.82212	1.49156	0.75694	2.51376	0.06896	-0.71559	-1.58789	0.23215	0.12320	0.60763	0.12861	-0.08611	0.09737
494	29.58425	1.95504	-9.45911	46.11983	7.81127	4.47975	97.85628	-2.34482	19.24934	49.29203	19.03379	4.67534	4.81195	-0.61461	0.21240	-3.92182	-2.98965	2.47656	155.53580	-33.29584	27.31271	25.69998	8.47061	-23.57332	3.66786	3.86679	-2.64629	-8.78376	-4.89734	-7.13761	2.63946	0.08948	-1.35621	-0.31211	-0.95082	-2.36510	0.41743	0.11222	-0.12411	0.16771	-0.24158	-0.25763
495	31.73893	-0.95317	-6.79186	44.06569	10.41223	4.56272	89.09455	-4.25751	16.02806	57.27283	15.61710	5.18952	4.83827	-0.64141	0.65474	-4.36330	-2.60426	2.76463	156.48204	-39.57332	16.87221	26.86436	25.80695	-28.69773	4.35525	3.96718	-5.28814	-8.26738	-4.40322	-7.16615	2.93309	-0.65744	-3.05789	-0.47198	-0.89344	-2.89991	0.45163	-0.02668	-0.50495	0.04762	-0.20544	-0.70215
496	28.98245	0.64633	-7.52555	41.60047	16.03290	4.43744	89.03893	6.54636	18.75800	59.43403	28.29016	8.40661	4.28676	-0.23629	0.85579	-4.79067	-2.04082	3.20048	161.63956	-4.38057	23.62163	42.80943	19.00698	-20.90107	3.82401	5.62836	-3.72018	-4.43166	-4.79423	-4.39238	2.41631	-0.96027	-2.06737	-0.13749	-0.73052	-2.60784	0.30609	-0.16136	-0.41514	-0.11563	-0.08177	-0.87370
497	23.11626	4.35598	-9.49651	40.03529	17.90604	4.40059	101.87624	14.82506	26.20696	50.52019	39.69423	10.36707	3.55074	0.11145	0.83630	-5.14502	-1.66757	3.41667	163.62006	26.66253	45.07217	57.90639	-10.16477	-7.96025	3.00503	6.62005	-1.22785	-0.81242	-4.40771	-1.20453	1.72240	-0.71087	-0.25343	0.41319	-0.52403	-1.35771	0.13803	-0.17247	-0.13607	-0.16877	-0.01193	-0.61237
498	16.59103	7.83037	-10.68897	38.98822	14.22588	4.72715	111.88567	11.82494	30.26865	33.89587	35.97081	9.49502	2.84928	0.37363	0.73008	-5.39205	-1.42175	3.43989	148.92119	19.21490	60.62356	58.22653	-32.05848	-3.60080	2.15598	5.57945	0.28789	-0.90890	-3.45953	-0.57560	1.18194	-0.15903	0.68219	0.72991	-0.42576	-0.32269	0.04365	-0.05533	0.09487	-0.09371	-0.02181	-0.17914
499	12.38539	9.66058	-10.57259	38.42836	8.84990	5.24644	105.99337	3.16037	26.31956	21.84772	21.79143	7.40889	2.35593	0.73595	0.65439	-5.53026	-1.19299	3.43147	122.99279	-13.33064	56.40644	43.88655	-24.83405	-11.08553	1.50664	3.43737	-0.05355	-3.43184	-3.79372	-2.07731	0.83240	0.26129	0.20032	0.68225	-0.50880	-0.45154	-0.02524	0.10025	0.15168	-0.00733	-0.01830	0.10539
500	10.70999	8.73697	-8.63426	38.75208	5.97344	5.45415	86.10367	-6.35929	17.74777	21.60582	11.40624	6.00997	2.10983	1.01144	0.67091	-5.62196	-1.05291	3.38546	99.43657	-43.66821	38.47300	30.52941	-6.00089	-17.69865	0.79580	1.44764	-0.30981	-4.70545	-5.05094	-2.88153	0.61615	0.27648	-0.80019	0.54511	-0.52467	-0.92407	-0.07279	0.16683	0.08456	0.01800	0.04536	0.20604
501	9.61478	6.57892	-6.14960	38.80413	6.72995	5.15596	66.01072	-9.56356	11.54695	24.94996	14.09717	6.37512	1.98389	0.92790	0.76077	-5.77068	-1.00853	3.28611	83.03107	-47.43513	25.32805	31.75315	-3.27521	-14.32339	-0.59978	0.54443	2.72507	-4.57108	-5.84000	-2.61563	0.29669	0.08864	-0.71234	0.64624	-0.50232	-0.93856	-0.07707	0.09536	0.08417	0.03542	0.04763	0.18097
