RTOES_DIST,RTOES_DIST,RTOES_DIST,LTOES_DIST,LTOES_DIST,LTOES_DIST,RTOES_PROX,RTOES_PROX,RTOES_PROX,LTOES_PROX,LTOES_PROX,LTOES_PROX,RFTS_DIST,RFTS_DIST,RFTS_DIST,LFTS_DIST,LFTS_DIST,LFTS_DIST,RFTS_PROX,RFTS_PROX,RFTS_PROX,LFTS_PROX,LFTS_PROX,LFTS_PROX
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.31941000000000014,0.16853000000000004,0.0083,0.15429,0.6718300000000001,0.008640000000000002,0.2725600000000001,0.15048,0.01466,0.15458000000000005,0.6221000000000001,0.018000000000000006,0.28368999999999994,0.13791000000000006,0.020290000000000002,0.15016000000000002,0.6280400000000003,0.024780000000000003,0.10511000000000002,0.07108,0.0233,0.15429,0.42690000000000006,0.044480000000000006
0.31955692139875624,0.16834557684206602,0.008640104129245594,0.15418479832544002,0.6718105870501565,0.008814782589750552,0.27282190152515123,0.15022953402348502,0.01557172950077192,0.15444009406320441,0.6222897904213481,0.019247021331226653,0.28389064804668185,0.13761156739871863,0.021204879355313,0.15007322547483687,0.6281852243334237,0.026103215467587752,0.10524607653797974,0.07090032341916314,0.02222437638716186,0.1547814644709645,0.42694231687107703,0.04461100632910837
0.319781726846968,0.16839327224385492,0.008616995947900772,0.15357538816047334,0.671860828110026,0.008982573858046053,0.2732540167798881,0.15014099308010423,0.016515450847963433,0.15393949412530564,0.6225111318637258,0.020193864933555582,0.28428411869250064,0.1375112127581227,0.022195910227154433,0.14956882912270505,0.6283405871344034,0.02710390394515004,0.10572651922674499,0.07058496136619566,0.02126269759103867,0.15534675175078147,0.4270309128696714,0.04452134639706339
0.3197000873099579,0.16873927483597306,0.008397478775994812,0.15219922627538068,0.6717918982196647,0.009087984367023592,0.2732176826530132,0.1503299282106658,0.016244772955728928,0.15300266163645354,0.6223373488979731,0.01979979062489176,0.2843049676345756,0.13774087302145813,0.021927095776741096,0.14858373931280577,0.6281660243819456,0.026677581208675482,0.10596937462916761,0.07019917633775549,0.021169728570344472,0.1556726139143194,0.42697275174629895,0.044892871722664034
0.31918273806523184,0.16887754655569492,0.008414155213506663,0.15123101344647552,0.6712932773193062,0.008891522820099253,0.2725889891519113,0.15042857550886019,0.015452197675916296,0.15242876930773028,0.6217426990196153,0.019097756782438705,0.2837298298807066,0.13787862383337104,0.021091161688424807,0.14800873000499276,0.6276032988078476,0.025957516132635028,0.10553052698466078,0.06996743836311331,0.021436262637394093,0.1560906394904875,0.4265670826069071,0.04551730264375383
0.31863986576479686,0.16865861500171622,0.008644836172018508,0.1516234708899037,0.6708139116695074,0.008528293813010629,0.27192413366192125,0.15030200749893396,0.015075394513351324,0.15301424302449754,0.6212904011499805,0.018841915380842348,0.28306555262958577,0.1377354350002911,0.02068863165362692,0.14859641121519415,0.6271639882980384,0.025675953872865132,0.10478295021684236,0.07005372671982955,0.021487696064596,0.15729603100546788,0.4262628610781957,0.04624772021521131
0.31857876308030925,0.16854885197082664,0.00884364182435895,0.15288836582771978,0.6706420639469232,0.00802542477560069,0.27178642929655655,0.1503027783956915,0.015040428430234938,0.15433796531857766,0.621164707931478,0.01858985692492246,0.28288407556347683,0.13773319123985872,0.020735666484843297,0.14989736552574917,0.627076538660666,0.025388683303346597,0.10447025280707521,0.07038459408340546,0.02108991143279911,0.15883896827674238,0.42631110791333454,0.04711110513613661
0.31901669411553235,0.1685080437062597,0.008721426403657353,0.1544702688285666,0.670266192730029,0.007410867648929022,0.2722136785234226,0.15034727136719536,0.015089731190350519,0.15580182043947152,0.6209265923906001,0.018601779702297087,0.28325986926817953,0.13779078212092963,0.02089504951870346,0.1513570766875429,0.6268574031699471,0.025374272385963088,0.10474661567660012,0.07071940764935905,0.020751654399201,0.16019000690568622,0.42614148155586923,0.04765841689395098
0.3196182009160395,0.16848347063385039,0.008265417474744973,0.15579097411758197,0.6698722589882317,0.007139557982371778,0.27287058282751064,0.15038504917304873,0.015167910436763906,0.15704785465268525,0.6207192944855704,0.019107528159911482,0.2838999313461887,0.1377926159436029,0.020963362743554342,0.15258661576288335,0.6266486702970583,0.025877258099324625,0.10526516336409639,0.07104606071994013,0.02074092320440231,0.16169046943373797,0.4259314164555127,0.04809464657854583
0.31983137494028735,0.16865508526878836,0.007978096171559377,0.15582388602756536,0.670045283572658,0.0073083869547131315,0.2730780882530598,0.15054401751606014,0.014819211168247992,0.15745869477449778,0.620896783124694,0.019255942260169835,0.28412313298162517,0.13793166955609756,0.020509383978909616,0.15296668285419374,0.6268199683326129,0.026004453297224745,0.10547452599110123,0.07121346618836348,0.020744978746065,0.16339070334943792,0.4262747757520764,0.0490680480319643
0.31956214832156477,0.16886854312878793,0.00787989649555333,0.15552168669964134,0.6704101264406429,0.00738442027065795,0.2727386156737869,0.15074014177480058,0.014200734057931508,0.15763683528356673,0.6211682625705172,0.018851545363073534,0.28382943179971476,0.1381400538949959,0.019850043493325364,0.1531148636859715,0.6271195183218159,0.025569218588511244,0.10525079498344425,0.07124716355784415,0.0208490095426262,0.16487171097101952,0.42683385495772863,0.05023797992656835
