Unnamed: 0_level_0,R_KNEE_MOMENT,R_KNEE_MOMENT,R_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,NECK_MOMENT,NECK_MOMENT,NECK_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2601,4.88651,-45.6062,7.12087,-31.37177,14.00959,3.50104,-37.58549,-36.78135,6.29732,-14.94639,22.54153,8.06814,-4.0361,1.46848,1.91819,-51.12371,23.99034,6.39192,-41.37215,1.77419,-2.2248,49.32174,-4.10773,-3.47191,8.42525,-4.58491,-2.75748,8.0387,-6.0959,1.68415,3.41471,-3.00169,-1.4561,2.82572,0.32157,0.8369,0.62518,-0.42103,-0.27408,0.3203,-0.0681,0.19606
2602,4.63673,-47.50605,7.46909,-34.2378,15.03829,3.71303,-39.8109,-40.30885,6.30278,-15.97045,21.76828,8.16531,-4.26361,1.78701,1.7804,-56.14843,27.26964,7.04479,-45.97421,-6.49369,-3.9808,49.52711,-5.32303,-2.28467,7.29437,-4.11577,-2.53491,7.84559,-5.97379,1.24283,3.52977,-3.08387,-1.61539,3.00837,0.45336,0.69836,0.59591,-0.42984,-0.26888,0.38806,-0.03893,0.14827
2603,4.34845,-49.55654,7.73125,-36.43738,16.00118,3.92018,-42.88079,-43.8276,5.81713,-16.69973,20.53459,8.28501,-4.6859,2.48489,1.56658,-60.68814,30.4777,7.68003,-50.83076,-13.85608,-6.29344,51.19703,-6.9173,-0.72196,5.98334,-3.06453,-1.81883,7.31833,-5.78473,0.50014,3.58177,-3.31009,-1.62343,3.12034,0.60472,0.4588,0.56298,-0.45988,-0.23092,0.4423,-0.01988,0.08268
2604,3.98128,-51.50323,7.9023,-37.54073,17.01927,4.08491,-46.35042,-46.25382,5.20757,-16.26798,20.04848,8.71793,-5.3333,3.61643,1.27816,-64.27257,33.29988,8.22295,-53.69235,-16.9369,-8.28638,52.61875,-8.13458,0.57146,5.10887,-1.93363,-0.89103,6.7043,-5.60175,-0.16947,3.49195,-3.56872,-1.45633,3.05392,0.67593,0.22465,0.53285,-0.48813,-0.17205,0.44535,-0.02992,0.02777
2605,3.46169,-53.27179,8.04798,-37.43784,18.05183,4.13841,-49.62599,-47.13376,4.98797,-14.53947,20.85866,9.40479,-6.21863,5.2307,0.93333,-66.29467,35.32195,8.55475,-53.1033,-14.4126,-9.06099,51.29624,-8.05871,1.31737,5.09524,-1.28693,-0.12077,6.22648,-5.51797,-0.50561,3.22392,-3.75574,-1.14562,2.75275,0.66469,0.06912,0.50512,-0.49653,-0.10577,0.38088,-0.05856,0.00343
2606,2.75298,-54.98029,8.24979,-36.48737,18.95022,4.03319,-52.29779,-46.9043,5.41045,-12.52951,22.27246,9.81717,-7.33347,7.3369,0.56407,-66.12194,36.12531,8.53586,-49.7304,-7.95679,-8.47547,45.70894,-6.08944,1.91849,5.88253,-1.43094,0.23198,5.98628,-5.57518,-0.52872,2.79908,-3.82473,-0.76477,2.24103,0.67155,-0.04195,0.47602,-0.48582,-0.04309,0.263,-0.07035,-0.00183
2607,1.89991,-56.74307,8.53265,-35.42975,19.58371,3.79711,-54.38621,-46.29813,6.2882,-11.81984,22.81577,9.28203,-8.64376,9.88088,0.20356,-63.33651,35.41471,8.05729,-45.88398,-0.66285,-7.2861,36.71423,-2.58182,3.05428,6.99182,-2.20424,0.13703,5.97072,-5.72283,-0.43517,2.28595,-3.77142,-0.41407,1.68153,0.76723,-0.16453,0.44253,-0.46379,0.00169,0.1382,-0.04546,-0.01161
2608,0.94663,-58.59539,8.87915,-34.99948,19.895,3.53851,-56.36331,-45.99471,7.18953,-13.50375,21.44306,7.53972,-10.11363,12.76089,-0.12467,-57.90232,33.07282,7.09695,-43.83247,5.26633,-6.15877,27.57253,0.90653,4.91965,7.79207,-3.01429,-0.1797,6.09315,-5.77269,-0.3853,1.79859,-3.60894,-0.19654,1.34752,0.93829,-0.2726,0.40594,-0.42953,0.0141,0.07643,0.01235,-0.03263
2609,-0.11921,-60.55983,9.27835,-35.50381,19.89857,3.38669,-58.8917,-46.54683,7.7419,-17.26473,18.41921,5.06373,-11.70542,15.82997,-0.41061,-50.25668,29.21147,5.75231,-44.21252,9.6163,-4.93434,21.8884,2.02231,6.90881,7.83934,-3.17391,-0.38241,6.21498,-5.44479,-0.34694,1.51648,-3.35683,-0.2101,1.42032,1.11628,-0.27043,0.38056,-0.37308,-0.01468,0.12319,0.09128,-0.04995
