Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1808,-7.16519,1.38621,-11.08791,-3.6433,5.63191,-44.24962,0.23749,-0.0722,-11.17292,-0.8566,2.91418,-44.45736,0.2375,-0.0722,-11.17292,-0.8566,2.91418,-44.45736,11.07325,4.91242,-20.49566,-16.65959,6.83889,-36.85894,22.40701,3.44896,-21.58705,-5.20882,2.36325,-38.1344,-7.84225,1.75941,-30.2941,-2.03534,1.72378,-22.79984,-20.52736,-4.28687,-9.3959,-40.32175,-0.82134,-10.28727,37.35666,11.97962,-27.60223,38.60338,-38.20072,18.38731,158.31036,-29.57475,-91.33334,137.33707,28.28826,122.98051,145.81979,-27.8625,-97.26787,132.42567,17.58547,124.36071
1809,-7.54822,1.51212,-11.11475,-3.46074,5.69924,-44.31941,0.24824,-0.02901,-11.21582,-0.7796,3.07866,-44.52467,0.24824,-0.02901,-11.21582,-0.77961,3.07866,-44.52467,11.03161,4.93636,-20.14836,-16.78101,6.94929,-36.79726,22.63122,3.49702,-21.27771,-4.94854,2.32179,-38.13448,-7.7148,1.75995,-30.24445,-1.91724,1.6678,-22.6289,-20.56616,-4.52752,-9.33338,-40.36573,-1.06888,-10.31011,38.15336,12.53645,-27.68772,39.75019,-38.25811,19.60057,158.3933,-29.96128,-92.09489,137.02325,28.81701,124.90118,146.32201,-27.87064,-97.84084,132.73952,17.74508,126.03558
1810,-7.38004,1.49742,-11.22497,-3.19895,5.82904,-44.4102,0.02682,0.0189,-11.32312,-0.63053,3.31136,-44.61493,0.02682,0.0189,-11.32312,-0.63053,3.31136,-44.61493,10.98485,4.97701,-19.80376,-16.8787,7.03049,-36.82183,22.90087,3.52177,-20.97409,-4.70903,2.29003,-38.21626,-7.62386,1.76421,-30.17408,-1.79473,1.62526,-22.51493,-20.61048,-4.7843,-9.22577,-40.4185,-1.34681,-10.2962,39.03128,13.17444,-27.95067,40.83163,-38.33381,20.67593,158.4949,-30.52607,-92.9424,136.78864,29.2723,125.69546,146.7101,-27.26042,-98.44692,133.2121,17.97127,126.54996
1811,-6.88061,1.35481,-11.21868,-2.9566,5.96887,-44.45321,-0.39581,0.06256,-11.29898,-0.50746,3.56528,-44.65682,-0.3958,0.06256,-11.29898,-0.50746,3.56528,-44.65682,10.89253,5.01527,-19.53021,-16.92618,7.06525,-36.81526,23.20901,3.53695,-20.75292,-4.52687,2.29297,-38.25209,-7.53428,1.76196,-30.10564,-1.70623,1.61461,-22.41816,-20.65662,-4.96402,-9.18351,-40.46875,-1.53017,-10.31751,40.01979,13.81096,-28.29763,41.83548,-38.50004,21.53777,158.67906,-31.14488,-93.50973,136.69061,29.66742,125.24106,147.07803,-26.45143,-98.78355,133.71193,18.0634,125.8357
1812,-6.15859,1.202,-10.94761,-2.66734,5.97703,-44.44991,-0.89559,0.18028,-11.01114,-0.4677,3.81965,-44.63779,-0.89558,0.18028,-11.01114,-0.4677,3.81965,-44.63779,10.70594,5.01205,-19.15604,-16.94039,7.06389,-36.79956,23.56937,3.55121,-20.44904,-4.40177,2.32425,-38.26654,-7.42321,1.74591,-30.01661,-1.67435,1.62135,-22.27315,-20.65525,-5.06365,-9.26426,-40.46331,-1.59663,-10.42699,41.09022,14.37794,-28.57306,42.8177,-38.70563,22.26985,158.89676,-31.65926,-93.64217,136.70854,30.02871,124.6795,147.46594,-25.93505,-98.74256,134.29189,17.88744,124.99692
1813,-5.24947,1.16894,-10.48391,-2.22133,5.82907,-44.44899,-1.33313,0.44207,-10.53899,-0.45672,4.09976,-44.60173,-1.33313,0.44206,-10.53899,-0.45672,4.09976,-44.60173,10.42428,4.93299,-18.59313,-16.95959,7.04774,-36.82016,23.98017,3.5765,-19.97475,-4.30507,2.35703,-38.3139,-7.29736,1.7299,-29.86971,-1.68708,1.61963,-22.07413,-20.58717,-5.1207,-9.37539,-40.38883,-1.61281,-10.55052,42.22159,14.85202,-28.71847,43.80741,-38.90859,22.94695,159.06395,-32.01994,-93.91409,136.8,30.35945,124.43215,147.83919,-25.81506,-98.89935,134.83037,17.73238,124.52565
1814,-4.43969,1.15541,-9.98209,-1.7589,5.70181,-44.46588,-1.64031,0.66155,-10.02648,-0.41548,4.38551,-44.584,-1.64031,0.66155,-10.02648,-0.41548,4.38551,-44.584,10.08155,4.78839,-18.06506,-17.00431,7.0393,-36.75511,24.42429,3.63202,-19.55739,-4.20688,2.37301,-38.27597,-7.16159,1.71563,-29.68361,-1.71027,1.60348,-21.8679,-20.48952,-5.14937,-9.35597,-40.29268,-1.64633,-10.54202,43.45252,15.2416,-28.80577,44.80358,-39.15886,23.61382,159.1815,-32.29133,-95.12753,136.89462,30.6772,123.53313,148.14362,-25.78459,-100.03275,134.99448,18.09871,123.61774
1815,-4.07475,0.93225,-9.52144,-1.55866,5.72785,-44.45815,-1.85205,0.55885,-9.55037,-0.38008,4.57383,-44.56396,-1.85204,0.55885,-9.55037,-0.38008,4.57383,-44.56396,9.69842,4.64526,-17.77659,-17.07129,7.05665,-36.49991,24.89609,3.71938,-19.40663,-4.08832,2.37501,-38.04995,-7.01111,1.69223,-29.54294,-1.71686,1.59826,-21.69059,-20.40136,-5.15144,-9.19822,-40.21438,-1.70153,-10.39485,44.82298,15.57789,-28.90383,45.84392,-39.47623,24.35411,159.2901,-32.52684,-97.27041,136.90883,31.02064,121.42058,148.35428,-25.5336,-102.10508,134.62074,19.16402,121.7617
1816,-4.14597,0.52212,-9.16974,-1.6589,5.75868,-44.38088,-2.04385,0.18251,-9.18267,-0.44012,4.56846,-44.49058,-2.04384,0.18251,-9.18267,-0.44012,4.56846,-44.49058,9.28605,4.57719,-17.57521,-17.15266,7.09817,-36.18197,25.39049,3.79633,-19.3552,-3.9406,2.37362,-37.76846,-6.85108,1.67138,-29.51217,-1.69884,1.64106,-21.54379,-20.33041,-5.15924,-9.09445,-40.14991,-1.7439,-10.30022,46.28654,15.89195,-29.0079,47.00505,-39.78235,25.25238,159.35555,-32.71672,-99.41518,136.81129,31.40781,119.10114,148.61806,-25.05377,-104.09535,134.00916,20.66263,119.80118
