	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
296	0.55029	1.26717	1.06609	0.15132	0.51726	0.06997
297	0.55335	1.23229	1.03937	0.15116	0.51666	0.06821
298	0.55706	1.19985	1.01674	0.15048	0.51644	0.06628
299	0.55978	1.17235	0.99380	0.14982	0.51622	0.06442
300	0.55949	1.14764	0.96818	0.14941	0.51570	0.06296
301	0.55566	1.12231	0.94007	0.14914	0.51492	0.06221
302	0.54890	1.09487	0.91018	0.14894	0.51420	0.06206
303	0.54038	1.06587	0.87864	0.14866	0.51383	0.06206
304	0.53104	1.03609	0.84540	0.14792	0.51394	0.06182
305	0.52069	1.00525	0.81119	0.14633	0.51450	0.06153
306	0.50895	0.97213	0.77738	0.14379	0.51530	0.06165
307	0.49592	0.93569	0.74501	0.14055	0.51604	0.06232
308	0.48175	0.89598	0.71474	0.13690	0.51658	0.06308
309	0.46669	0.85380	0.68744	0.13305	0.51692	0.06346
310	0.45161	0.81070	0.66413	0.12935	0.51706	0.06335
311	0.43739	0.76858	0.64501	0.12636	0.51703	0.06302
312	0.42390	0.72830	0.62924	0.12452	0.51693	0.06275
313	0.41003	0.68919	0.61593	0.12371	0.51692	0.06267
314	0.39508	0.65065	0.60471	0.12366	0.51702	0.06268
315	0.37975	0.61343	0.59495	0.12409	0.51699	0.06262
316	0.36538	0.57871	0.58522	0.12459	0.51662	0.06237
317	0.35248	0.54677	0.57408	0.12490	0.51592	0.06208
318	0.34055	0.51692	0.56084	0.12484	0.51517	0.06186
319	0.32898	0.48818	0.54558	0.12415	0.51463	0.06157
320	0.31798	0.45982	0.52884	0.12255	0.51427	0.06099
321	0.30841	0.43149	0.51131	0.11987	0.51401	0.06029
322	0.30094	0.40315	0.49351	0.11620	0.51392	0.05994
323	0.29544	0.37506	0.47581	0.11198	0.51415	0.06015
324	0.29132	0.34771	0.45850	0.10800	0.51462	0.06068
325	0.28807	0.32161	0.44156	0.10498	0.51502	0.06117
326	0.28553	0.29688	0.42469	0.10314	0.51517	0.06144
327	0.28347	0.27330	0.40747	0.10232	0.51517	0.06153
328	0.28124	0.25069	0.38965	0.10242	0.51515	0.06150
329	0.27805	0.22919	0.37130	0.10336	0.51511	0.06128
330	0.27363	0.20922	0.35282	0.10484	0.51497	0.06074
331	0.26831	0.19130	0.33503	0.10630	0.51464	0.05984
332	0.26272	0.17570	0.31864	0.10714	0.51415	0.05879
333	0.25734	0.16201	0.30366	0.10718	0.51367	0.05788
334	0.25221	0.14945	0.28957	0.10674	0.51334	0.05717
335	0.24694	0.13759	0.27592	0.10640	0.51316	0.05637
336	0.24088	0.12685	0.26260	0.10634	0.51299	0.05510
337	0.23366	0.11806	0.24975	0.10609	0.51274	0.05335
338	0.22556	0.11153	0.23746	0.10522	0.51259	0.05152
339	0.21710	0.10688	0.22586	0.10377	0.51283	0.04998
340	0.20859	0.10362	0.21528	0.10225	0.51332	0.04897
341	0.20016	0.10149	0.20616	0.10103	0.51370	0.04847
342	0.19190	0.10039	0.19860	0.09995	0.51385	0.04823
343	0.18372	0.10014	0.19221	0.09853	0.51396	0.04776
344	0.17543	0.10063	0.18641	0.09663	0.51418	0.04677
345	0.16703	0.10174	0.18081	0.09463	0.51445	0.04541
346	0.15876	0.10333	0.17527	0.09298	0.51471	0.04416
347	0.15094	0.10535	0.16992	0.09188	0.51499	0.04336
348	0.14393	0.10779	0.16490	0.09123	0.51533	0.04292
349	0.13807	0.11055	0.16012	0.09085	0.51565	0.04245
350	0.13356	0.11334	0.15544	0.09050	0.51587	0.04182
351	0.13040	0.11568	0.15091	0.09000	0.51598	0.04125
352	0.12847	0.11726	0.14664	0.08920	0.51597	0.04088
353	0.12754	0.11809	0.14273	0.08791	0.51586	0.04050
354	0.12730	0.11825	0.13914	0.08594	0.51588	0.03984
