	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d
	R_KNEE_MOMENT	R_KNEE_MOMENT	R_KNEE_MOMENT	L_KNEE_MOMENT	L_KNEE_MOMENT	L_KNEE_MOMENT	R_HIP_MOMENT	R_HIP_MOMENT	R_HIP_MOMENT	L_HIP_MOMENT	L_HIP_MOMENT	L_HIP_MOMENT	R_ANKLE_MOMENT	R_ANKLE_MOMENT	R_ANKLE_MOMENT	L_ANKLE_MOMENT	L_ANKLE_MOMENT	L_ANKLE_MOMENT	WAIST_JOINT_MOMENT	WAIST_JOINT_MOMENT	WAIST_JOINT_MOMENT	NECK_MOMENT	NECK_MOMENT	NECK_MOMENT	L_SHOULDER_MOMENT	L_SHOULDER_MOMENT	L_SHOULDER_MOMENT	R_SHOULDER_MOMENT	R_SHOULDER_MOMENT	R_SHOULDER_MOMENT	L_ELBOW_MOMENT	L_ELBOW_MOMENT	L_ELBOW_MOMENT	R_ELBOW_MOMENT	R_ELBOW_MOMENT	R_ELBOW_MOMENT	L_WRIST_MOMENT	L_WRIST_MOMENT	L_WRIST_MOMENT	R_WRIST_MOMENT	R_WRIST_MOMENT	R_WRIST_MOMENT
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1																																										
2																																										
3	-7.06189	12.88211	-0.71828	6.25834	-1.16264	2.26360	-15.01072	0.36973	1.61041	-15.64112	8.80103	3.73570	-24.02236	41.92621	-5.64821	2.23261	4.41722	3.22889	-30.46591	15.64449	-4.74273	35.60533	-23.62814	-7.53185	0.20672	-1.95319	-0.50789	-3.27366	-3.19646	-0.53438	0.49115	-1.69292	-0.49466	0.00682	-1.37109	-0.05429	0.08738	-0.26900	-0.12508	-0.01805	-0.35270	0.06114
4	-5.97858	12.31326	-0.78834	8.38453	-0.85154	2.29678	-9.61060	-0.98964	1.26022	-11.59436	10.86741	4.32016	-23.96026	41.77304	-5.64821	2.37609	4.42673	3.33203	-17.59209	17.08596	-2.34776	30.17854	-15.41708	-7.58726	3.20829	-2.08344	-0.48878	-2.33071	-2.61946	-0.00885	1.07036	-1.13404	-0.04378	0.49057	-0.84640	0.24600	0.16225	-0.15382	-0.04618	0.04353	-0.22558	0.09578
5	-4.84769	11.86446	-0.76296	10.26894	0.05736	2.52800	-2.58673	-2.66632	1.44027	-6.34330	12.93310	6.07667	-23.83902	41.70192	-5.59280	2.58335	4.47417	3.41996	-1.85815	16.78187	1.88511	21.97918	-3.07812	-3.64504	5.53191	-1.37101	-0.26042	-0.50569	-2.68011	0.39111	1.67299	-0.78493	0.34487	1.30087	-0.65447	0.30794	0.24971	0.00384	0.05194	0.12121	-0.08835	0.06757
6	-4.23777	11.72266	-0.58327	10.19714	0.97022	2.63459	0.95321	-2.38292	2.35862	-4.33904	16.24047	7.16480	-23.62335	41.65620	-5.49398	2.68730	4.40393	3.40529	3.92163	20.51830	4.84901	10.68906	0.41867	0.54564	4.75437	-1.79977	-0.34002	0.49074	-3.83035	0.37105	1.46945	-0.87713	0.24866	1.70047	-1.09430	0.00383	0.21309	0.09191	0.08172	0.11836	-0.08637	-0.02035
7	-4.16963	11.98220	-0.43888	8.88218	1.09335	2.50798	-0.80711	0.45952	2.91870	-7.03096	18.50108	6.65746	-23.35881	41.66277	-5.39799	2.67428	4.23907	3.31845	-3.37382	27.76494	3.81994	2.46316	-9.42813	2.42488	1.72630	-1.93398	-0.37174	-0.51801	-4.19780	-0.08374	0.68181	-1.01624	-0.07175	1.34873	-1.40617	-0.33062	0.06787	0.07058	0.04308	0.01831	-0.11550	-0.09794
8	-4.87719	12.24276	-0.47639	7.96912	0.51031	2.45974	-4.98266	1.80158	2.21048	-11.89038	16.19919	5.67197	-23.19513	41.75577	-5.41254	2.64352	4.23025	3.29200	-14.58764	27.94370	0.21281	6.91418	-22.92846	1.78598	-0.19783	-0.06723	0.06920	-2.22900	-2.42567	-0.62254	0.34844	-1.06788	-0.15593	0.54471	-0.91310	-0.36608	-0.01420	-0.03657	-0.00326	-0.12561	-0.03322	-0.11791
9	-5.96032	11.64405	-0.52320	8.05131	0.14312	2.68193	-6.24246	-2.74895	1.21675	-15.78930	12.39981	6.04552	-23.15248	41.76641	-5.55496	2.66058	4.38536	3.35027	-18.54970	18.04082	-0.04658	19.22001	-27.92574	0.29136	0.71146	2.15042	0.50822	-1.96993	-0.30928	-0.59472	0.79383	-1.19402	-0.01136	0.24089	-0.14131	-0.08311	0.04895	-0.14373	-0.02393	-0.12587	0.07095	-0.06327
10	-6.28216	10.16093	-0.35716	8.64754	0.11005	2.86279	-3.81978	-9.75389	1.47570	-17.60689	11.25736	7.02823	-23.07964	41.46483	-5.67217	2.71318	4.39573	3.37493	-15.58185	7.49871	3.79974	27.42403	-23.57425	-0.04923	2.01583	2.76660	0.39894	-0.17764	-0.52831	-0.00467	1.12256	-1.19646	0.03266	0.82419	-0.16954	0.20655	0.14122	-0.15103	-0.02460	0.10675	-0.01308	0.03631
11	-5.12059	9.20391	-0.16980	9.42240	-0.04563	2.73831	-0.99963	-10.75484	2.50990	-16.64941	11.13653	6.27951	-22.89071	40.94969	-5.61474	2.75375	4.17380	3.34022	-11.45355	4.87853	5.01509	30.11611	-18.26016	1.64198	1.18484	2.14491	-0.06837	0.40693	-2.82118	0.46858	0.66918	-0.94193	-0.15856	1.41384	-0.95198	0.20920	0.13881	-0.07853	-0.02470	0.30375	-0.22867	0.08870
12	-3.49667	9.60592	-0.18317	10.18277	-0.47196	2.41842	-0.45078	-4.32826	2.90099	-13.03858	9.31711	3.63672	-22.64019	40.52774	-5.43203	2.73405	3.93919	3.30276	-8.14308	9.72404	0.08274	29.02675	-16.22383	3.72281	0.62280	0.53039	-0.48674	-0.23250	-4.81048	0.61916	0.34971	-1.03789	-0.34275	1.34036	-1.55012	0.03201	0.12072	-0.07565	-0.03652	0.19426	-0.32103	0.04944
13	-3.50911	10.52989	-0.25254	10.81491	-0.71218	2.19139	-3.85666	1.94077	2.40077	-8.81983	7.28807	1.67407	-22.41048	40.30788	-5.31077	2.65094	3.89617	3.27527	-7.38989	15.77649	-6.19034	23.00779	-14.07056	3.38251	3.37456	-1.88907	-0.62369	-0.07839	-5.42105	0.71170	1.20545	-1.75774	-0.19522	1.18536	-1.72349	-0.04657	0.20602	-0.17678	-0.04004	-0.03863	-0.27492	-0.01229
14	-5.21865	10.90193	-0.29347	11.60398	0.12313	2.36554	-9.58478	1.88343	1.35433	-6.31606	9.17713	3.41918	-22.24169	40.14070	-5.34457	2.59833	4.10195	3.28698	-10.24357	19.99193	-6.27429	16.35098	-9.97969	0.96733	6.35832	-2.91142	-0.33081	0.44696	-4.96850	0.64433	2.25643	-2.13509	0.18724	1.37749	-1.68583	-0.00304	0.29144	-0.21645	-0.00943	-0.06950	-0.24127	-0.02770
15	-6.05724	10.41672	-0.40167	12.16130	1.69656	2.89002	-11.21970	-2.85569	0.29074	-7.82916	15.07961	8.30391	-22.08133	39.79809	-5.43066	2.64688	4.40899	3.36052	-13.31541	23.53615	1.44845	14.23722	-7.26285	-0.29083	4.66929	-0.91089	0.26794	-0.32027	-3.64623	0.24680	1.89851	-1.38583	0.36048	1.30768	-1.25101	0.04292	0.22364	-0.10205	0.03577	0.06378	-0.20679	-0.00123
16	-4.44921	9.27496	-0.43159	11.58308	1.84522	3.12639	-5.42867	-7.09301	0.52630	-13.67528	18.17890	10.64786	-21.80668	39.17554	-5.41804	2.73346	4.51041	3.40482	-13.73901	22.86500	8.80956	13.56440	-9.44036	-0.27123	0.41517	1.83213	0.63965	-1.67165	-2.05490	-0.12624	0.67991	-0.37424	0.19377	0.69713	-0.51126	0.09677	0.09208	0.01464	0.04322	0.12487	-0.09453	0.04321
17	-1.92452	8.12606	-0.19302	10.58686	-0.23490	2.62020	1.98697	-7.21945	2.55566	-18.57515	15.08051	7.00293	-21.38387	38.38928	-5.29543	2.82814	4.24772	3.32602	-12.65353	16.62551	7.48021	11.75882	-16.42224	-2.31535	-0.01861	1.65169	0.33369	-1.98750	-0.92358	-0.13746	0.44032	-0.46678	0.00689	0.29636	0.06043	0.23949	0.08420	-0.03424	0.00364	0.06151	0.07313	0.08088
18	-0.82425	7.95791	0.00490	10.86984	-2.04246	1.93268	4.37486	-2.90995	4.10436	-16.20563	11.87734	2.34052	-20.98331	37.71447	-5.19133	2.90884	3.92597	3.22201	-9.23236	14.26002	0.59346	14.11983	-21.93169	-5.64999	3.50655	-0.77874	-0.30212	-1.36735	-0.35778	-0.05106	1.22362	-1.39677	-0.00098	0.67050	0.19958	0.36978	0.16543	-0.15126	-0.02644	-0.01342	0.17589	0.06129
19	-1.40588	9.23062	-0.33066	11.95114	-2.20495	1.79224	2.25891	3.50593	2.70509	-8.90041	10.63057	1.83247	-20.74766	37.28331	-5.19154	2.82339	3.92611	3.20087	-3.21964	19.40701	-4.90953	24.27991	-17.52580	-5.25283	5.09764	-1.51627	-0.46407	-0.80987	-0.94563	-0.19530	1.55000	-1.79389	0.04290	1.36710	-0.30795	0.20485	0.18305	-0.12838	0.00086	-0.01848	0.06113	-0.03751
20	-2.11393	9.78521	-0.75746	12.33362	-2.38020	2.04424	-1.10177	4.97388	0.33650	-4.33226	7.14467	3.64138	-20.49169	36.72927	-5.24129	2.69566	4.12267	3.20946	-0.40564	19.63688	-6.74789	35.38738	-5.51909	-0.89406	2.60547	-0.27848	-0.14706	-0.97243	-3.05338	-0.46326	1.03579	-1.45734	-0.04292	1.56979	-1.29919	-0.25880	0.12929	-0.00767	0.03806	0.04413	-0.20896	-0.13228
21	-1.57927	7.34213	-0.49132	12.33932	-2.84892	2.28354	-2.20863	-3.89748	0.42083	-3.97487	3.34695	4.74478	-19.98021	35.74509	-5.23548	2.85967	4.26761	3.23705	-0.35985	7.08805	-4.30188	33.95300	0.50873	2.47396	-0.45713	0.17876	-0.02658	-2.07965	-5.05956	-0.70565	0.48102	-1.20738	-0.26816	1.04213	-2.01278	-0.60776	0.07802	0.00850	0.00351	0.10517	-0.38587	-0.11755
22	0.04709	3.61751	0.20954	13.11026	-1.70156	2.51191	0.66634	-16.54668	2.38677	-4.46015	5.99163	5.66358	-19.32137	34.65220	-5.14400	3.21081	4.40544	3.35188	2.36721	-6.11549	1.97587	17.48088	-5.37132	2.45966	-0.82440	-0.16194	-0.18593	-2.77340	-4.90058	-0.71860	0.41745	-1.23302	-0.39239	0.51254	-1.90984	-0.42298	0.06073	-0.09231	-0.07255	0.12970	-0.35761	0.00988
23	1.14152	2.13310	0.54878	14.11811	0.85752	2.68208	2.20660	-20.66095	3.75862	-7.82636	15.59769	6.92766	-18.77182	33.82641	-5.04798	3.38231	4.52781	3.48247	-1.27130	-2.97126	8.44102	4.59654	-14.62908	-0.05734	1.18924	0.15747	-0.22559	-1.67739	-3.09646	-0.30732	0.72065	-1.24204	-0.24434	0.66834	-1.26488	0.15157	0.07367	-0.15264	-0.08723	0.13921	-0.20845	0.14341
24	0.87915	3.11917	0.41711	14.21535	1.72099	2.52083	-2.28722	-14.54042	3.93432	-15.26003	23.60176	7.08617	-18.39021	33.22503	-5.03011	3.32675	4.47681	3.46686	-16.99770	13.56557	10.25408	9.11240	-19.42420	-3.51592	3.19583	0.26595	-0.20108	-0.13042	-1.95162	0.23506	0.98984	-1.33913	-0.06102	1.17673	-0.68944	0.51146	0.09129	-0.12636	-0.04031	0.12733	-0.05192	0.16557
25	0.43485	3.67593	0.29110	13.91780	-0.02945	2.12172	-8.01667	-7.92321	3.36059	-18.60979	23.42984	6.11396	-18.06825	32.67978	-5.05961	3.23505	4.29551	3.30627	-27.49390	24.80523	6.23915	16.53930	-20.77404	-5.46512	4.11050	-1.29867	-0.43917	0.25289	-2.13699	0.54192	1.08277	-1.69986	-0.11165	1.45388	-0.44709	0.43270	0.09513	-0.10884	-0.02473	0.07577	0.03160	0.07455
26	1.42925	2.29703	0.33327	14.13687	-1.94324	1.91243	-7.09277	-7.04841	2.02895	-13.34198	16.81155	5.23334	-17.69479	32.12325	-5.02509	3.16739	4.17347	3.16058	-19.10749	20.13416	-0.46721	11.82970	-18.48961	-4.83731	4.67964	-3.23821	-0.69272	0.29863	-2.47795	0.71098	1.26767	-1.97584	-0.18265	1.58041	-0.47292	0.27948	0.12395	-0.13868	-0.04941	0.03679	-0.00859	-0.01773
27	3.81835	-0.00823	0.40294	14.76791	-2.70036	2.01126	0.53022	-9.45766	0.57108	-6.84140	8.16576	4.16818	-17.26054	31.51904	-4.90701	3.07568	4.16687	3.14676	-2.71586	4.76093	-5.44455	7.21017	-9.13673	-3.83460	4.88330	-2.81312	-0.39220	0.63516	-2.89572	0.74007	1.60084	-1.79677	0.02298	1.79916	-0.84643	0.19126	0.19588	-0.17713	-0.04507	0.09007	-0.15427	-0.04484
28	5.76807	-1.91770	0.54602	15.30067	-2.81282	2.20578	6.34279	-11.42170	0.50159	-6.57617	2.83057	3.08420	-16.87435	30.86300	-4.82766	2.96354	4.24736	3.24284	2.97225	-7.38900	-5.15681	17.84577	2.65089	-3.67356	3.21613	-0.05168	0.26131	0.08996	-3.91086	0.32112	1.45471	-1.48168	0.19669	1.79340	-1.41708	-0.06489	0.19090	-0.21570	-0.02197	0.17848	-0.27262	-0.05090
29	6.04728	-2.63605	0.76193	15.59458	-2.17003	2.34995	4.04030	-10.90867	1.93772	-10.94340	6.19342	3.90664	-16.61952	30.23700	-4.84908	2.88880	4.37282	3.34248	-6.22387	-3.82756	0.53781	34.20570	5.55505	-1.52619	0.11501	2.29322	0.57365	-1.51007	-4.65846	-0.36834	0.68788	-1.44946	0.00938	1.23578	-1.64966	-0.39056	0.06985	-0.23966	-0.02406	0.15900	-0.26055	-0.06358
30	5.32804	-2.35647	0.88140	15.77656	-0.77982	2.43462	-2.90605	-7.32904	3.03607	-14.08266	15.53168	6.67605	-16.47508	29.74663	-4.89476	2.85538	4.46190	3.37575	-18.70624	12.76602	6.61655	37.33838	-4.66281	3.99237	-0.96753	2.50460	0.42814	-2.28389	-4.11370	-0.62676	0.34987	-1.52657	-0.15087	0.70380	-1.44307	-0.35457	0.03403	-0.20417	-0.01243	0.07485	-0.20893	-0.03326
31	4.89620	-2.47210	0.92168	16.37193	0.18555	2.47532	-7.01729	-3.10300	2.41916	-11.71137	21.24872	8.83899	-16.39820	29.43749	-4.90442	2.81785	4.46443	3.39033	-20.59212	26.21512	7.29332	25.06594	-21.02829	7.96265	1.70290	0.91836	0.08349	-1.72442	-2.75618	-0.31832	1.06081	-1.54242	0.07754	0.85569	-1.12101	0.06758	0.19935	-0.14453	0.04111	0.06595	-0.18731	0.04912
32	5.55934	-3.93007	1.06125	17.75668	-0.08879	2.44133	-5.53107	-1.93987	1.07345	-5.08091	20.51344	9.14884	-16.33360	29.28172	-4.87434	2.79651	4.35479	3.44142	-10.46307	28.37608	3.65738	9.72261	-30.82687	5.31969	4.92913	-1.19837	-0.35366	-1.22965	-2.13412	0.05008	1.82453	-1.63715	0.27901	1.55149	-1.01897	0.44471	0.36236	-0.15832	0.05460	0.15918	-0.16639	0.12296
33	6.97874	-6.25980	1.42721	19.02148	-0.95838	2.34116	-1.32958	-5.73136	1.12952	-1.35471	18.62579	8.45349	-16.25707	29.20987	-4.82267	2.82832	4.18116	3.49426	-1.26526	23.25363	2.06511	0.70699	-25.23728	-1.15927	4.37354	-2.27386	-0.73027	-0.49770	-2.45572	0.31613	1.35676	-1.70206	-0.05818	2.32285	-1.17724	0.57416	0.27546	-0.24093	-0.03788	0.29662	-0.18270	0.14959
34	8.35825	-8.28040	1.83637	19.24111	-1.68175	2.24362	3.35621	-11.60588	2.51241	-3.64768	17.12039	7.21864	-16.21510	29.18954	-4.76452	2.86696	4.11920	3.49303	1.00208	15.02523	3.48772	-1.05176	-10.03714	-4.77708	0.65912	-2.48881	-0.90932	1.82278	-2.63142	0.65803	0.05135	-1.83136	-0.70664	2.70405	-1.31392	0.50650	0.00405	-0.31870	-0.16038	0.35269	-0.25224	0.10370
35	9.42757	-9.35814	1.96149	19.30909	-2.29450	2.14373	8.12319	-13.69784	3.04097	-5.84480	14.04466	5.67830	-16.23686	29.21471	-4.71804	2.86854	4.24825	3.43692	5.60472	8.35820	3.15337	2.02964	-0.08214	-3.72045	-1.21630	-3.44612	-0.90074	4.42235	-2.94371	0.97297	-0.36366	-2.38211	-0.94340	2.42725	-1.35727	0.19958	-0.12998	-0.33456	-0.17483	0.23371	-0.28038	-0.01889
36	9.94613	-9.50901	1.76101	20.05099	-2.92968	2.01168	10.11511	-9.39873	1.79801	-5.06692	10.94833	4.54128	-16.30893	29.29354	-4.73411	2.83308	4.41614	3.36695	11.81039	8.51015	-0.54088	8.47400	-2.56933	-0.59973	1.55533	-3.66876	-0.48666	4.25709	-3.96997	0.92900	0.93642	-2.66704	-0.31222	1.70785	-1.33425	-0.21087	0.06552	-0.21847	-0.03363	0.03902	-0.18883	-0.12590
37	9.55472	-9.13570	1.51331	20.35826	-3.33733	1.95520	7.00406	-2.32522	-0.05157	-7.22786	10.77267	4.30665	-16.43094	29.46452	-4.85221	2.74873	4.46415	3.32388	5.50729	13.97087	-3.96600	15.74385	-12.66161	2.23209	5.77608	-0.62541	0.31089	0.77940	-4.18598	0.40577	2.55542	-1.83750	0.67762	1.06436	-1.00591	-0.28747	0.36706	-0.01114	0.13795	-0.03515	-0.03423	-0.10053
38	8.47075	-9.32121	1.60067	19.73082	-3.17208	2.06752	1.52078	1.01017	-1.15064	-14.05319	13.96291	5.23122	-16.60080	29.71731	-5.02939	2.63066	4.41591	3.32586	-12.92753	17.76165	-3.65212	17.38476	-18.05970	2.31090	6.76631	2.37669	0.68428	-2.71686	-2.96786	-0.22234	2.80146	-1.07939	0.97277	0.98598	-0.68153	0.03956	0.46125	0.05634	0.17971	0.06336	-0.00711	0.02477
39	7.84548	-10.80587	2.09089	19.53082	-2.51597	2.23673	-1.36564	-2.20698	-1.06359	-18.99009	18.66043	7.03177	-16.78763	30.01213	-5.14968	2.54230	4.38436	3.36958	-25.49173	16.45176	-0.03049	10.13992	-7.92732	-1.79291	4.30903	0.41739	0.10714	-2.42857	-2.43969	-0.19882	1.89143	-1.92578	0.32088	1.71446	-1.06168	0.39221	0.34915	-0.12020	0.09267	0.23498	-0.18991	0.12482
40	8.65597	-12.75451	2.58010	20.45569	-1.90964	2.33095	0.54865	-8.22515	-0.06356	-16.60824	21.04749	8.22793	-16.99938	30.34895	-5.15542	2.54289	4.42074	3.45998	-19.29957	12.31152	3.38227	2.54157	10.05148	-6.43864	1.62418	-4.56514	-0.86452	1.37061	-3.76045	0.69822	1.03519	-3.53544	-0.55503	2.84013	-1.88384	0.53829	0.20799	-0.33554	-0.02527	0.36065	-0.39865	0.14363
41	10.12029	-13.15655	2.55152	21.79656	-1.76549	2.33053	3.21077	-8.99739	0.72264	-8.33711	18.76474	7.57149	-17.29803	30.72654	-5.12522	2.63226	4.45999	3.56972	-4.09409	11.44615	2.53379	6.69310	10.99357	-6.60278	1.04370	-7.24654	-1.47960	4.04525	-5.33581	1.44874	0.77507	-4.15876	-0.99771	3.28379	-2.24064	0.40704	0.13844	-0.38685	-0.11518	0.33999	-0.43038	0.07943
42	10.77391	-11.25331	1.95106	22.53670	-1.68316	2.23810	1.89552	-1.29129	0.26783	-2.26407	16.80833	6.26704	-17.65103	31.10767	-5.14617	2.71876	4.40505	3.59853	-1.41405	20.32330	-1.50081	22.25816	-12.13040	-2.69700	2.57480	-5.51335	-1.36368	2.53915	-5.43347	1.16267	1.01178	-3.29243	-0.79547	2.58193	-1.86516	0.10002	0.13515	-0.27149	-0.14857	0.19324	-0.28970	-0.00870
43	11.10276	-9.10584	1.27173	22.00981	-1.17031	2.10425	2.04810	6.52927	-0.51611	-4.94609	20.56480	6.04479	-17.87085	31.48440	-5.18356	2.70236	4.30145	3.51783	-10.15788	34.36536	-2.30529	34.47364	-33.53443	1.06748	4.92665	-0.95666	-0.46212	-0.67464	-4.32403	0.49082	1.53725	-1.61799	0.00329	1.63533	-1.23565	-0.00203	0.14980	-0.11028	-0.10941	0.09509	-0.11673	-0.00036
