	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.00000	0.00000	-2.51167	0.00000	0.00000	-0.97853
2	0.00000	0.00000	-2.51434	0.00000	0.00000	-0.97885
3	0.00000	0.00000	-2.51700	0.00000	0.00000	-0.97918
4	0.00000	0.00000	-2.51966	0.00000	0.00000	-0.97952
5	0.00000	0.00000	-2.52231	0.00000	0.00000	-0.97987
6	0.00000	0.00000	-2.52495	0.00000	0.00000	-0.98024
7	0.00000	0.00000	-2.52758	0.00000	0.00000	-0.98064
8	0.00000	0.00000	-2.53019	0.00000	0.00000	-0.98107
9	0.00000	0.00000	-2.53279	0.00000	0.00000	-0.98153
10	0.00000	0.00000	-2.53538	0.00000	0.00000	-0.98203
11	0.00000	0.00000	-2.53794	0.00000	0.00000	-0.98257
12	0.00000	0.00000	-2.54047	0.00000	0.00000	-0.98315
13	0.00000	0.00000	-2.54299	0.00000	0.00000	-0.98378
14	0.00000	0.00000	-2.54548	0.00000	0.00000	-0.98445
15	0.00000	0.00000	-2.54795	0.00000	0.00000	-0.98516
16	0.00000	0.00000	-2.55039	0.00000	0.00000	-0.98591
17	0.00000	0.00000	-2.55281	0.00000	0.00000	-0.98670
18	0.00000	0.00000	-2.55520	0.00000	0.00000	-0.98752
19	0.00000	0.00000	-2.55757	0.00000	0.00000	-0.98839
20	0.00000	0.00000	-2.55990	0.00000	0.00000	-0.98929
21	0.00000	0.00000	-2.56221	0.00000	0.00000	-0.99022
22	0.00000	0.00000	-2.56449	0.00000	0.00000	-0.99120
23	0.00000	0.00000	-2.56674	0.00000	0.00000	-0.99221
24	0.00000	0.00000	-2.56895	0.00000	0.00000	-0.99326
25	0.00000	0.00000	-2.57114	0.00000	0.00000	-0.99434
26	0.00000	0.00000	-2.57330	0.00000	0.00000	-0.99547
27	0.00000	0.00000	-2.57542	0.00000	0.00000	-0.99663
28	0.00000	0.00000	-2.57752	0.00000	0.00000	-0.99783
29	0.00000	0.00000	-2.57958	0.00000	0.00000	-0.99908
