	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedRoundN4.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	3.23706	-63.94453	398.91840	-11.81715	63.70183	456.06888
2	3.25410	-63.94762	398.91840	-11.81555	63.70350	456.10291
3	3.27114	-63.95067	398.91830	-11.81392	63.70527	456.13705
4	3.28817	-63.95366	398.91809	-11.81227	63.70722	456.17151
5	3.30519	-63.95657	398.91772	-11.81059	63.70946	456.20642
6	3.32219	-63.95936	398.91708	-11.80885	63.71207	456.24188
7	3.33917	-63.96200	398.91605	-11.80704	63.71516	456.27811
8	3.35612	-63.96447	398.91470	-11.80516	63.71882	456.31522
9	3.37303	-63.96674	398.91287	-11.80319	63.72313	456.35330
10	3.38991	-63.96877	398.91055	-11.80111	63.72820	456.39261
11	3.40675	-63.97055	398.90765	-11.79892	63.73410	456.43320
12	3.42353	-63.97206	398.90421	-11.79662	63.74086	456.47507
13	3.44025	-63.97329	398.90012	-11.79422	63.74845	456.51813
14	3.45689	-63.97424	398.89548	-11.79173	63.75688	456.56238
15	3.47343	-63.97491	398.89026	-11.78916	63.76615	456.60779
16	3.48987	-63.97529	398.88446	-11.78652	63.77626	456.65424
17	3.50619	-63.97536	398.87808	-11.78381	63.78720	456.70175
18	3.52238	-63.97513	398.87112	-11.78105	63.79895	456.75027
19	3.53843	-63.97458	398.86359	-11.77824	63.81154	456.79971
20	3.55432	-63.97372	398.85547	-11.77539	63.82495	456.85004
21	3.57004	-63.97253	398.84677	-11.77251	63.83919	456.90128
22	3.58559	-63.97100	398.83746	-11.76958	63.85430	456.95340
23	3.60095	-63.96914	398.82758	-11.76662	63.87027	457.00641
24	3.61611	-63.96693	398.81705	-11.76361	63.88713	457.06024
25	3.63107	-63.96436	398.80594	-11.76055	63.90490	457.11496
26	3.64581	-63.96142	398.79410	-11.75745	63.92358	457.17050
27	3.66032	-63.95812	398.78168	-11.75431	63.94322	457.22693
28	3.67459	-63.95444	398.76859	-11.75111	63.96381	457.28412
29	3.68862	-63.95037	398.75482	-11.74786	63.98537	457.34216
30	3.70239	-63.94593	398.74036	-11.74456	64.00790	457.40097
31	3.71591	-63.94109	398.72528	-11.74121	64.03143	457.46057
32	3.72915	-63.93587	398.70950	-11.73780	64.05592	457.52090
33	3.74212	-63.93027	398.69308	-11.73434	64.08139	457.58197
34	3.75482	-63.92429	398.67599	-11.73082	64.10785	457.64365
35	3.76722	-63.91791	398.65823	-11.72723	64.13528	457.70602
36	3.77933	-63.91116	398.63986	-11.72359	64.16372	457.76898
37	3.79114	-63.90402	398.62082	-11.71988	64.19313	457.83252
38	3.80265	-63.89650	398.60110	-11.71611	64.22353	457.89664
39	3.81384	-63.88859	398.58078	-11.71227	64.25491	457.96127
40	3.82471	-63.88031	398.55984	-11.70836	64.28727	458.02637
41	3.83527	-63.87165	398.53827	-11.70438	64.32059	458.09195
42	3.84549	-63.86263	398.51602	-11.70032	64.35487	458.15793
43	3.85538	-63.85323	398.49316	-11.69619	64.39011	458.22430
44	3.86493	-63.84347	398.46970	-11.69198	64.42630	458.29105
45	3.87414	-63.83334	398.44568	-11.68769	64.46342	458.35809
46	3.88300	-63.82285	398.42102	-11.68331	64.50148	458.42545
47	3.89150	-63.81200	398.39578	-11.67885	64.54047	458.49304
48	3.89964	-63.80081	398.36996	-11.67429	64.58035	458.56085
49	3.90742	-63.78926	398.34354	-11.66964	64.62114	458.62881
50	3.91483	-63.77738	398.31659	-11.66488	64.66280	458.69693
51	3.92187	-63.76516	398.28906	-11.66002	64.70531	458.76508
52	3.92854	-63.75262	398.26099	-11.65505	64.74867	458.83331
53	3.93482	-63.73974	398.23236	-11.64996	64.79284	458.90152
54	3.94073	-63.72655	398.20322	-11.64474	64.83782	458.96964
55	3.94625	-63.71305	398.17355	-11.63940	64.88359	459.03769
56	3.95137	-63.69925	398.14340	-11.63393	64.93013	459.10559
57	3.95611	-63.68515	398.11267	-11.62832	64.97741	459.17331
58	3.96045	-63.67075	398.08148	-11.62256	65.02541	459.24075
59	3.96439	-63.65608	398.04987	-11.61666	65.07412	459.30792
60	3.96794	-63.64113	398.01776	-11.61060	65.12350	459.37473
61	3.97109	-63.62591	397.98520	-11.60438	65.17354	459.44116
62	3.97383	-63.61043	397.95221	-11.59800	65.22420	459.50714
63	3.97618	-63.59469	397.91876	-11.59145	65.27547	459.57260
64	3.97811	-63.57871	397.88495	-11.58472	65.32731	459.63751
65	3.97965	-63.56250	397.85074	-11.57782	65.37971	459.70181
66	3.98077	-63.54605	397.81610	-11.57072	65.43265	459.76544
67	3.98149	-63.52938	397.78113	-11.56342	65.48610	459.82834
68	3.98181	-63.51251	397.74579	-11.55590	65.54002	459.89044
69	3.98172	-63.49543	397.71014	-11.54816	65.59443	459.95169
70	3.98122	-63.47815	397.67416	-11.54019	65.64926	460.01202
71	3.98033	-63.46070	397.63788	-11.53197	65.70451	460.07138
72	3.97903	-63.44307	397.60132	-11.52349	65.76015	460.12967
73	3.97733	-63.42527	397.56451	-11.51475	65.81617	460.18686
74	3.97523	-63.40732	397.52744	-11.50573	65.87252	460.24286
75	3.97273	-63.38923	397.49014	-11.49641	65.92920	460.29764
76	3.96985	-63.37100	397.45261	-11.48677	65.98617	460.35107
77	3.96660	-63.35264	397.41495	-11.47681	66.04340	460.40314
78	3.96297	-63.33418	397.37704	-11.46650	66.10087	460.45370
79	3.95898	-63.31562	397.33905	-11.45583	66.15855	460.50272
80	3.95463	-63.29697	397.30090	-11.44477	66.21642	460.55008
81	3.94994	-63.27823	397.26263	-11.43332	66.27442	460.59576
82	3.94490	-63.25943	397.22427	-11.42145	66.33257	460.63962
83	3.93954	-63.24057	397.18582	-11.40915	66.39082	460.68164
84	3.93386	-63.22167	397.14737	-11.39639	66.44913	460.72171
85	3.92787	-63.20272	397.10889	-11.38318	66.50748	460.75974
86	3.92159	-63.18373	397.07037	-11.36948	66.56584	460.79565
87	3.91502	-63.16472	397.03180	-11.35528	66.62417	460.82941
88	3.90819	-63.14569	396.99329	-11.34056	66.68243	460.86084
89	3.90111	-63.12664	396.95483	-11.32532	66.74060	460.88992
90	3.89378	-63.10759	396.91644	-11.30952	66.79863	460.91656
91	3.88623	-63.08854	396.87808	-11.29316	66.85651	460.94073
92	3.87846	-63.06949	396.83984	-11.27622	66.91419	460.96225
93	3.87048	-63.05046	396.80170	-11.25868	66.97165	460.98111
94	3.86231	-63.03144	396.76367	-11.24053	67.02885	460.99716
95	3.85395	-63.01244	396.72577	-11.22175	67.08574	461.01035
96	3.84543	-62.99347	396.68802	-11.20233	67.14230	461.02057
97	3.83674	-62.97453	396.65039	-11.18226	67.19850	461.02777
98	3.82790	-62.95561	396.61298	-11.16152	67.25432	461.03186
99	3.81891	-62.93674	396.57571	-11.14008	67.30968	461.03275
100	3.80980	-62.91790	396.53867	-11.11795	67.36460	461.03030
101	3.80057	-62.89911	396.50180	-11.09511	67.41901	461.02448
102	3.79124	-62.88037	396.46515	-11.07153	67.47290	461.01517
103	3.78180	-62.86168	396.42871	-11.04720	67.52621	461.00229
104	3.77227	-62.84303	396.39252	-11.02211	67.57892	460.98575
105	3.76267	-62.82446	396.35654	-10.99625	67.63100	460.96545
106	3.75300	-62.80593	396.32077	-10.96958	67.68240	460.94135
107	3.74327	-62.78746	396.28534	-10.94210	67.73309	460.91327
108	3.73349	-62.76906	396.25009	-10.91380	67.78305	460.88116
109	3.72367	-62.75072	396.21512	-10.88465	67.83223	460.84494
110	3.71383	-62.73246	396.18039	-10.85464	67.88061	460.80450
111	3.70397	-62.71426	396.14597	-10.82377	67.92813	460.75983
112	3.69410	-62.69614	396.11179	-10.79201	67.97479	460.71075
113	3.68424	-62.67810	396.07791	-10.75936	68.02055	460.65735
114	3.67438	-62.66015	396.04425	-10.72580	68.06538	460.59943
115	3.66456	-62.64228	396.01083	-10.69134	68.10923	460.53699
116	3.65477	-62.62450	395.97778	-10.65594	68.15208	460.46994
117	3.64502	-62.60683	395.94495	-10.61962	68.19392	460.39825
118	3.63533	-62.58925	395.91235	-10.58235	68.23470	460.32184
119	3.62570	-62.57177	395.88004	-10.54413	68.27438	460.24063
120	3.61615	-62.55440	395.84799	-10.50494	68.31295	460.15463
121	3.60668	-62.53714	395.81619	-10.46480	68.35039	460.06375
122	3.59731	-62.51998	395.78467	-10.42369	68.38666	459.96799
123	3.58803	-62.50294	395.75336	-10.38160	68.42173	459.86728
124	3.57886	-62.48601	395.72232	-10.33855	68.45560	459.76166
125	3.56981	-62.46920	395.69150	-10.29451	68.48824	459.65100
126	3.56089	-62.45251	395.66092	-10.24950	68.51962	459.53534
127	3.55210	-62.43594	395.63055	-10.20350	68.54971	459.41461
128	3.54346	-62.41949	395.60043	-10.15651	68.57848	459.28879
129	3.53497	-62.40316	395.57050	-10.10854	68.60594	459.15787
130	3.52664	-62.38697	395.54077	-10.05960	68.63207	459.02185
131	3.51848	-62.37090	395.51129	-10.00968	68.65685	458.88077
132	3.51050	-62.35496	395.48206	-9.95880	68.68025	458.73456
133	3.50270	-62.33915	395.45306	-9.90695	68.70229	458.58328
134	3.49509	-62.32347	395.42419	-9.85415	68.72292	458.42694
135	3.48769	-62.30792	395.39557	-9.80040	68.74216	458.26550
136	3.48050	-62.29251	395.36722	-9.74570	68.75997	458.09900
137	3.47352	-62.27724	395.33905	-9.69007	68.77636	457.92743
138	3.46677	-62.26211	395.31110	-9.63352	68.79131	457.75085
139	3.46025	-62.24710	395.28336	-9.57608	68.80482	457.56927
140	3.45397	-62.23224	395.25580	-9.51776	68.81691	457.38284
141	3.44792	-62.21751	395.22845	-9.45860	68.82758	457.19159
142	3.44212	-62.20292	395.20132	-9.39861	68.83681	456.99551
143	3.43656	-62.18847	395.17441	-9.33782	68.84462	456.79471
144	3.43127	-62.17414	395.14767	-9.27625	68.85099	456.58929
145	3.42623	-62.15996	395.12112	-9.21392	68.85595	456.37927
146	3.42146	-62.14592	395.09476	-9.15086	68.85949	456.16470
147	3.41695	-62.13200	395.06863	-9.08710	68.86161	455.94571
148	3.41272	-62.11822	395.04260	-9.02267	68.86232	455.72235
149	3.40877	-62.10456	395.01682	-8.95763	68.86165	455.49472
150	3.40509	-62.09104	394.99112	-8.89199	68.85958	455.26297
151	3.40169	-62.07764	394.96561	-8.82581	68.85615	455.02710
152	3.39859	-62.06435	394.94025	-8.75911	68.85133	454.78732
153	3.39576	-62.05119	394.91501	-8.69194	68.84518	454.54367
154	3.39324	-62.03814	394.88989	-8.62433	68.83767	454.29623
155	3.39100	-62.02521	394.86490	-8.55632	68.82883	454.04514
156	3.38906	-62.01239	394.84003	-8.48796	68.81866	453.79047
157	3.38742	-61.99969	394.81528	-8.41931	68.80718	453.53247
158	3.38608	-61.98709	394.79065	-8.35042	68.79443	453.27112
159	3.38503	-61.97460	394.76608	-8.28133	68.78039	453.00668
160	3.38428	-61.96222	394.74167	-8.21211	68.76511	452.73923
161	3.38383	-61.94995	394.71732	-8.14281	68.74857	452.46890
162	3.38367	-61.93778	394.69308	-8.07348	68.73083	452.19580
163	3.38382	-61.92572	394.66891	-8.00417	68.71188	451.92014
164	3.38427	-61.91376	394.64487	-7.93494	68.69173	451.64200
165	3.38501	-61.90192	394.62088	-7.86584	68.67043	451.36157
166	3.38605	-61.89017	394.59702	-7.79694	68.64799	451.07898
167	3.38737	-61.87854	394.57321	-7.72829	68.62443	450.79437
168	3.38898	-61.86703	394.54956	-7.65997	68.59978	450.50797
169	3.39087	-61.85563	394.52597	-7.59201	68.57407	450.21988
170	3.39303	-61.84436	394.50247	-7.52450	68.54732	449.93024
171	3.39547	-61.83320	394.47910	-7.45747	68.51955	449.63928
172	3.39817	-61.82217	394.45587	-7.39101	68.49079	449.34714
173	3.40114	-61.81126	394.43271	-7.32516	68.46107	449.05396
174	3.40436	-61.80050	394.40970	-7.25999	68.43040	448.75983
175	3.40783	-61.78986	394.38684	-7.19556	68.39880	448.46503
176	3.41154	-61.77939	394.36407	-7.13193	68.36629	448.16962
177	3.41548	-61.76907	394.34146	-7.06916	68.33290	447.87375
178	3.41964	-61.75891	394.31900	-7.00733	68.29865	447.57761
179	3.42401	-61.74892	394.29675	-6.94648	68.26353	447.28125
180	3.42858	-61.73912	394.27463	-6.88668	68.22761	446.98492
181	3.43335	-61.72950	394.25269	-6.82800	68.19086	446.68872
182	3.43831	-61.72007	394.23093	-6.77049	68.15334	446.39279
183	3.44345	-61.71085	394.20944	-6.71423	68.11503	446.09729
184	3.44875	-61.70183	394.18808	-6.65928	68.07597	445.80234
185	3.45420	-61.69303	394.16696	-6.60570	68.03615	445.50803
186	3.45980	-61.68445	394.14612	-6.55356	67.99560	445.21451
187	3.46553	-61.67609	394.12555	-6.50292	67.95432	444.92194
188	3.47139	-61.66797	394.10516	-6.45386	67.91232	444.63037
189	3.47736	-61.66009	394.08514	-6.40644	67.86962	444.34003
190	3.48343	-61.65246	394.06540	-6.36073	67.82624	444.05093
191	3.48959	-61.64508	394.04593	-6.31678	67.78218	443.76324
192	3.49582	-61.63796	394.02682	-6.27466	67.73745	443.47711
193	3.50213	-61.63109	394.00806	-6.23441	67.69205	443.19254
194	3.50848	-61.62449	393.98959	-6.19609	67.64599	442.90967
195	3.51486	-61.61816	393.97150	-6.15976	67.59927	442.62854
196	3.52127	-61.61209	393.95377	-6.12546	67.55192	442.34927
197	3.52768	-61.60629	393.93643	-6.09326	67.50391	442.07190
198	3.53409	-61.60077	393.91949	-6.06320	67.45528	441.79660
199	3.54048	-61.59552	393.90295	-6.03533	67.40601	441.52338
200	3.54683	-61.59055	393.88684	-6.00971	67.35611	441.25235
201	3.55314	-61.58587	393.87115	-5.98637	67.30558	440.98355
202	3.55939	-61.58146	393.85593	-5.96536	67.25443	440.71698
203	3.56558	-61.57734	393.84113	-5.94669	67.20264	440.45276
204	3.57170	-61.57352	393.82681	-5.93041	67.15022	440.19086
205	3.57772	-61.56998	393.81296	-5.91656	67.09718	439.93137
206	3.58366	-61.56673	393.79962	-5.90516	67.04350	439.67426
207	3.58949	-61.56379	393.78674	-5.89624	66.98917	439.41962
208	3.59520	-61.56114	393.77441	-5.88986	66.93422	439.16748
209	3.60079	-61.55880	393.76260	-5.88603	66.87862	438.91785
210	3.60626	-61.55675	393.75131	-5.88477	66.82240	438.67075
211	3.61159	-61.55501	393.74054	-5.88609	66.76551	438.42621
212	3.61678	-61.55357	393.73038	-5.89001	66.70797	438.18414
213	3.62184	-61.55244	393.72076	-5.89655	66.64978	437.94458
214	3.62675	-61.55161	393.71170	-5.90570	66.59092	437.70746
